grossprofit_margin_x,roe_x,roa_x,longdebt_to_workingcapital_x,q_sales_yoy_x,q_op_yoy_x,equity_yoy_x,turnover_rate_x,bp_x,ep_x,sp_x,grossprofit_margin_y,roe_y,roa_y,longdebt_to_workingcapital_y,q_sales_yoy_y,q_op_yoy_y,equity_yoy_y,turnover_rate_y,bp_y,ep_y,sp_y,code,shouyi,score
2.053279914269721,9.4818850641506,1.159889481415877,-0.11625421231611814,3.0299586893543746,2.562481176614803,7.126658061280559,1.5382194519691617,-1.1071924956945798,-0.2140492156193407,-0.6096743022103861,1.9608510212245285,10.756711015131417,12.938763179158432,-0.15548068660207748,8.401206134919674,7.549631366550226,2.44294635098427,0.7045729574777878,-0.9343108973330604,-0.7419233624749032,-0.6471249871306971,300677.csv,-0.004146296181694334,2.908760086129004
-0.7799342775186279,-0.11657674260869869,-0.005419451455324548,8.384160097492423,-0.007644350107315979,-0.028678788749093204,-0.0786922236415341,0.6663997389421847,0.19892191006638563,0.005758063625591384,0.12921686627767692,-0.8486260854588183,-0.1526831916577399,-0.4830284839797039,18.089220061522404,0.839424820974969,-0.0005156315691014888,-0.10831513287154605,0.22595424877420422,0.6366251577020482,0.2322426247697463,0.32707637504890397,002202.csv,-0.07974594213126329,2.6822189313215543
-0.6149545519129173,-0.1406913369445031,0.016037802172697478,21.118784177797124,-0.21274195823286096,-0.028650657350163432,-0.18701625226399698,0.0369622579817474,0.19340043570637458,0.43779845765713477,0.19498023510122253,-0.831833193651998,-0.2705454578939509,-0.41289942748583774,0.7814663426935567,-0.3484217630806095,-0.27899193501337377,-0.17446240597350537,-0.187725853761706,0.5658532694375389,0.798836581004893,0.4116642738283987,002206.csv,0.3248730964467005,1.863727749649414
-0.10200523566085525,-0.312611488824665,0.0006414435850597277,-0.1002066793675446,-0.07346360073464238,-0.07164551329430019,-0.1592151912680531,-0.8846759927614228,5.398729738936401,3.8179002314711252,1.6582063553071622,0.1108816066495471,-0.3046124556266143,-0.48945999324149103,-0.11141317053441291,-0.7558121713338896,-0.19985923705915082,-0.09859549721382246,-0.6914891807521086,4.950626521112503,3.8692751653914494,1.4989379737570523,600657.csv,-0.026041666666666692,1.8460124209214557
-0.6330143973444474,0.5985836572668369,-0.005568347943652405,-0.1003551190473189,-0.13451259159296386,-0.03108840207098748,0.012079498789617208,-0.6159811306945171,3.3453688809240374,4.228877824084655,3.209538223425964,-0.49191415228424257,-0.44471870140980957,-0.8485400419557886,-0.1175609248275572,-0.5984654092110254,-0.39675676970510343,-0.07901375435046495,-0.6686799308163407,3.0259834109283346,4.037472452797641,3.0347262224258396,600565.csv,0.08389261744966443,1.5862433059218037
-1.117167372899262,-0.1489368695315474,-0.011109836629404625,-0.00446308591311769,-0.15874790875041528,-0.004653008489560869,0.03264199645552195,-0.899406848693637,2.3625182815107784,1.3439637814935812,9.134801857374663,-1.1952315915799423,-0.1574462073944433,-0.5678129468241997,0.05983708876019057,0.16735604531447953,-0.1387133710945144,-0.1639713192637446,-0.6876754964170674,2.2802175768753443,1.32434043332839,8.894846602786693,600502.csv,0.07971014492753614,1.5730572649748062
0.05568979999862063,-0.2850758756495549,-0.0332157710825449,-0.07611130864526142,-0.3512526924736235,-0.062042823576492934,-0.16907401773284372,-0.7970371593003229,4.703720415911034,3.2787269590134773,1.1167930598591964,0.3611362518163951,-0.5366677755586532,-0.6891380220084978,-0.06384126231365349,-0.04396599708634143,-0.08861246609068786,-0.14142114931977806,-0.8337068874484284,4.517784301343677,3.4260942337149127,1.0988001488518229,000402.csv,0.05710102489019029,1.557374926594465
-0.3308240295671957,-0.36997136880397774,0.023085569286882653,0.5279539384881812,-0.11636204252907849,0.24097211824904716,-0.1841484814241687,-0.946344555801675,3.896042752636267,1.226708093386269,2.0429750393668162,-0.31224555593594516,-0.3776486781445398,-0.2597782959745311,1.2282375958625642,-0.09625581454787376,-0.21238950863517306,-0.18118609163795543,-0.8098902367009898,4.732756331472522,1.6727370593744364,2.516705478313038,601898.csv,0.28130081300813015,1.5326941541438739
-0.7787799938197929,-0.2502596326369482,-0.0017847612092437891,0.02409349896886894,-0.17789012620128875,-0.043539554933993495,0.018535439990754264,-0.7959777234063812,2.0179626183066883,2.9999422221630168,3.939413007551851,-0.8689430730331926,-0.3307444083532458,-0.5175658393363266,0.17797040655002214,0.1406112260897317,-0.10726809313733014,-0.035294417080344566,-0.5940770326017208,2.1900214794203,3.5633279223217507,4.258489751485191,600068.csv,0.13324538258575194,1.314066448087773
-1.1565952739805143,0.2750461832614599,0.05629987431108716,-0.03878474700687935,-0.06421326510979036,-0.012528968478972604,0.336946497586694,-0.24374337140691743,2.2881802540457135,2.065151804141954,2.3957058998710137,-1.1288547271307252,0.21104614578040773,0.07273223906812123,0.466630718423499,-0.14150263519811798,-0.10965395292162765,0.10902278497337092,-0.5292711569551911,2.595320724168655,2.5204977258950847,2.744304749669048,600282.csv,0.19121447028423777,1.2878300575347708
