grossprofit_margin,roe,roa,longdebt_to_workingcapital,q_sales_yoy,q_op_yoy,equity_yoy,turnover_rate,bp,ep,sp,code
60.4757,6.8861,6.973,0.0416,8.0129,148.9693,-1.604,0.8894724137931035,0.5492808472744134,0.02867596753807192,0.4570783462030941,000989.csv
19.8346,2.1765,2.9024,4.5444,16.5216,150.0112,2.1485,0.7927431034482757,1.06843340622472,0.027316513162192642,0.5097585748525293,000990.csv
26.1697,7.6641,4.2588,0.0804,11.8082,134.2851,6.0903,0.998789655172414,0.4063879596568429,0.04469977025688509,0.3734356807246293,000997.csv
62.4586,12.1524,9.4543,0.1806,-4.5696,-28.9483,7.5781,0.5834051724137931,0.5438985935556657,0.08049762888472406,0.5764246626417121,000999.csv
28.6881,12.4892,4.3207,0.5453,10.2225,1.5217,6.6472,0.18948275862068967,0.8233792092880097,0.15606710049699685,1.0177847488986225,001979.csv
54.1669,19.6978,14.5343,0.7152,52.3318,29.1867,13.6697,1.1100224137931034,0.21907245492872568,0.02570090940560699,0.0898547219010207,002001.csv
72.702,22.927,24.2463,0.0039,83.7408,110.8287,15.0603,1.7349103448275864,0.08811826328400643,0.0159772046956049,0.04623444885939943,002007.csv
40.1079,10.5389,5.8062,0.4686,17.7446,-222.3998,10.3812,2.8543431034482767,0.1936841288429549,0.014071813452862448,0.20545089856266704,002008.csv
33.945,6.9897,11.3393,0.0605,78.6043,506.4995,7.0457,2.392929310344828,0.4935343131299342,0.017647160379995558,0.42937449076011824,002012.csv
26.7425,9.4835,5.0313,0.3247,4.045,13.0526,32.455,1.95585,0.2845411329339794,0.022291639766618673,0.27356721685824503,002013.csv
24.3597,15.7456,12.6923,0.0469,6.8507,9.6302,7.1654,0.42021896551724136,0.3790573506994957,0.056097462340567936,0.5216723877951308,002014.csv
25.3646,2.5255,0.6059,0.0551,6.4833,5.4595,1.2882,4.183374137931036,0.30690045391126075,0.008552789116518906,0.25519026721564897,002017.csv
46.4766,12.1509,9.9152,0.565,-9.5377,-94.894,12.5381,2.100308620689655,0.34772428022854673,0.037501001097644426,0.2151855621064237,002019.csv
60.9178,17.1552,13.1943,0.1183,-3.3849,793.2092,5.9935,1.291387931034483,0.4971911360978595,0.0721286524032744,0.4998723955728048,002020.csv
70.7608,80.1648,56.9343,0.0534,439.1984,1537.5739,131.8,4.039131034482761,0.13214043310585885,0.004753008226071028,0.041228645048858696,002030.csv
55.5392,2.7565,2.9237,0.0091,-4.3425,45.1956,0.1878,1.3072913793103444,0.689837267707172,0.0458246077857242,0.17540657655467806,002033.csv
29.8059,15.1077,10.7126,0.3139,31.8732,8.4808,8.3211,1.0207189655172408,0.11418745433663055,0.016872639029042808,0.1343571164753507,002050.csv
36.2358,6.1146,3.8877,0.7140000000000001,32.0611,-190.8481,4.0397,3.5099706896551717,0.5165469901887545,0.026087071650635087,0.36989439984080896,002054.csv
24.7784,17.8893,10.6267,0.1193,45.6925,98.9549,13.0189,2.699541379310345,0.2293218985387693,0.030346301955523475,0.2736249028544153,002056.csv
11.1612,7.6324,3.2587,65.3544,18.4335,-33.7327,13.5061,2.2457362068965523,0.9255815697026728,0.06234323540101476,2.968814478466576,002060.csv
13.0404,12.7431,12.8853,0.0564,13.8751,91.0856,5.1938,1.7513724137931026,0.2331301392269068,0.024677131266671,0.6197341070875728,002075.csv
18.3595,4.9839,5.0034,0.0287,26.9443,-60.1751,10.5402,2.2237137931034483,0.3013069241870462,0.013610956941156832,0.2786429483814327,002079.csv
27.125,16.512,8.6467,9.1093,42.8844,42.5608,12.0563,1.5354862068965518,0.28755395593597594,0.035846010040081006,0.34671833023254056,002080.csv
36.1763,16.1632,13.1867,0.0138,23.9826,45.4421,7.8719,2.2729189655172406,0.4323681109787854,0.06723736538966721,0.4242362006609757,002088.csv
16.1734,10.3429,7.982,0.0505,55.46,115.6876,8.9506,2.0070603448275857,0.5512449592524505,0.0364893613344717,0.6200649480483079,002106.csv
77.834,24.1832,18.0517,0.0767,17.0674,-22.1183,20.1526,0.9492896551724136,0.1726222908149053,0.03510193522602097,0.21096155434385028,002107.csv
18.957,5.5962,5.9511,0.1628,30.456,435.8668,5.2844,4.677053448275861,0.8871535642972317,0.0348618996240316,0.4558513258244942,002109.csv
37.5081,10.1369,7.8898,0.0425,10.2609,-33.7468,-3.3524,1.2057189655172418,0.3566266944239654,0.058145062008929424,0.33316194568386404,002117.csv
18.7485,9.4354,6.859,0.5275,19.6363,-55.65,8.7995,0.9790120689655172,0.27608112596447393,0.026416210588498367,0.4119843182182592,002119.csv
18.8537,6.5395,4.9675,10.5493,16.6103,-10.3577,36.2402,2.9206724137931035,0.22353487583446874,0.011179957859459052,0.2050068163043997,002129.csv
39.3165,12.8871,9.2154,1.2833,17.8784,355.895,14.1034,4.548694827586205,0.4234735402725663,0.04057798953504007,0.5304491014987464,002130.csv
15.0,1.646,1.172,0.073,4.1535,-304.9654,1.6462,1.032734482758621,0.19656630037576805,0.005385666799030056,0.20659381142121705,002134.csv
11.607,6.2591,3.2,0.2418,4.8818,-259.5186,2.2659,0.9551189655172412,0.6734472578586957,0.04075403714221725,1.378461024309123,002135.csv
12.6535,8.9137,7.7976,0.039,40.1646,288.2486,7.7294,5.406391379310347,0.3552096037389779,0.017180304094335498,0.4965308929801897,002136.csv
36.2587,12.7065,10.437,0.8771,34.1093,91.3046,9.6722,3.133760344827587,0.18848223428098584,0.01872520662399672,0.11875978727988964,002138.csv
24.3857,17.8611,11.0696,0.138,50.0537,197.6456,37.9742,5.007249999999999,0.2904226345936308,0.033331267356666264,0.3897882510815225,002139.csv
28.3444,3.925,3.2529,0.2814,10.9533,107.2773,30.5751,2.7577672413793097,0.1810613777888795,0.006651646209908683,0.13084772829162766,002151.csv
39.8822,7.3689,5.9584,0.018000000000000002,2.8004,-5.8942,9.9883,1.3120620689655174,0.41681790618657744,0.031932037751133915,0.27392319115458075,002152.csv
8.6368,4.4777,4.1805,1.3858,55.8635,-50.4475,3.4530000000000003,1.944977586206897,0.5158851656924219,0.016911901548549654,1.4082240399660109,002155.csv
27.8748,4.8463,3.7236,0.2617,-3.0448,-39.0433,1.8285,1.5657844827586205,0.4135648503600672,0.024377863028358347,0.17175304911130912,002166.csv
14.2512,0.9171,0.7976,0.9743,-11.6079,98.043,0.9557,3.368644827586208,0.1625519584562926,0.0012666091077802506,0.2563129669902533,002176.csv
36.029,16.0768,9.8233,0.0472,16.42,38.5731,19.298,1.2012396551724138,0.12288542536606267,0.01390014720390598,0.11839625615673152,002179.csv
34.9598,7.5646,5.9319,0.2126,-21.6923,510.0754,5.5383,0.4868637931034482,0.8811260166993089,0.01838085612411016,0.1414171365797569,002181.csv
21.6799,8.6233,5.6143,2.4696,23.434,163.2663,9.5071,3.0131689655172416,0.2263911171978256,0.008438720616862277,0.2259944963973884,002185.csv
16.2028,-3.1621,-132.8129,31.09475,3029.7391,-109.4907,-1007.1878,1.109022807017544,0.07431538812078048,0.7397630701808029,0.022628671430390258,002188.csv
17.7299,9.1405,3.607,212.0821,42.3705,21.5088,11.3875,3.1811586206896547,0.4865144225780992,0.036178506892197364,0.6303474107466539,002202.csv
20.7171,8.8381,5.466,529.5047,-7.2458,21.5663,3.5534,2.1414396551724137,0.4848520714041289,0.05535404832945921,0.6802410640307625,002206.csv
15.3473,7.1913,6.8786,0.0065,-38.6948,130.3424,7.4595,2.421274137931033,0.3077780129103555,0.02110570012028602,0.44442919396930897,002211.csv
26.1475,10.3573,6.4045,0.2038,8.6206,6.518,4.667,1.1581189655172417,0.6518185763756579,0.0584462968416451,0.9404239366048576,002225.csv
38.1768,7.255,7.126,1.6842,2.719,10.1705,5.9807,1.2678137931034483,0.7524983535174994,0.04896414475478749,0.4383431939755888,002226.csv
-7.6552,-32.5364,-22.9086,0.0473,2.2042,-406.5523,-27.9839,1.0932517241379305,0.3567508409775921,0.030923227120957263,0.2196858819980137,002231.csv
24.2929,10.2108,6.2255,0.1005,-19.8314,27.2022,10.1438,2.4990482758620685,0.2700053352985464,0.019369033979841445,0.3178606473735969,002232.csv
39.6593,17.6201,19.2751,0.0652,-3.574,-40.4751,6.7818,1.3675293103448276,0.7031565983007609,0.11934793983118384,0.4738849511100546,002233.csv
42.7025,22.0396,12.5767,0.1197,5.9516,-20.0302,26.4017,3.324787931034482,0.27579561149538445,0.04724168459131122,0.3794628597346216,002236.csv
4.7512,6.0302,4.2406,0.3201,-2.4863,285.2393,60.8094,1.594336206896552,0.5194148867199032,0.021972843521445344,2.063865522622007,002237.csv
34.3997,7.4931,4.2548,0.1516,-7.8992,320.5099,-16.5025,0.3953086206896552,0.441844985491551,0.0378492647328393,0.3416533703387709,002238.csv
16.0348,15.9283,8.2586,1.2327,108.949,193.3163,22.0156,3.5163620689655173,0.1796364443702649,0.012419063132799654,0.3295610666526513,002241.csv
36.0405,10.9791,7.4897,0.5717,18.3992,50.4067,20.1317,0.8869862068965517,0.4654536499594345,0.04464856358524382,0.17733192433012726,002243.csv
16.1373,11.8806,6.3301,2.0036,37.3929,2332.1281,23.7783,5.504067241379311,0.22854882960476025,0.018938007955254958,0.3543013000530517,002245.csv
36.76300000000001,4.7645,4.612,0.2395,-2.0794,16.9809,2.8715,0.97861724137931,0.4791812718547504,0.01812793363222937,0.1165792272848038,002253.csv
28.9549,16.7027,10.9734,1.2129,41.178,151.6865,18.2976,3.022522413793104,0.2804838097177379,0.03134853686962271,0.3407744499466166,002258.csv
15.7198,69.4632,19.9061,0.4545,28.132,115.7882,-75.8875,0.5083931034482758,0.018999848001215992,0.03428367685577543,0.4148800076809778,002259.csv
75.5421,18.8237,18.4413,0.0248,3.6776,11.9213,13.8737,0.9897551724137932,0.2694472986619001,0.04554894374006325,0.2650564947018759,002262.csv
10.3343,-6.4814,-4.088,0.1966,-21.5162,-203.5665,-6.7439,0.6598724137931037,0.4283732822106391,0.0033529485786833644,0.35432942413623497,002265.csv
26.8197,4.8119,4.1647,0.1941,29.3321,-35.271,5.7332,6.5853793103448295,0.641909479196111,0.030073215789745606,0.4103245379291464,002272.csv
24.8701,10.5894,8.0838,0.0721,21.8181,72.32300000000002,9.8726,2.209515517241379,0.7130086209207014,0.05196719001099295,0.5258347101014959,002283.csv
18.4326,1.3577,2.4658,1.5177,18.1968,431.0595,0.3661,3.440194827586206,0.2124522645418781,0.002693177811048773,0.17705180346419486,002288.csv
10.9617,-10.043,-8.4923,0.0125,-5.5846,-114.642,-9.5628,0.8395374999999997,0.16794836062099586,0.00710247486416856,0.11084806087856806,002289.csv
13.5113,13.3162,7.9247,0.0303,21.8791,101.9156,14.265999999999998,0.5740000000000001,0.2999459361879326,0.03518923858486727,1.1882958778469326,002290.csv
69.0459,1.0146,0.5298,0.2221,-33.3162,-24364.2891,-15.1188,0.6119344827586207,0.15733095418653095,0.018897854580851768,0.12018155983860633,002294.csv
29.1701,1.6299,2.6348,0.2679,6.6164,121.9342,1.2849,3.400681034482758,0.4091886661809428,0.006306095496998368,0.1036385611800414,002297.csv
75.1978,8.2873,5.7582,0.1078,22.9663,364.4165,10.6732,5.4644189655172415,0.3900288059472613,0.02760742175332194,0.1790313115674132,002315.csv
37.5232,6.4263,6.2439,0.0272,14.158,-39.8521,4.8236,0.5366586206896553,0.3132198916488059,0.017341349189670386,0.08716849224514439,002320.csv
19.5835,1.3559,1.7699,0.1328,17.6615,656.4211,1.2133,9.355089655172415,0.5786192518861814,0.0044408911109056655,0.4672451383031516,002342.csv
21.8724,3.0107,2.5029,0.0153,-7.8909,-23.6085,4.9645,1.0165724137931031,0.6272874091299336,0.027749719907877456,0.8223597222666936,002350.csv
16.35,14.8207,10.6725,1.276,32.8212,21.9264,33.0585,0.5837672727272727,0.1234441946145604,0.014124306705158338,0.2791731098262424,002352.csv
54.0211,8.8009,12.3516,0.0009,18.239,230.8382,75.1499,2.660522413793103,0.2697926200758445,0.007849082231518489,0.22053410311692886,002362.csv
30.38300000000001,6.2673,6.4005,0.0553,-21.9131,-153.5622,8.8543,0.9175293103448277,0.6336101897209142,0.03348363321440044,0.5074087158407339,002365.csv
30.6459,16.2902,9.5663,0.0518,29.7223,150.9864,2.1772,1.7645172413793104,0.3644014758750575,0.03171940485067965,0.4558325122495942,002367.csv
51.194,4.2173,4.1303,1.0214,1076.461,108.139,4.3201,5.161387931034484,0.1667743138875351,0.012209259618992684,0.3558577065345543,002370.csv
29.6813,10.3106,6.9073,0.0984,18.1658,-24.24,32.8352,1.3281982758620687,0.4290318621114583,0.03711282544485936,0.319512979348188,002373.csv
30.2391,16.8496,14.931,0.0068,28.3976,43.7001,10.7549,2.152560344827586,0.5097764590366641,0.07278131365479391,0.4344336590347802,002381.csv
21.4191,3.5574,3.5027,0.0143,-4.3264,14.3296,1.6797,1.1675206896551726,0.3422049820743973,0.016457289358054523,0.4657572659587378,002390.csv
61.4752,0.1976,0.0582,0.1248,-44.4851,-204.5861,-2.5981,0.5607103448275862,1.3232609042992145,0.05117381624498805,0.4727502687509932,002393.csv
24.0273,12.3151,8.7047,0.0176,25.582,-7.0478,13.3862,1.428844827586207,0.5701850096733146,0.07102676781538397,0.6034450552264872,002398.csv
39.1556,10.8288,8.9932,0.6752,20.4605,-10.8633,57.4707,0.4231689655172412,0.42671214074020064,0.040090156236847474,0.17619307621117936,002399.csv
17.3437,18.385,5.8569,0.0152,27.9269,22.5626,19.5987,1.9679465517241383,0.2864936197888229,0.025925944722022053,0.3109030790044035,002401.csv
22.9286,15.4766,9.1199,0.1246,48.3086,152.2264,45.442,4.5694827586206905,0.1490624705298386,0.017943122180613412,0.21370349802250288,002402.csv
16.0153,10.7808,7.4118,0.0532,-16.502,15.8354,3.8078,2.09660172413793,0.4965614245762801,0.043394490083277566,0.9368744588540648,002404.csv
88.4852,6.8322,4.9397,0.0512,9.4552,27.3635,95.8335,0.9260689655172412,0.07204721227964449,0.0027695141271123725,0.04041042317915232,002410.csv
42.8794,3.715,1.7935,23.6413,-44.5527,-33.1246,-3.6805,1.0035379310344827,0.7192053849057082,0.07942123287432498,1.9352048220067968,002419.csv
11.4776,12.3122,4.0293,0.986,-4.4537,-79.4445,13.1199,1.1180754385964913,0.31682556202159656,0.0655143225148589,1.93616927810966,002420.csv
14.6243,8.8746,4.875,1.0462,-29.6479,89.5964,9.3787,1.65663448275862,0.6918892573586343,0.05067447729276673,1.9695083542981249,002426.csv
22.681,13.8978,9.0635,0.7224,27.0556,55.2816,9.9318,1.0567793103448275,0.2239095258653096,0.02251867879188486,0.2896877196834394,002430.csv
29.3792,-11.9151,-7.1405,0.5089,2369.3901,94.9363,-45.6965,1.4953103448275866,0.1181312221886085,0.05072347721165734,0.02351446891608749,002447.csv
22.1386,6.9854,4.755,0.0419,17.7964,395.5576,5.9473,1.1767172413793106,1.0479870743137079,0.051035435368502295,0.9594586976839372,002454.csv
16.3635,13.3058,6.8367,1.3388,19.8176,-68.0996,83.4455,3.963960344827586,0.2699484306770771,0.023565065914190792,0.39849795622242784,002459.csv
21.3783,10.7514,6.9774,0.9632,44.183,1342.8559,28.1304,4.798791379310347,0.06510888335663229,0.00245384568498608,0.03528971578325772,002460.csv
50.1852,6.5057,3.8926,0.2575,-1.7824,151.6562,4.057,0.7284327586206897,0.4035926032105859,0.022872912144762884,0.19270859331528714,002461.csv
9.1768,9.0038,7.1763,0.0537,9.1788,23.5459,5.9381,0.7141120689655172,0.8837309352967353,0.0931383878312468,5.515789476831224,002462.csv
30.3664,23.5231,16.0357,0.1898,-10.147,-3.1713,22.3771,1.285375862068966,0.20056969020906432,0.039873976917931285,0.2342685614075853,002463.csv
36.2991,5.9996,4.6583,0.117,14.6495,14.5947,3.4705,1.194115517241379,0.42928141190409214,0.02328081868851018,0.2060492456539173,002465.csv
