grossprofit_margin,roe,roa,longdebt_to_workingcapital,q_sales_yoy,q_op_yoy,equity_yoy,turnover_rate,bp,ep,sp,code,shouyi
9.8837,4.3756,4.1560000000000015,0.0378,-18.171,29.8251,9.7389,0.17141833333333334,0.5235137742554249,0.023351314238281518,0.3035179251741576,000096.csv,-0.04463336875664186
24.5122,4.2107,4.1531,0.92,-0.3665,7.0037,5.0293,1.0264866666666663,0.7361127699268731,0.04622228080087388,0.3425777554443558,000099.csv,-0.05508474576271182
10.68,6.6197,2.1108,11.0166,28.8688,64.3236,2.2114,2.865748333333334,0.3424352680805089,0.028518848033617768,0.8163479330181015,000100.csv,0.23126338329764456
15.7978,-29.9221,-0.8297,0.6918,-6.3709,-384.2843,-75.5968,1.468425,0.2307957052771049,0.01583713150148386,0.6844760546920436,000150.csv,-0.16845878136200707
12.3691,0.9337,0.8275,0.0094,-68.4716,-104.0806,0.4427,0.5955633333333334,0.3686488990670782,0.003390946607793702,0.4586270887701771,000151.csv,0.16235780765253363
34.4331,5.2448,5.2038,1.4225,6.0718,138.7503,5.0714,4.628923333333334,0.4774336637060168,0.027639804438987867,0.2638722445455271,000155.csv,0.30551053484602914
35.4136,4.3547,2.3741,0.2518,12.5437,66.9986,-2.7531,0.3946950000000001,0.7704961784020763,0.047009500325366944,0.270219818570779,000156.csv,-0.03012048192771084
28.513,13.3524,6.5094,0.6377,72.9384,65.8243,22.3638,1.6835583333333335,0.6572002074795779,0.0646634404420929,0.6406119692531138,000157.csv,0.1959087332808812
10.3344,-0.8356,0.9138,1.0709,-28.2753,232.9059,-0.8357,1.1812683333333331,0.5199026418832814,0.008976743766647189,0.8387658803140899,000158.csv,-0.24351297405189634
12.6159,2.9157,3.4768,0.0212,24.1708,73.5476,3.717,2.6525533333333344,0.8465467828604754,0.011575395363040858,0.16379487480239832,000159.csv,0.12182741116751264
6.1759,1.4996,1.2919,4.6226,-4.3526,-57.7146,29.4845,2.006175,0.4308359003887512,0.04001156456738538,0.6170535575789258,000301.csv,0.3470254957507081
39.3368,2.6178,1.6047,1.2525,21.3714,73.6114,7.2012,0.186495,1.708512987762442,0.1699530743833213,1.2929146537813636,000402.csv,0.05710102489019029
48.4184,12.4041,9.7384,0.1252,-1.5931,-15.2911,14.0889,0.608793220338983,0.04613819422915145,0.00856197825938433,0.04886211728185241,000403.csv,0.00216919739696327
11.2149,2.3493,1.4388,0.2015,14.4242,108.4773,0.6726,3.5393983333333336,1.067653831013086,0.009986903113751769,3.1268829253091837,000404.csv,-0.10467706013363023
20.1911,5.2001,4.6609,0.3987,-3.8752,30.5047,2.0612,1.5668100000000005,0.6461675657148699,0.03507310130901072,1.4058714729370267,000407.csv,-0.0024038461538461024
34.9052,0.5685,0.8878,0.0188,-15.8314,35.743,1.9958,0.9041383333333332,0.5294137177191764,0.02322084762123581,0.13332157510784398,000408.csv,0.18621399176954737
5.5261,6.1113,3.6797,0.0001,-85.1631,101.8784,-35.7105,0.7010483333333336,0.22353776486704546,0.012723101206198064,1.0558085185117532,000409.csv,0.14853556485355646
-10.5342,-65.0001,-7.3631,8.7463,66.2304,83.3616,-120.9839,0.18297333333333327,0.08329798516976421,0.023204560084229726,0.14249149612935366,000410.csv,0.020833333333333353
5.9775,7.3323,4.0993,0.2297,1.7588,47.1915,8.8964,7.967806666666665,0.32460655111320064,0.030417002815394174,4.952402201472416,000411.csv,-0.3858615611192931
10.2629,-4.026,-0.38,0.9094,-55.7072,-167.2096,-10.7505,1.4545016666666668,1.8925693694013528,0.12728224359205906,1.1166445793270758,000413.csv,-0.23923444976076558
47.2303,-0.2137,0.0254,0.0086,0.6009,299.9295,-9.0789,0.8322416666666669,0.3575941123471441,0.0017750602206630809,0.11003232347699028,000423.csv,-0.029115934356802577
18.0214,7.4187,4.4502,0.4097,34.2303,-45.2841,-0.2875,1.0449633333333332,0.7134123852133679,0.08508829411402014,1.3907138487560238,000425.csv,0.2674571805006588
48.2145,-2.2865,-0.0714,0.7083,61.1112,696.497,1.1127,1.260615,0.3732302361808565,0.0073418806514398294,0.06275047447284335,000426.csv,-0.21363636363636368
10.5131,11.0561,3.5241,2.255,30.3466,2.5554,11.522,0.3512133333333331,1.0054331231252958,0.08612448376512521,3.2322458725958514,000498.csv,0.22419354838709685
-74.3146,-14.2505,-11.7182,0.0085,30.1544,-21.131,-0.9194,0.7916783333333333,0.11612250643772165,0.0019017820453241386,0.014176600555260672,000503.csv,-0.2455661664392907
23.3676,-7.3231,-0.6893,1.13245,-2.4135,-10.6422,-7.8351,1.336613333333333,0.4110350947519113,0.002957811269543661,0.21826021123852346,000506.csv,-0.15639810426540288
16.1389,2.9033,2.4326,9.1841,-1.8794,9.6439,0.7959999999999999,0.8304366666666667,1.0129101955458644,0.04240067216729848,0.6345264100946183,000507.csv,-0.05311355311355312
66.1447,12.4879,11.0308,0.0503,20.1398,40.3636,6.8121,1.0536616666666667,0.2682680003937061,0.030333758681909906,0.2184960126008043,000513.csv,-0.013888888888889018
33.6207,10.4803,1.9206,0.6354,75.1068,257.028,30.8828,0.9412716666666666,0.7862085238574659,0.2064509725420783,0.7282124572144208,000517.csv,-0.017605633802816996
64.0012,3.4836,3.0813,0.0031,5.4018,-24.4708,4.3712,2.21447,0.12631727449654664,0.002866457828352403,0.08358455403321279,000518.csv,-0.2797029702970297
21.652,3.9552,3.1284,0.0659,34.5408,36.1762,4.652,2.04733,0.6178529795984811,0.0186944741581528,0.3898048825896683,000519.csv,-0.170045045045045
11.1785,2.6155,2.1736,0.7328,-14.2822,-2.8942,3.6018,0.5138883333333333,0.11994217869375333,0.009193456253971008,0.2266462738417057,000520.csv,-0.12337662337662333
16.6208,-2.5136,-0.8462,0.4464,16.71,145.1562,-4.0255,6.931245000000001,1.2876155473229758,0.015094020366211078,4.42680698893118,000521.csv,-0.6361185983827494
5.766,-88.8115,-14.5899,1.4,-56.8573,-5759.7441,-62.8115,1.9026183333333329,0.42139374604618296,0.02579209748318492,5.2115363622254485,000523.csv,-0.2693602693602693
13.3583,-5.835,-4.3367,0.1096,-76.9368,-117.7837,-7.2677,0.9916266666666668,0.4564035152792009,0.04814608223027343,1.4807884198632562,000524.csv,-0.024234693877550957
20.233,9.2702,4.58,0.4538,31.0555,25.2961,9.7922,1.4598366666666671,1.0122586075302569,0.09315354250884393,1.7561651595522594,000528.csv,0.24089068825910936
23.5553,13.6466,9.0979,0.1362,17.817999999999994,22.1804,18.0676,0.8896433333333335,0.4509037897559071,0.05978202703390643,0.7333440624843189,000529.csv,-0.134087237479806
15.0023,0.1289,0.3313,0.5924,22.7105,471.7685,-1.652,1.8997433333333331,1.0494932382503277,0.027944055761920054,0.5744362633399557,000530.csv,-0.12189054726368166
46.7706,15.1596,8.9699,6.8874,74.7027,814.5546,21.5581,1.5073499999999995,0.224642047295161,0.016661315518721884,0.1017698070785983,000532.csv,-0.1299810246679318
23.4668,2.7292,2.0276,0.4269,12.5717,495.641,2.3872,1.9655233333333333,0.28661105175787976,0.0013456104454527321,0.6320803614715327,000533.csv,0.031645569620253194
84.0584,7.1725,4.447,5.6212,-2.595,-55.2981,-4.3374,0.9800033333333338,0.16892893299827133,0.012099832685778465,0.09394473386875288,000534.csv,-0.17833333333333337
-19.1641,11.3463,6.0065,0.9501,72.6271,262.6482,-8.6005,1.2285116666666664,0.8315089176789755,0.0015580649384678814,0.2348665307732073,000536.csv,-0.01655629139072842
28.8563,13.3263,4.0921,0.6531,-20.4004,-46.4894,16.7199,0.7233716666666669,1.2297474183908408,0.2588237042774913,1.893479606671561,000537.csv,-0.06434782608695654
29.6115,11.1821,9.6562,0.0584,8.8894,39.702,1.9053,1.1924033333333337,0.2860735176721489,0.03176413068732886,0.2252232949506987,000538.csv,-0.036926396149697026
31.5025,4.4249,1.8686,1.8214,-59.0197,-47.8216,2.0911,0.63358,0.8145747789514349,0.04892598587831895,0.5552320690611876,000540.csv,-0.03040540540540536
22.9669,4.6182,3.9848,0.0811,37.2525,27.2857,18.9362,0.588385,0.6427285629292925,0.037167625578106704,0.4118750761428995,000541.csv,0.0015974440894568351
42.697,7.3318,4.7694,3.826,53.8823,102.8869,6.763,0.45010666666666654,0.8748117051594647,0.06625706397968578,0.2481151700376653,000544.csv,0.012622720897615689
13.451,9.4196,6.5255,3.1648,14.1444,-7.9208,11.1653,0.5983183333333333,0.7773112088221599,0.08758242447909645,1.4220517318989945,000546.csv,-0.021768707482993217
34.6529,5.2752,4.3724,0.0196,10.0398,33.0467,7.7828,2.4414450000000003,0.22672953632523865,0.019105656957950936,0.11428496214245645,000547.csv,-0.6168831168831168
34.833,4.1099,3.5811,0.0016,39.696,18.6694,5.106,1.4987516666666665,0.8676316916590661,0.027088347695624463,0.14083719189143765,000548.csv,0.024154589371980593
15.7398,3.3684,1.0592,0.1942,19.7287,100.7226,2.7321,4.1004016666666665,0.6432385399380621,0.00884806562695207,1.7463440410349695,000550.csv,0.2971090212469523
27.0235,4.9186,4.1161,0.2704,-4.7233,-3.2942,4.017,2.544243333333333,1.1707885055483598,0.07801331068790318,0.603029938401639,000552.csv,-0.10273972602739735
29.3553,1.0152,3.5407,0.8416,1.5382,-94.8745,-5.4175,0.10801666666666664,1.1459005264913602,0.014341757737172481,1.426888213907305,000553.csv,0.12472160356347439
10.4421,0.1006,0.2008,0.6504,-22.4117,-57.6784,0.5783,1.7294450000000008,0.41381387297968864,0.002703084913911375,1.3341759956264407,000554.csv,0.0284463894967177
17.3562,4.0823,2.1281,0.0367,13.3982,-23.762,9.0116,2.1085550000000004,0.32184084370744065,0.02208570929720964,0.5965834607604189,000555.csv,-0.06734693877551022
39.74800000000001,-1.7002,0.3255,1.6133,41.7159,146.7348,5.2003,1.3242719999999997,0.3270902290541758,0.006708856856590584,0.035529012549034775,000558.csv,0.09150326797385629
17.1238,4.4331,2.8245,0.1997,24.4977,9.814,60.2816,0.8603799999999999,0.4049764056008766,0.02748359296833189,0.5425194814823234,000559.csv,-0.14102564102564105
41.1269,0.3565,-0.0258,0.2669,-4.5956,-4693.357,3.3031,0.7816250000000001,0.3285553942986171,0.020750571909308846,0.3068665579495047,000561.csv,-0.12519083969465652
46.5971,0.4305,0.8437,1.1599,11.8002,-232.7075,-6.1504,0.950925,0.3733046514818484,0.011292948041825412,0.20318285621087606,000566.csv,-0.57487091222031
100.0,2.6982,3.1351,0.1514,-26.5213,-25.0588,1.7039,1.7298949999999995,0.6999399751204929,0.017811721931274636,0.049601075984667,000567.csv,-0.09274673008323417
83.5686,23.32,20.6663,0.3397,14.4531,49.2533,17.952,0.8344300000000001,0.07977639958441872,0.0172651150747219,0.05882847219415046,000568.csv,-0.07034930228424133
18.6783,-4.8823,-2.0915,8.9552,-71.7733,-101.9842,0.2966,1.24316,0.9887283879828932,0.01791339343689464,0.9863374619105448,000572.csv,-0.019169329073482445
17.569000000000006,-0.4663,0.9218,0.5958,-56.5682,-100.2755,-6.3749,1.9353083333333327,0.8914946387984092,0.03470615182920125,0.4862019078593145,000573.csv,-0.04428044280442808
42.9258,49.7395,52.5148,0.0105,-48.1129,1343.0664,68.248,2.954811666666666,0.35986234931796995,0.020154713025943682,0.10152651056887188,000576.csv,0.07352941176470584
17.9687,12.8481,9.3211,0.0552,73.4915,97.9945,7.7876,1.3907483333333337,0.6914508625410801,0.08920155759574405,0.3454892065595473,000581.csv,0.03716216216216212
13.5598,-1.4034,0.0392,0.7077,-18.1315,-506.4495,36.1001,0.6914599999999996,0.5017643479302268,0.00867948587396603,0.3682364809617632,000584.csv,0.2407170294494238
34.3196,3.4943,1.7689,0.0953,33.0072,243.7806,4.4964,1.6031983333333335,0.16385995715280535,0.005458529662133889,0.2828367736422014,000586.csv,0.013550135501354966
-120.7791,-171.05506666666668,-11.3341,0.5359499999999999,770.7344,-30.1952,-152.748,0.8464066666666665,0.19421596084366397,0.062234357188807286,1.3872996305231609,000587.csv,0.3953488372093023
25.1723,10.4134,5.2744,5.1083,11.6357,528.5605,15.376,3.2913883333333347,0.7737740428187904,0.02589989029342205,1.2349871165398123,000589.csv,0.034236804564907304
54.25,3.0588,2.274,0.2072,5.2254,120.6285,7.4424,0.6431066666666667,0.2789481020514809,0.018494329975916268,0.13727690140584287,000590.csv,-0.05721393034825882
14.069,0.9614,0.5077,0.0038,53.6049,44.6804,-0.1618,1.585821666666667,0.5797824015503484,0.004415895897057922,0.17323872838745535,000592.csv,0.010600706713781006
-5.8805,-16.8772,-2.3037,0.54895,-37.698,-17.7925,-51.4362,0.683538,0.1306324796904008,0.0038118339509579115,0.15104233909162254,000595.csv,0.10000000000000007
75.9824,16.4718,13.3632,0.0276,15.1272,2.7546,13.253,0.7572766666666669,0.08304191649374143,0.018146343477534525,0.09012028534774136,000596.csv,-0.3306371032973309
40.6359,0.0209,0.9559,102.695,-9.0053,-166.8913,6.4043,0.4404683333333333,0.5338534926030076,0.02337882098670416,1.1046005879385514,000597.csv,-0.09347826086956536
35.3132,7.9665,7.5957,16.0528,-29.7332,17.3644,0.8703,2.2594200000000004,0.20518627460862784,0.04310265746410272,0.2788069517815813,000603.csv,-0.2751729438893159
7.9154,4.6899,3.4095,80.24415,246.4448,6.7429,-39.8845,1.275238333333333,0.5748654016334294,0.016414129731832424,0.6705761672458818,000606.csv,0.16492146596858637
19.9899,0.9201,0.5303,0.0478,-18.3136,-32.4666,-4.0562,0.3049683333333333,0.4023026742013579,0.004601597701764249,0.443514121331468,000607.csv,0.0025316455696203113
94.2675,-2.8187,0.5118,19.1466,-30.5811,-94.8979,-3.835,0.9061183333333332,0.9661937084875836,0.0029769728686283485,0.08328605141321764,000608.csv,0.07164179104477618
34.6104,-1.9126,-0.3670000000000001,0.5114,1038.8673,-7.9873,5.7807,1.7442216666666666,0.9830913198171868,0.018830000266564662,0.3531971137573145,000609.csv,-0.23978201634877383
5.1111,9.8179,8.1306,0.0263,-73.6421,4125.6343,8.5054,3.008336666666666,0.4483446670491524,0.029117267962491207,0.41634632161148666,000610.csv,0.15573770491803274
28.7461,-5.3835,2.5287,1.0132,237.1516,499.4643,-2.219,3.8763699999999988,0.4459479124978912,0.003152552707527802,0.8215123105891329,000615.csv,0.2427536231884058
24.3689,-0.7653,0.0812,0.9847,-83.8248,-9.0541,1.1824,1.188498333333334,1.1328738092594584,0.0077635049276656405,0.0552609089827362,000616.csv,-0.03375527426160341
20.8926,-8.9806,0.4621,3.6077,-22.2214,-127.2539,-0.8518,0.29608666666666666,1.3077921887532946,0.1460782828042695,2.1622466930326216,000620.csv,-0.04954954954954949
7.2002,2.4863,1.5882,0.1371,8.3267,6734.2518,0.8065,2.856938333333333,0.12561861603746674,0.00719602539756692,0.20976198382788253,000622.csv,-0.1469740634005763
61.6537,6.6131,5.8871,0.473,-30.9206,65.4454,5.0734,0.8360900000000001,1.1339598546675749,0.07047695327022943,0.15506788467749502,000623.csv,-0.03140703517587951
11.1964,7.6111,2.8806,1.1018,51.3154,195.7532,9.1955,3.7305666666666655,0.5096081522915733,0.017197240743908392,0.6955271621448567,000625.csv,-0.53276955602537
1.5552,-1.8952,0.2244,0.222,-5.9065,73.6173,2.7088,1.4165600000000005,0.5300889352253598,0.03303299631743301,13.232137961841516,000626.csv,0.1569086651053863
4.5928,3.9405,3.1637,2.1256,19.1985,27.7197,4.3947,1.4933499999999995,0.7333952728499775,0.032829082740153843,3.616093413394309,000630.csv,0.011235955056179702
4.4646,1.9471,1.5059,3.8512,5.5544,35.3871,3.6746,0.576148333333333,0.7000554626868409,0.020991030722941808,3.2541585083286093,000632.csv,-0.20760233918128654
13.7978,5.8892,1.2573,0.54,27.9765,125.0807,6.7725,4.767810000000001,0.0976929697393587,0.0009628990107043704,0.05893764210405907,000633.csv,0.20512820512820518
29.9656,5.966,5.3599,0.2992,47.8892,166.1543,9.048,2.9902133333333336,0.21356361234621504,0.012000023527855673,0.11662443636765722,000636.csv,-0.11360718870346607
5.9564,1.9332,1.167,0.7295,28.7638,-77.4053,-1.2587,1.0411133333333336,0.4111378379278309,0.04117057117390735,1.9494537969305,000637.csv,-0.09259259259259262
33.3656,-8.4715,-2.616,0.3975,-45.6878,104.234,-0.7954,5.187271666666667,0.06448986329430223,0.004351034369776252,0.05378626401452915,000638.csv,-0.341991341991342
30.9663,7.7898,6.1436,1.0745,14.1174,16.8767,-19.8626,1.6848916666666671,0.5960096766866673,0.0796427358902087,0.9023588237150364,000639.csv,-0.4368737474949899
41.9717,9.423,9.8966,0.0031,-8.4345,10.2524,9.3195,1.7488883333333334,0.515224811716163,0.06288870219459723,0.5356822759641617,000650.csv,0.09509658246656769
23.3651,12.1818,5.3617,0.0654,-2.3462,-13.4033,13.85,0.8354433333333334,0.29641672821634235,0.06595937251449165,0.52922289507291,000651.csv,-0.003189792663476806
35.8171,7.7367,8.6633,0.0237,-0.9519,-6.85,8.2745,4.470111666666666,0.6680035319552808,0.04333093485441399,0.32226122870016244,000655.csv,-0.054089709762533
25.1763,15.0661,2.1932,0.7935,1.8831,-20.6075,28.2263,0.7314183333333336,0.6817674389222831,0.13445316246877334,1.6054532273498276,000656.csv,0.0
19.4171,3.9736,4.0526,0.4284,34.2605,23.4951,32.0367,1.1434799999999998,0.5989616173734666,0.01704136976350758,1.1181873951174521,000657.csv,0.023285899094437335
86.3885,24.8017,20.1241,0.122,20.9556,34.3926,58.1237,1.479901666666667,0.06493219429040724,0.011586903279332627,0.04813403550654051,000661.csv,-0.0457667925695226
17.7676,-12.1339,-0.5376,0.6764,-26.1971,-149.1232,-34.1872,0.6432483333333333,0.38384178581142697,0.026385669361306385,0.520927431457571,000663.csv,0.2359767891682785
36.3715,2.7105,3.8656,0.1148,-31.0482,-19.957,3.8168,1.207528333333333,1.4818658909115456,0.08082277506664845,0.7725147946365332,000666.csv,-0.05181347150259061
18.7136,-2.0444,-0.36,1.1002,-72.753,-435.7268,-2.3536,0.6791216666666666,0.7425771739624449,0.0071330530045165125,0.3902626040395569,000667.csv,-1.06951871657754
36.9259,-2.165,-0.5829,0.0,-66.4978,-129.6854,-1.8294,1.3950399999999994,0.40970224846131054,0.01589463667582634,0.18166752081596887,000668.csv,-0.03834355828220859
23.5469,10.0347,1.5952,0.8745,46.5483,14.0771,12.4968,0.6009800000000001,0.8194434117949138,0.13919110593029274,2.1137594114121487,000671.csv,-0.031249999999999917
5.1283,-1.7152,-1.4033,0.0829,-6.7093,-149.3694,2.0561,1.2781566666666666,0.8180522271319466,0.07644541208914504,1.3388491913562293,000676.csv,-0.3207207207207208
8.3394,-4.5608,-1.4192,9.2557,36.9748,-0.6178,-1.8927,1.1538133333333327,0.4963750240194736,0.0053420547894542465,0.5406972074915327,000678.csv,0.05314960629921269
44.3427,4.4026,0.5157,5.6376,-73.9031,65.0516,-17.4063,0.30019,0.5670103318415494,0.0187719325752118,0.6708841791505274,000679.csv,0.3059701492537313
14.4802,2.1343,1.5112,0.6782,13.4951,263.3388,0.8784,1.5971283333333333,0.7589179967155469,0.012423494713376964,1.404373657108314,000680.csv,0.1270207852193996
31.9401,5.6932,3.2906,0.0342,22.3114,6.8382,6.2562,0.9803566666666668,0.4998610896245106,0.03668472186801428,0.5075609882880264,000682.csv,-0.037656903765690315
24.8803,-8.1101,-3.6402,1.1813,89.6216,29.4697,-171.0125,1.3285116666666668,0.08308313710181428,0.01630588848679353,0.1880660901726999,000687.csv,0.0
34.825,3.8943,3.2476,0.7378,-14.4262,1.2671,8.1424,1.838406666666667,0.17866802194331374,0.013833339824979082,0.0826255685305957,000688.csv,-0.11931818181818168
44.1899,14.2561,11.2781,2.1396,45.7604,314.8181,15.390999999999998,1.0970733333333336,0.6538512424414097,0.05572687318338728,0.3550386170559394,000690.csv,-0.09208633093525175
23.3637,24.185,8.2242,0.2271,7905.197349999998,544.7788,21.6193,1.6150133333333332,0.05891113131218506,0.02068288177124786,0.00861992768903477,000691.csv,0.15083798882681573
5.8685,-12.6374,-3.1765,0.07150000000000001,-53.1422,-223.1259,-55.4118,1.4772866666666666,0.20007569056789729,0.003992964013072394,0.2943372493669963,000697.csv,-0.465495608531995
2.0082,4.0224,2.3154,2.4441,-9.1244,138.1896,-45.6876,1.3193883333333336,0.07348401263631472,0.06339056481470076,34.68466007752072,000701.csv,-0.07006369426751594
21.2937,4.0701,3.1564,0.1268,6.1324,24.7194,16.9506,0.8131916666666663,0.6806209310133702,0.0829647697309412,1.2717598582101322,000705.csv,-0.013927576601671383
17.6735,16.7418,7.4629,0.0762,3.3292,18.0955,8.4989,0.3992233333333334,0.274867306239219,0.05587502801279253,0.7533044998705153,000708.csv,0.12121212121212119
23.7627,-9.8958,-1.8689,0.8559,-49.4969,-632.1881,-19.9975,1.0037683333333336,1.3420315927219488,0.064175487368924,0.6028949601395789,000711.csv,-0.015686274509803935
67.8711,5.8757,4.1084999999999985,7.4261,8.2762,-22.8503,3.8255,1.6463283333333336,0.2707343164769497,0.005419170295166838,0.11665424544886767,000712.csv,-0.042412193505632904
13.8606,1.0236,1.4652,0.0828,-1.4584,58.5169,6.9013,8.432296666666668,0.34887216068376714,0.011852894739919968,0.4978936314400148,000713.csv,-0.3348348348348349
21.0641,-0.9097,1.318,1.5821999999999998,-7.832999999999997,-29.3171,-2.0903,1.9303983333333328,1.0465316593081129,0.013139924263892131,1.7375420441141058,000716.csv,-0.0702875399361023
64.2524,10.3198,6.7946,0.1673,-21.4208,0.5399,5.6934,0.6758366666666666,0.8329300548850064,0.12518416514572112,0.3991055754109417,000718.csv,0.14824120603015073
32.4346,6.8831,4.417,0.119,12.7981,9.2188,7.1461,0.48339499999999996,1.1497863460719484,0.11190945721673046,1.2829084685015386,000719.csv,0.08456375838926172
54.3346,3.039,3.1543,0.0806,-32.6191,-66.8525,2.2295,1.2819416666666668,0.986649748921476,0.045021768481337696,0.07935777744105893,000722.csv,0.009776536312849202
16.9082,2.5242,1.245,4.6353,33.0415,409.3233,16.5353,2.4730583333333334,0.47762746402258,0.010537859561610423,0.6374405012887963,000725.csv,0.055821371610845244
23.9922,1.2392,1.6099,0.6771,-33.37,-125.4669,5.3260000000000005,0.9265216666666668,1.280303281135424,0.15840176509467235,1.1312131830144223,000726.csv,-0.009077155824508262
