grossprofit_margin,roe,roa,longdebt_to_workingcapital,q_sales_yoy,q_op_yoy,equity_yoy,turnover_rate,bp,ep,sp,company_code
8.671561,-10.277364,-8.200998,0.13828269,-9.802721,-55.68715,-9.4417925,0.805317,0.35291815,0.019761896,0.4394872,002186.csv
24.742054,10.027691,8.191385,0.8766908,74.560814,55.66168,20.541773,2.2256365,0.30099702,0.039016645,0.36239806,300088.csv
12.405135,7.758784,3.8142676,7.9235244,11.437674,71.11837,44.05952,2.7478127,0.27792573,0.039170835,0.46199057,002928.csv
52.07152,-6.8655524,-3.3153732,0.9637509,-32.810097,-177.67863,-2.528472,2.7384572,0.31197405,0.026992919,0.21360992,002168.csv
7.425004,-6.156098,0.82371455,1.9711089,3.5109499,401.449,-0.9887306,1.5293776,0.8029525,0.16638571,3.4751756,600408.csv
23.338394,2.356667,1.8582596,0.04454347,14.391301,679.3502,4.59532,1.651091,0.4023747,0.02997854,0.47038218,600523.csv
78.04156,11.467695,10.903011,0.020208197,91.25719,97.17597,75.102036,1.9490975,0.027067685,0.009617866,0.0133410115,300595.csv
64.54145,6.279634,6.002185,0.0035461101,20.742048,57.76815,23.229286,1.9854715,0.40663117,0.044272088,0.2489697,002724.csv
38.745663,8.682943,7.5685334,0.23411383,9.185519,25.747637,13.685466,1.2170044,0.27045825,0.03491255,0.23141746,300341.csv
19.872612,2.462024,2.439672,10.23585,48.022427,147.4437,0.1550523,1.4376453,0.5620772,0.01566783,0.4582257,002472.csv
64.80653,19.799297,19.995813,0.0011648152,34.373554,34.011078,76.80241,0.9064241,0.091741405,0.022084223,0.04393836,300628.csv
33.233475,11.503045,6.7505517,7.0562015,74.92619,84.32779,47.55596,4.965867,0.42112267,0.04472385,0.3518396,300569.csv
36.057365,-0.95447177,3.4975057,4.5868645,15.398092,-289.95944,5.0480328,0.9542917,0.24778892,0.025599876,0.71169424,002180.csv
56.316483,-4.0940366,-2.0872622,0.40971142,23.837282,52.117123,-25.24585,5.3267007,0.20117994,0.014234098,0.14616846,300311.csv
-45.737507,-3.3789396,-0.36334914,3.7099319,52.05884,31.167377,-11.612248,0.92067134,0.5302376,0.021154912,0.13385713,600896.csv
7.8826404,-1.2460229,0.6063168,1.2736017,21.743082,43.539997,0.08332125,1.467355,0.52863985,0.009031228,0.8767212,000158.csv
35.705624,5.81772,2.5393708,0.7096498,192.42972,608.3216,8.875126,0.7848394,1.1304712,0.09522024,1.4565401,002244.csv
40.571156,-2.6500773,-1.4328657,0.5923175,12.5298195,397.40643,-7.8734894,4.0335927,0.42594796,0.008655397,0.2575779,600756.csv
31.875378,4.8271556,3.9826708,0.03793008,6.3298507,28.973621,12.382055,1.6479625,0.26399267,0.018892372,0.22188672,300654.csv
-151.11514,-62.55699,-4.462565,56.041924,-62.142254,-20.615105,-52.13073,2.1542714,0.2463366,0.03468831,0.28122738,300309.csv
7.799187,-12.341896,-3.5199683,7.6159267,29.096647,377.5971,-7.589401,3.049209,0.42881376,0.008505086,1.0355724,002547.csv
12.61294,2.9156165,2.0082061,0.6823723,41.133118,63.182194,26.608274,1.2024031,0.9328294,0.038024668,1.4440608,002743.csv
19.619448,1.2233403,1.7226915,0.66672605,27.693005,619.1202,-7.235663,1.8904853,0.54722077,0.018627169,0.40608242,002169.csv
28.34819,16.65488,9.20406,0.4955763,32.715885,261.21344,32.089687,0.9908801,0.43729788,0.06708815,0.6870694,002100.csv
95.14989,19.106585,19.46177,0.013710092,20.09521,23.333569,34.107613,2.3489897,0.046762437,0.012182978,0.021307748,300357.csv
27.194056,3.5755076,1.267359,0.8822333,42.259823,291.71558,-1.8271412,0.34988424,1.5933378,0.14765164,2.5878618,600376.csv
28.235294,6.37762,4.4309664,0.12226333,30.985237,20.766617,18.527561,1.4861374,0.41878167,0.037134856,0.60020375,002849.csv
37.57108,9.299189,9.007906,0.06407748,22.261135,18.798727,42.93579,1.3283764,0.20073798,0.022918915,0.10338205,002880.csv
39.629948,-1.4494824,-1.1842278,0.12750658,-12.752084,-29.261875,16.66652,3.8950458,0.13290016,0.008848662,0.097050935,300551.csv
22.218311,-0.5660339,0.031984057,0.008727339,12.866388,-6.6966715,-1.9747303,2.022121,0.27871946,0.027604569,0.434246,300205.csv
19.423704,6.4506545,5.539556,0.506513,22.012074,53.961567,10.871269,1.5799149,1.033275,0.092031226,1.6809134,002048.csv
12.628868,9.553344,3.4978876,7.2619767,49.568405,2031.9193,17.42235,2.0820067,0.52731425,0.017563926,0.81793094,000625.csv
20.131556,5.3569574,2.650522,1.8419338,62.579285,97.42274,32.22814,11.598182,0.076150335,0.007504626,0.11157914,300589.csv
19.834381,-2.2637963,-0.9092757,0.15769266,-4.271305,109.90979,1.8959489,2.9830713,0.22986466,0.015368135,0.22283173,002858.csv
28.727703,2.5598862,2.4043763,0.3670489,24.064066,54.139465,1.1641266,1.0407057,0.47454455,0.020414017,0.3485252,002631.csv
27.945868,-4.602042,-3.192535,0.13538913,23.576927,482.21014,-5.5965824,1.3325406,0.5061846,0.02856735,0.19584256,002530.csv
31.675037,6.352457,5.731436,0.00925115,19.029375,27.830906,6.9994164,1.5435622,0.5056283,0.04265189,0.2595802,603788.csv
50.10899,6.4845967,3.6983523,0.086036645,29.543499,42.941628,22.858856,2.1985574,0.18915969,0.02602137,0.15636052,002777.csv
41.082226,12.61942,9.100247,0.013959347,28.958607,36.819588,13.700868,2.340915,0.45261866,0.042493504,0.18539108,300360.csv
70.41186,7.91993,7.7666802,0.017591015,19.604298,33.437443,63.549934,1.1238514,0.26913452,0.024022974,0.08766138,300445.csv
41.030956,5.2779603,4.7439957,8.651993,22.683949,66.60656,14.059898,0.79810864,0.28787762,0.020061994,0.4104532,600079.csv
54.638897,1.6571934,1.656357,0.18719435,334.20773,456.82397,2.6445582,1.2635306,1.3938351,0.04870923,0.34604782,000965.csv
64.40574,6.525636,5.293079,0.11579875,22.661695,27.090845,15.853758,1.7181181,0.3172341,0.033988684,0.28178248,002864.csv
19.559341,1.8665832,1.6919602,0.08992035,25.010523,102.72289,8.331314,6.956774,0.39742258,0.008168937,0.18812414,300733.csv
47.874718,4.775466,4.626234,0.004795649,28.989794,19.605978,14.796547,2.2226038,0.3057045,0.0349026,0.14379665,300365.csv
9.013809,5.4978366,4.443146,1.240155,12.406229,22.641054,11.288822,1.6772045,0.61222035,0.06038466,1.0937302,603689.csv
21.549938,1.2548472,1.1587896,0.22703801,13.647321,31.319597,4.911211,1.5994314,0.527094,0.008360645,0.7915975,600501.csv
41.321632,3.6346526,2.8997958,0.01468459,21.925749,83.40873,4.995326,1.7562895,0.61786705,0.036513716,0.20051908,002380.csv
58.159008,-22.89279,-2.4556365,5.8422985,-240.76195,-674.1347,-102.357666,2.3554611,0.22151753,0.027299935,0.16987894,002464.csv
38.8922,4.958696,4.065947,0.15273792,14.624909,31.029404,14.109661,2.2886078,0.10462603,0.01895746,0.11911881,600872.csv
28.213694,0.059997573,-0.52224964,0.1371763,139.38231,1089.9448,9.684203,6.101243,0.1984207,0.0042195744,0.116250716,300565.csv
19.99926,4.8398194,3.361048,0.1415438,19.196302,18.29386,10.880165,2.1904216,0.39427164,0.03961968,0.46152955,002664.csv
40.375935,5.0930915,4.6095314,0.7288007,10.602097,68.421776,23.569622,1.7470179,0.12117778,0.015368731,0.10816029,600305.csv
31.828117,0.71138316,1.5840882,0.31243506,30.80482,131.9907,13.386538,2.2016132,0.61088496,0.019987067,0.28315732,300182.csv
28.95674,1.6165867,1.8319117,0.92091376,24.001476,502.51404,-25.898539,3.1389654,0.4206374,0.016631944,0.16926616,300123.csv
24.80211,2.51902,2.2434776,0.09306258,7.679831,11.274179,10.944793,3.0817485,0.47572595,0.053730924,0.6070805,300320.csv
28.663551,10.7444315,6.371689,0.59890264,50.71192,157.76126,54.06158,3.2518005,0.06278927,0.005240524,0.088084385,603501.csv
16.083094,-3.4836133,1.2724116,0.124036774,-308.371,-87.94172,9.404524,1.0541946,0.25872552,0.027750555,1.0127963,000409.csv
28.864319,5.7523365,4.819758,0.0062786113,8.0364275,4.7817006,10.972559,2.357767,0.5122258,0.07280323,0.46303686,002381.csv
41.269867,7.4120016,4.6152267,0.046526045,12.457969,10.866248,8.913495,1.342772,0.37041065,0.07028589,0.7756335,002035.csv
18.741413,-4.1993675,-0.15817362,0.48685455,16.460518,115.52878,-11.334944,4.8948026,0.21920565,0.0067834686,0.38992113,300025.csv
29.539442,4.272114,3.624464,0.20931599,33.311028,30.988878,25.692347,2.2875366,0.37544796,0.04047758,0.20801114,603578.csv
18.367474,3.9281533,3.6945114,0.02106849,12.291702,58.086422,2.716745,0.9435096,0.4380649,0.028631885,0.3858586,600353.csv
36.953506,1.9484886,1.7136866,0.07155612,60.954323,56.908745,4.219807,2.2281322,0.6916912,0.019751696,0.23262145,300430.csv
33.054977,1.3518766,0.8650031,15.931207,-0.9700261,23.845022,2.616851,0.9367103,0.5701326,0.066672385,1.7684002,002419.csv
67.3361,7.542187,5.9978113,0.01561681,46.95683,-107.460464,120.036385,3.2795289,0.13061431,0.018766876,0.083671674,300659.csv
52.42758,7.7679358,6.7100377,0.2876051,97.82811,9435.221,38.21426,3.6115587,0.17212208,0.00516969,0.06809055,002829.csv
-18.935469,-2.3934221,-0.6853797,0.28823173,310.616,263.7466,1.3023441,1.3079717,1.5226835,0.047192525,0.23820293,000809.csv
5.4015455,-0.16144277,0.18282239,0.16479455,15.931766,57.87107,6.4822655,3.597593,0.32222626,0.005906325,0.90156513,600313.csv
27.66957,4.1789074,3.2366679,0.3608628,18.553005,27.24583,20.504171,4.181649,0.3203248,0.031285975,0.35320094,002896.csv
61.873676,4.7759194,4.4709287,0.11663688,29.06261,10.600836,18.703325,1.3569282,0.49376258,0.032866642,0.38267505,300026.csv
37.938408,4.1144667,3.7132468,0.27817333,13.887283,8.00675,11.526717,4.443616,0.20575948,0.016778618,0.09715837,300429.csv
46.623165,-0.9239067,-0.032176513,6.1257195,13.531218,-5.5723724,27.856478,1.953538,0.44068193,0.01575071,0.5541108,002583.csv
68.90971,3.800786,2.371899,0.047084536,19.553122,14.50091,28.3035,1.5820335,0.21749334,0.022469198,0.11796106,002439.csv
6.799651,2.8901765,2.309719,0.009011877,69.33993,222.35188,5.7839127,3.193033,0.25114977,0.012714828,0.2603566,600130.csv
14.097194,0.20216759,0.3205683,1.0055592,432.00217,2658.4792,143.53375,2.1988719,0.27521238,0.00061988743,0.18575257,600746.csv
32.078648,5.0680666,2.8768232,0.27779344,14.294483,8.282925,9.91399,1.3646921,0.7217068,0.09356627,0.89600766,300284.csv
27.825407,3.9471529,3.4062734,1.0768571,91.61314,1908.5448,32.627914,5.54243,0.11118538,0.007897862,0.1059206,300368.csv
28.181917,6.305991,4.552807,0.41753262,-1.5368646,-20.412071,17.8103,-0.034168128,0.24032952,0.029366683,0.2281718,603679.csv
44.975056,2.0693061,1.6189803,0.13103166,-22.415842,-147.82918,1.9922788,6.117947,0.28095338,0.02688094,0.12428898,300179.csv
34.217205,5.002904,3.9157996,0.04117141,61.464233,74.952545,58.948803,2.5242186,0.4526628,0.031515013,0.24542294,300420.csv
50.46491,0.71548575,0.25638843,0.07659584,-6.6241894,-103.15326,7.8289948,2.5828993,0.74403894,0.014435971,0.59763515,300209.csv
21.333033,1.0838301,1.377473,1.529796,23.35615,209.2431,0.29336303,1.232808,0.79824567,0.034698017,1.0430306,600590.csv
14.794381,9.072901,5.734755,0.2587632,65.75796,121.40093,14.314692,0.73502386,0.4517869,0.038849756,0.5178919,002429.csv
31.482937,-3.7131727,-1.666208,0.42493692,620.5808,2839.6099,2.4501455,2.6545784,0.9776067,0.023841577,0.2738795,000609.csv
23.659735,-19.753347,-5.2115407,76.316284,572.44574,-62.051655,-686.5269,1.0933377,0.18379897,0.34078163,0.12213628,002188.csv
35.762398,5.699664,5.178303,0.15712552,14.166079,1852.607,3.3206227,1.4593831,0.59922504,0.041516706,0.505877,600216.csv
75.22582,11.635856,11.546602,0.14116234,15.788725,38.920982,5.79419,0.8935541,0.18604152,0.029568635,0.09755137,600867.csv
27.738373,1.2531879,1.6541169,0.4669554,66.26705,877.13544,-0.11917203,7.6856904,0.29269662,0.005104216,0.2652443,300062.csv
34.957703,3.5052435,2.7226655,0.10510746,15.09535,86.472534,8.532571,1.9283702,0.35652778,0.047994908,0.3659902,002518.csv
88.79319,5.8752637,4.5213523,2.185621,-6.815947,10.838119,4.3773823,0.9641115,0.94279486,0.06859665,0.0708192,600106.csv
16.815716,9.523768,4.495383,0.11024259,13.203827,15.55219,13.815743,0.66886044,0.61526626,0.07751712,1.0997341,002081.csv
24.37027,2.13077,2.4487834,0.06857194,62.910034,113.233345,3.3360376,2.7713006,0.32879236,0.0074375784,0.11368342,002389.csv
24.953945,3.0628335,2.6337788,0.0026392082,14.428877,0.121330716,2.9550385,2.6563296,0.49067214,0.031781293,0.30843914,002331.csv
18.314709,0.8898299,1.7496165,2.6742704,-5.800212,3.1177368,-3.0752358,1.973778,0.64764935,0.04474975,1.4403436,600138.csv
20.956007,-15.03061,-3.041089,0.6047068,14.133721,-65.14771,-75.27868,2.9238153,0.3785313,0.0022519124,0.6103107,002766.csv
21.263254,1.2587696,1.3247353,0.13350439,42.51671,263.51923,6.020523,3.1241822,0.4793323,0.006876124,0.31508726,002657.csv
22.53491,41.369698,9.257622,0.116457894,54.689705,-140.57039,-3097.3132,2.3630233,0.08200861,0.010804771,0.06503922,600556.csv
27.508032,5.857786,4.823639,2.6765766,10.7249775,69.38989,30.30145,2.1526968,0.43392113,0.047710072,0.67535174,600731.csv
20.667812,-4.421939,-3.8516328,0.045562107,-2.9380932,-79.70116,-8.621037,0.8005602,1.1197413,0.07930058,0.64659804,000780.csv
23.02994,-4.8009453,-1.3416505,0.35853413,-12.956984,-204.65625,-10.926919,2.3198712,0.5536528,0.016027711,0.6840401,300140.csv
38.73316,3.527847,3.9559085,0.049265694,14.841366,305.53848,11.285843,1.0080901,0.32468393,0.019612921,0.08473559,002320.csv
11.449157,-71.08934,-1.1045563,0.7539901,223.13824,-266.82767,38.52163,2.770106,0.21150391,0.0064142826,0.48544383,002506.csv
14.492622,4.8190513,2.9693878,0.5742059,32.528847,46.261486,25.805725,1.6870508,0.35579783,0.041639455,0.6727168,002541.csv
20.508234,9.852172,5.7749057,0.6459004,59.71959,181.38948,14.163725,0.64198357,0.23100467,0.03521144,0.39155632,601633.csv
12.486273,1.1003484,2.30278,0.4587379,30.717434,150.42891,1.0128126,1.1353915,0.58258796,0.024265997,3.4678087,000078.csv
27.585342,4.952483,3.315085,6.111795,3.5742755,17.556786,2.248191,1.5511144,0.50980246,0.036371544,1.120745,600859.csv
25.922136,-1.4657823,-0.6184572,1.2000564,13.296811,-128.3104,2.228063,4.88851,0.26308933,0.047176242,0.4476214,300444.csv
16.18808,6.066425,3.1832614,3.1379998,63.440285,121.8516,56.858257,1.7535497,0.28026158,0.020841086,0.5372172,002384.csv
9.019231,-3.626876,1.6217054,1.5997217,14.739563,57.831543,-17.855778,1.6610947,0.27846584,0.022029482,1.1637405,002652.csv
5.6351995,0.53345364,1.0906199,1.9850423,13.5752945,12.792844,-7.601166,0.958743,0.7197375,0.037144396,1.56454,002042.csv
33.749733,51.9516,14.724517,1.3888098,11.391815,-422.1824,319.48383,1.5639976,0.27705327,0.11777426,0.15866019,002175.csv
11.105049,8.181734,6.6640053,0.09613187,17.024311,126.90537,24.88569,2.7016537,0.401753,0.037940577,1.3579932,603128.csv
15.421472,-29.18948,-4.7196183,1.4245236,-3.0219765,-5.195614,-45.921684,2.1576135,0.32961845,0.010848224,0.27502537,600112.csv
21.869106,0.6896022,1.7672598,1.8523183,78.06484,-60.202282,45.2085,2.2735066,0.2269456,0.019665524,0.16898155,603595.csv
34.548798,6.3433037,4.6892633,0.38070464,1.3323622,10.2455,4.7916765,0.6251989,0.41758692,0.03961319,0.6463906,600535.csv
37.910206,5.605994,4.2880244,0.12927519,36.29616,47.9996,50.519276,2.0694568,0.39278707,0.04538538,0.37707177,603916.csv
15.507135,5.2057986,2.496649,0.13283646,3.1538618,2.4331596,170.5322,1.726369,0.44888103,0.072555885,5.570597,002761.csv
41.29513,0.63774675,0.56083494,0.07132911,42.20019,770.86237,18.132643,5.42966,0.30005267,0.014329225,0.11334059,300491.csv
27.17403,-16.050991,-4.318206,2.0388432,16.37441,-79.92907,-23.926983,1.9471121,0.29600215,0.017460305,0.27228755,300013.csv
34.449287,2.863005,1.1067455,0.83907324,46.883602,80.13468,0.13558084,0.91318595,1.6228746,0.13443126,1.1162865,600266.csv
74.98586,9.20885,7.865728,0.43326706,-6.1080694,-549.417,19.344019,1.071294,0.351884,0.06602686,0.31784424,600566.csv
27.506111,5.3286004,4.3572655,1.9570465,48.433224,282.78812,8.6398945,1.4373047,0.33180717,0.017272128,0.26198348,300261.csv
19.99953,0.6583173,1.3830466,0.6409832,4.3937926,313.76163,5.59157,2.9309924,0.68507016,0.009358707,0.6950296,600235.csv
15.395508,2.0857787,1.6018645,48.178223,11.964281,37.916584,9.827588,1.1133287,1.3430175,0.02556779,1.1509308,600969.csv
44.690693,3.5699415,2.6066482,0.004250741,24.364931,404.3428,57.602375,1.1917694,0.25572535,0.013194899,0.12001902,300550.csv
43.763287,7.559292,6.975504,0.1956882,-4.8619447,48.232067,8.952899,1.4727774,0.7242476,0.06845824,0.3809041,600865.csv
31.930952,3.079089,1.7806395,0.31596363,43.99835,655.3892,38.35502,3.0273929,0.29936254,0.026459368,0.3563544,300499.csv
9.573687,5.545486,2.7236502,0.48386604,15.709805,164.6763,9.335304,1.2899044,0.31264773,0.013712531,0.64166725,000021.csv
52.581577,12.228389,10.970653,0.29245272,47.97431,60.212593,34.184784,0.29822803,0.15860541,0.023384016,0.12850708,300463.csv
26.850904,11.641454,8.1485815,4.776014,24.680046,49.56788,34.135353,1.2040312,0.46655467,0.068634264,0.54562175,002734.csv
28.634663,4.4309464,3.6472301,0.2643272,23.474352,302.64468,18.449839,2.6933975,0.32086027,0.0030184214,0.30724543,300265.csv
30.718845,5.485144,4.249704,0.274379,16.659433,11.250049,20.878307,2.1724093,0.38920784,0.0302525,0.22092883,300652.csv
21.805632,4.524038,2.0739682,1.5142606,50.853832,652.3448,17.409449,0.45053837,1.2729415,0.12162654,0.6115307,600208.csv
15.655085,0.816361,0.914299,0.07230301,20.416456,385.0651,7.6925755,1.1462307,0.90117913,0.029645052,1.0269634,600312.csv
10.6181965,3.5372887,2.551009,8.941413,2.1797411,48.24805,4.690141,1.4385366,1.2865926,0.10760146,3.349982,000778.csv
11.21636,3.7728848,2.569809,0.26420066,-4.888814,13.099198,18.715712,1.9450122,0.49196538,0.044538543,1.2315532,000019.csv
29.369946,3.7755013,3.7694874,14.600859,39.606518,-50.641724,-18.191807,4.0361447,0.12732525,0.008117451,0.15030776,002524.csv
38.076538,4.2570443,4.1301947,12.392825,25.370659,71.059784,-1.9020938,0.8528327,0.32215762,0.015696775,0.15303156,300149.csv
30.521557,2.304098,2.0329955,0.20013846,28.925322,73.26438,-2.2830195,2.4972615,0.6529147,0.032780707,0.33446643,300513.csv
12.767729,1.685033,-361.91272,0.15772898,27.070494,167.45294,25.586021,1.5900849,1.0202793,0.018365351,2.6512148,000404.csv
72.21245,0.5118933,0.2990089,0.038843375,10.656807,40.065395,19.784618,2.4407256,0.26161394,0.018554252,0.2841703,300378.csv
35.446976,-7.571052,-2.626594,10.694,140.67375,-46.55629,28.653069,2.789289,0.3345901,0.022862352,0.2529391,002174.csv
79.71232,3.6958709,4.048364,0.004080836,33.774193,10.861581,19.284075,3.5160213,0.4154984,0.02539174,0.16151845,300485.csv
19.084322,-13.744047,-9.574298,0.7929118,79.69295,129.02118,-272.59235,1.251605,0.11530409,0.011466729,1.2660013,002210.csv
19.974566,2.094674,1.9350933,0.058104753,14.680013,41.439053,11.207437,2.4687717,0.7356146,0.032448966,0.40272897,002585.csv
45.458614,1.2750009,1.8551883,0.1100673,84.53003,567.12335,18.22891,2.9191682,0.55045146,0.010811204,0.18276373,600599.csv
47.62916,4.9992504,3.9329526,12.387457,-9.999242,-21.692513,-3.78134,1.6043111,0.3758571,0.055596486,0.3195282,002728.csv
27.115044,4.229114,3.4904773,0.33986866,39.77246,962.6603,12.005958,2.4775672,0.31563854,0.011903408,0.16456503,000636.csv
14.032977,4.4626565,3.9235127,17.9356,19.133646,377.24692,2.018414,1.3521738,1.1339141,0.046956442,0.6752789,000850.csv
5.3785877,-1.9394188,-1.3866338,1.5322152,4.9605646,-78.591934,-60.597008,1.1090609,0.44784504,0.056510247,1.0716696,002468.csv
53.53749,0.62881947,1.3409078,0.11051735,12.411003,91.003555,5.8351007,1.9381562,0.3292336,0.025543932,0.18868358,002517.csv
27.827946,5.804705,5.158706,0.060364198,7.936626,328.76407,9.50609,2.961457,0.24726415,0.018844273,0.18467513,002634.csv
19.625757,5.1846695,3.3373923,0.7111897,13.344757,57.59301,5.026266,1.0896062,0.6553408,0.04276771,0.4863131,002357.csv
63.935608,11.427573,8.121543,0.07186846,10.263302,191.5602,28.638777,1.73357,0.3314648,0.059460934,0.5151938,603886.csv
15.634208,-20.24067,-3.4769013,1.2887973,11.714118,1866.7878,-46.169155,5.648279,0.1381094,0.01024829,0.33797544,300278.csv
12.743909,7.1526003,3.6567783,17.590424,7.8089204,17.432507,5.0213156,0.27760163,0.3785622,0.03369585,0.59713495,600917.csv
56.010612,13.294984,8.328969,0.1526386,37.0009,1.9349879,75.09202,1.1454152,0.228921,0.029002704,0.16052456,002624.csv
71.62591,9.814771,9.265397,0.16243134,9.068491,9.687131,6.8151183,0.3471907,0.34633747,0.042901706,0.18467514,002275.csv
44.746574,0.40100458,0.95747614,0.9290287,23.767488,53.989063,3.3025773,1.7348992,0.44768366,0.02280519,0.52637696,300203.csv
25.764633,10.428898,7.7687445,0.04032136,48.28343,36.184555,42.234932,1.2675325,0.07108242,0.017328488,0.15095675,603899.csv
-9.788324,-5.2158566,-0.9689421,0.729624,170.87271,826.28314,-13.342015,0.93369395,0.9931354,0.02722369,1.4255395,002305.csv
19.202448,-2.9914503,-0.64899963,0.97402114,31.008413,464.00925,4.4219165,1.264759,0.35655499,0.017654302,0.53149146,600990.csv
27.051052,5.063238,4.0205107,0.77376854,76.3678,250.32877,57.76929,5.864936,0.22058211,0.007888895,0.10376248,300680.csv
68.12344,19.378212,17.181593,0.034087196,17.328608,16.044697,11.794297,0.4560128,0.17970063,0.03237458,0.09801872,002304.csv
17.234459,5.616839,4.869526,0.5298035,31.063305,460.58017,2.0314963,1.4325835,0.2413782,0.010623271,0.2984444,002778.csv
13.526847,3.1113138,3.2998474,0.27129865,16.882467,87.25705,20.200201,2.2160232,0.5392598,0.034707084,0.83826685,002753.csv
43.632782,4.4495363,3.966671,0.0076072444,74.6779,142.23944,29.814445,5.2473173,0.14610663,0.011794256,0.048284184,300581.csv
28.457493,16.158525,13.629993,0.2347099,15.950238,1227.362,89.6542,3.4722295,0.71239644,0.04650732,0.9390188,002582.csv
59.11487,8.339184,7.9280033,0.020643085,298.5853,120.00268,8.0812645,1.2054207,0.3151117,0.018632324,0.15643331,000423.csv
29.950768,7.3697796,3.069349,22.483126,12.16355,70.303604,-0.23652853,0.50440574,0.36570448,0.06518836,0.55858886,002121.csv
27.725351,-3.2780797,-2.0991855,0.013915054,-3.6761734,1066.9966,-0.59499705,3.5778148,0.36821944,0.0096487645,0.288961,000929.csv
45.328403,2.0969658,1.8365792,0.03949152,379.2149,886.5295,24.632832,7.0570793,0.29725003,0.013386717,0.06673228,002903.csv
25.18611,7.215675,6.035705,0.3119328,33.757206,979.92755,19.991121,1.198389,0.38745424,0.032224927,0.32632774,002057.csv
34.941154,6.562557,6.017979,0.061382767,33.23484,7.220486,36.286854,7.126532,0.2649614,0.022499153,0.1631018,002917.csv
23.28939,9.839857,8.922388,0.022789394,28.509336,31.52495,12.082737,2.99171,0.23769493,0.029626878,0.27382487,002892.csv
87.88374,11.860476,11.692008,0.011168566,49.098026,49.79875,36.874187,1.1322757,0.06696526,0.008918089,0.034580488,300685.csv
91.57161,3.0927758,2.415845,0.06836548,24.76789,35.79788,42.226505,1.8909025,0.0778791,0.0059273853,0.046893056,002410.csv
12.743939,-6.110177,0.7730407,0.6278728,646.63885,154.98799,-22.27725,1.5073566,0.098634586,0.01097903,0.07864354,002323.csv
7.5277805,2.1507652,2.1023743,1.9893066,9.686024,-175.46367,-15.033986,0.78246933,0.9357996,0.08697994,3.0248606,000950.csv
22.496183,7.995454,5.418608,0.14865701,40.81942,112.78789,25.856722,3.1558685,0.20225306,0.018286388,0.19991589,002402.csv
33.393658,13.442256,9.98314,0.38403636,10.493337,574.953,23.674673,2.6083646,0.13396956,0.018710926,0.121739335,603650.csv
22.111483,-2.1773422,-0.982732,0.0990812,29.345562,173.99829,-2.9725673,2.1765265,0.35783103,0.004434657,0.11162665,002633.csv
25.45954,-0.47440195,0.4577423,0.44232246,124.81293,440.9658,4.494263,2.905031,0.8499633,0.045299858,0.63336265,600393.csv
13.826994,-0.11155608,0.6789882,2.6904545,8.777517,105.41139,1.0279475,1.2582616,0.3825723,0.011223956,0.2546022,600796.csv
15.278847,-0.35637417,0.18445536,0.038462505,19.294664,7.2353835,10.712797,3.8149405,0.62681,0.032436654,0.9022552,300047.csv
19.19555,2.1040463,1.3702698,0.2547976,59.29287,126.35796,11.004838,2.4984052,0.2341621,0.0136654405,0.24258836,300527.csv
28.920277,10.502065,6.9991474,8.321748,49.865738,92.01209,18.273886,2.2244236,0.40936273,0.030763242,0.62801343,002548.csv
64.87414,-1.2136376,-0.2911875,0.19395296,3.8821108,76.35363,10.067753,1.7350903,0.13354203,0.01271981,0.11935675,300633.csv
27.544624,3.327075,2.9364963,0.104899846,12.935616,32.423527,-0.46474904,0.13396329,0.35469332,0.019497642,0.19414473,002678.csv
24.84739,6.026302,3.1442873,0.35580957,39.658455,84.7735,0.39643595,2.584433,0.2514818,0.006344364,0.3918455,002112.csv
10.667097,6.723248,3.5463078,0.27299887,31.406662,50.79917,22.8503,0.4556397,0.2898059,0.03764081,1.0301716,601231.csv
40.39713,1.4236851,2.0440626,0.27613375,3.8647609,70.66586,5.051113,1.2821822,0.36721635,0.01872609,0.9100497,600605.csv
22.801054,23.890232,8.838277,26.186535,54.42515,3.9692602,56.590332,1.6678487,0.34307927,0.060455356,1.6083474,002157.csv
10.675651,4.699636,3.4973783,0.018566092,29.409508,163.30423,10.9927225,2.752058,0.18556696,0.008313262,0.38424066,300493.csv
18.15088,-5.195522,-0.35154778,0.8735656,-18.59771,-63.103382,-10.564483,1.8244427,0.53288156,0.05904138,0.98153085,600545.csv
27.348938,6.968054,4.895362,0.31687236,0.4851629,-37.26458,-7.0589576,1.655216,0.6600914,0.2086626,1.0717744,002611.csv
26.674282,0.38999704,1.036795,0.20604008,31.145712,20.592346,2.341756,1.4854742,1.4305208,0.029203497,0.96494496,002433.csv
38.280735,4.432989,3.8607028,0.05457735,13.209774,24.984285,20.844513,3.5729873,0.36445192,0.04448571,0.23350006,300403.csv
32.449505,5.3345556,5.149674,0.22833495,93.977295,40.163284,10.109907,3.7522752,0.17212208,0.012353967,0.08141187,300656.csv
3.500844,3.8374383,3.969232,0.34608454,0.63504225,-10.452126,1.3003339,1.3299557,0.31308636,0.035529517,0.08927886,600009.csv
24.780104,-0.36056146,1.267445,0.27193603,24.82916,229.43903,4.039424,1.5174493,0.6708197,0.010858522,0.3041763,002031.csv
63.398487,2.9200673,2.7722104,0.008586936,-0.46474087,14.235977,0.36463484,1.5650053,0.14905693,0.0031809653,0.082022846,000518.csv
21.579197,-5.5055943,-1.9957988,0.2736524,107.18313,4184.9863,37.346153,5.7192082,0.10502397,0.005432736,0.07418539,300008.csv
