grossprofit_margin,roe,roa,longdebt_to_workingcapital,q_sales_yoy,q_op_yoy,equity_yoy,turnover_rate,bp,ep,sp,company_code
11.249885,10.580333,8.283046,0.47159275,29.468273,3312.8313,54.47459,2.2127736,0.49446315,0.03036896,0.74669737,002131.csv
19.672235,0.9524956,0.8886768,0.053517014,16.31034,30.635635,11.394548,2.6723273,0.578284,0.022050014,0.58858955,600879.csv
17.974052,10.474054,8.512865,0.86775064,25.435482,66.411865,28.096306,1.070234,0.6267629,0.07802529,0.85699946,603113.csv
15.109541,7.6324153,6.117089,0.1476902,25.581451,54.340572,24.121893,2.1646144,0.39503902,0.040716313,0.43975255,601952.csv
9.662482,1.6484879,1.4198287,1.349285,30.85083,74.03151,2.6773145,2.6040566,0.8272256,0.026553357,1.0372466,300057.csv
8.234987,2.313547,1.6369133,26.972942,39.141094,343.55038,9.59833,2.297898,0.14402068,0.0021173663,0.58712053,600127.csv
11.526807,2.6548095,0.67280704,0.011685918,16.015184,39.304882,3.2515917,2.4939249,0.518976,0.021990808,1.9418943,002769.csv
14.084318,-3.769211,-0.69997555,11.572991,-3.9282124,-500.46964,-13.4708395,1.0122353,1.1917528,0.08182974,1.0890849,002005.csv
6.375739,-13.016784,-6.7436347,0.09182825,35.927063,2297.3516,-28.558926,3.2642255,0.38448426,0.009853667,1.4762324,300242.csv
10.448303,6.489687,3.5975807,0.28102893,13.856785,16.00926,7.7903295,0.8543198,0.6263503,0.050090745,2.3502522,000028.csv
35.925613,4.0259132,3.6401215,0.05390277,9.432394,11.548038,13.867221,1.8822149,0.3784887,0.020493781,0.15539643,002817.csv
36.461487,7.9509315,7.63927,0.7678589,11.363118,31.312891,9.227674,3.7205114,0.25881642,0.022515181,0.21679422,300192.csv
6.9043827,-7.3597064,-2.7349591,1.5673417,1.8844259,181.40689,-9.746332,2.5101209,0.70696497,0.03289114,1.0804667,000822.csv
14.269204,-0.36890307,0.53085583,0.8355431,17.677074,-81.30922,-1.0542676,2.0039277,0.78216183,0.01200593,1.4254085,000680.csv
56.360638,9.293271,7.7559333,0.3362507,-4.0345592,-70.00893,3.3367894,1.0811288,0.34382114,0.06444738,0.50357485,002737.csv
27.916332,-18.523071,0.21492861,0.4194739,28.228489,70.5293,-35.616283,0.76591295,0.156025,0.01148233,0.71578526,002219.csv
35.444504,4.2764997,5.4147973,0.04915452,393.46658,41.042027,20.725225,4.1040215,0.1781674,0.015348299,0.08079845,300397.csv
20.125639,10.526634,1.848155,1.0736449,12.028843,24.944553,20.967505,0.7056864,0.74328744,0.13660541,2.024204,000961.csv
61.78389,22.58171,15.283552,0.09860221,121.65358,543.96344,90.07767,2.4521816,0.12270598,0.027749697,0.09536534,002030.csv
16.557228,3.0460527,2.1244226,0.117874615,92.509384,226.56209,23.315884,3.4767692,0.18805674,0.01613298,0.1287494,300073.csv
28.202742,6.253564,4.2931166,0.25251114,21.023287,450.35803,5.8286514,1.6211481,0.23998487,0.014211807,0.49766985,600148.csv
41.10114,1.7404155,1.1370394,0.07476973,9.530068,-3.8108106,2.1814265,2.5846927,0.2593553,0.01670659,0.09651087,300045.csv
29.587124,10.892062,7.203346,0.4811243,59.46049,67.71577,20.142563,2.407261,0.14719494,0.022279682,0.116307594,300136.csv
17.426395,4.299115,3.4210773,0.01805302,24.485086,87.518074,11.040597,2.064906,0.10618709,0.011252565,0.20134152,002819.csv
59.6782,-1.8154262,-1.2292936,0.022148412,27.40691,148.93459,17.173733,4.407918,0.11723828,0.017211962,0.118044026,300579.csv
33.058712,11.241435,9.464234,0.34059545,44.63638,50.62925,18.896935,1.0286841,0.35258496,0.038943913,0.24221916,002444.csv
51.005646,17.398129,14.9700775,0.037331812,22.526747,35.46284,18.862644,1.7536736,0.21393223,0.04367619,0.15978588,002677.csv
16.72034,-2.457111,-0.06470309,-0.0053248005,0.92955446,-376.4032,43.898167,2.0554357,0.6039237,0.015673093,0.8322681,002313.csv
22.838593,-3.365676,-0.29443964,0.96733767,57.61813,497.27643,-12.48911,2.6052856,0.22423846,0.0019013549,0.30654007,300249.csv
25.366129,2.5539782,2.6615746,6.276295,27.49516,58.093166,12.796947,1.4276539,0.49734914,0.017338935,0.25151035,300180.csv
41.386612,8.512176,7.0657315,0.32316568,57.580555,264.36447,17.691166,2.33527,0.3465414,0.021802882,0.22287294,300095.csv
30.01792,-0.2777905,-0.1439179,0.08170333,11.711518,61.368095,6.894901,5.5512085,0.16505976,0.013785252,0.1486698,300730.csv
46.23401,12.823623,11.083622,0.056583643,52.899963,73.36366,311.61572,2.8649294,0.09148468,0.010325177,0.033724327,300347.csv
10.873583,-32.92258,0.35742182,3.06403,-2.5074604,-899.2049,-3055.3403,1.570514,0.7028395,0.037484445,0.96618676,000912.csv
20.643536,4.3418365,3.3158638,0.12506644,1.309258,40.909603,3.675954,1.124233,0.26179633,0.021557007,0.45811647,600379.csv
21.830238,5.108974,4.4930153,0.042179428,20.567093,30.98734,12.975274,0.87004817,0.60455525,0.035492778,0.29202002,300305.csv
19.501802,3.0240428,1.7707748,0.116732605,26.621931,31.464062,0.79984194,1.4814087,0.29573378,0.021866988,0.38242888,300691.csv
68.373,0.27621743,-0.24414246,0.019211875,23.336794,358.11087,-15.958892,2.3468277,0.26957753,0.008479312,0.07454968,002405.csv
29.712677,1.7388221,2.1949356,0.6068433,14.512864,22.526222,14.831525,1.8768822,0.49405533,0.0065598777,0.49780655,002096.csv
29.117529,3.1601179,3.0097005,0.16261314,7.7413163,117.75979,-0.94245803,1.7677372,0.8084133,0.034484036,0.23389256,002144.csv
66.02357,6.547221,5.9348216,0.009206835,46.32819,135.65338,12.420475,0.9949687,0.60388356,0.07078339,0.19982561,002322.csv
5.0679183,0.2738786,1.1061189,1.1123109,23.79992,267.37924,-31.483137,1.0200608,0.778748,0.048239876,4.610833,600981.csv
29.735918,7.742415,6.2311716,0.14275068,48.57353,81.87155,7.9285607,1.7234325,0.30610254,0.025913171,0.20081748,603701.csv
9.2922735,4.091402,3.8699908,0.03908418,3.130287,116.847534,6.4447546,0.4331944,0.572102,0.023767175,0.30999246,000096.csv
27.344849,3.1926532,1.6928724,0.075845614,9.546149,41.297993,10.107819,2.775299,0.33135468,0.029733127,0.38429213,300509.csv
24.388275,4.7742167,4.364596,0.25082877,20.612598,34.955017,14.718984,5.1634083,0.5535565,0.03357618,0.40929532,300375.csv
20.174612,3.4368172,2.7334127,0.3468974,59.182236,22.775904,5.327382,2.262433,0.5873559,0.032932088,0.5736939,002542.csv
15.009965,3.1258707,3.4042134,0.025940398,9.476365,70.34515,8.695788,3.8209224,0.12842359,0.0061445567,0.127045,300399.csv
44.55389,2.1546164,1.7928708,0.2175049,75.67205,469.02432,21.484528,3.568971,0.28908265,0.008130822,0.08224981,300302.csv
15.390428,5.561334,4.0343533,0.49301118,24.41506,4.17037,22.561287,1.4898145,0.3361505,0.034404088,0.50326234,300138.csv
21.870985,-0.098717846,0.28136352,0.20264037,13.776976,-58.16078,10.638719,0.92343915,0.7624137,0.052455682,0.4282727,603558.csv
44.217915,13.93365,11.367353,0.31373957,86.366516,105.512856,70.61653,0.5248589,0.18786955,0.02407215,0.11759529,603601.csv
15.903669,8.1523,5.9507093,0.4070519,5.4672604,67.82333,15.677742,1.9313939,0.23186913,0.021500537,0.38311762,002799.csv
34.12376,2.6957464,2.5285497,0.433024,11.680138,118.71634,2.0464694,1.4476514,0.23840678,0.01640185,0.22381353,002836.csv
24.678001,2.322839,2.1778111,2.0797849,52.077053,255.92352,3.1822674,1.1199422,0.9074352,0.034054816,1.2648343,002037.csv
5.9949317,-10.303133,-3.211649,0.42426574,-50.091457,-170.09227,-283.99902,2.3311505,0.68072313,0.060921397,1.0476751,000676.csv
29.70184,-2.0235708,-0.16014017,0.014223239,20.184294,195.67865,-5.9723935,1.2119846,0.2384692,0.007458565,0.09985794,300069.csv
11.88828,3.559731,2.2269447,3.10927,71.72362,1299.5428,3.141953,2.9758673,0.52091104,0.0032537875,0.3914743,600178.csv
7.400646,4.7600775,3.0137746,0.06536767,6.7690573,15.745662,11.172767,2.181715,0.35930467,0.046047173,1.3003165,600511.csv
17.498983,-0.053152345,1.2849522,0.18845335,6.3478556,64.332535,11.210639,3.217192,0.7732614,0.040012486,0.48737776,002109.csv
23.319258,-8.362562,-3.7740414,3.742026,-10.078881,-2960.328,-12.014321,1.6699812,0.42162558,0.023901248,0.3273243,002514.csv
64.33271,7.2608647,6.3318825,6.476355,67.35684,61.767643,24.44992,4.113907,0.24177682,0.016250065,0.053975742,002930.csv
45.646763,6.528618,5.235307,0.026111066,-4.17658,-2.5887675,11.754729,1.5813944,0.42839172,0.049648013,0.13372561,300695.csv
50.035576,13.071244,12.841238,0.1199617,77.10387,72.14255,37.658985,1.1357344,0.1424875,0.017576253,0.054590754,300408.csv
34.25019,-4.33749,-0.6860273,0.97857946,72.34755,-56.973576,-8.254575,3.3076,0.088587314,0.0035943903,0.054333944,000638.csv
18.013683,-0.8374289,0.6026577,0.56822604,-15.039854,-460.1287,-1.1831805,0.86052585,0.48394564,0.033398278,0.58615434,600202.csv
7.0669603,-1.4908185,0.87886065,6.781095,13.064157,-414.87512,9.587203,2.4353979,0.84783626,0.08338992,2.9338753,002061.csv
42.579975,-2.657378,-0.23770227,0.11624693,264.19995,71.20237,-3.2060425,1.1524208,0.45885456,0.016341804,0.15246041,000668.csv
21.250513,2.6532767,1.5639683,0.109342255,0.74036545,42.168476,6.5624857,2.659396,0.26377383,0.024116803,0.36557502,002232.csv
18.335506,1.4376773,1.7480782,0.3226016,47.541176,267.45605,67.04219,3.6825206,0.2537843,0.012079803,0.23532853,002876.csv
27.346638,2.5468144,1.8714286,1.3303759,24.305738,678.41284,67.5501,3.0056028,0.24730235,0.012947921,0.115501605,603078.csv
13.073274,1.3916763,1.2116283,1.1009523,-1.5696374,-132.55309,-1.9322683,0.85828274,0.63808596,0.035155296,1.6904409,600619.csv
33.849865,13.933406,14.393006,0.01430423,43.445587,41.218292,38.616974,0.9770013,0.3072615,0.04808276,0.18703629,002884.csv
27.252031,2.6133246,2.4506571,0.045029573,26.034134,26.1343,21.252048,2.3046498,0.36577845,0.029023832,0.23152919,002484.csv
1.3627808,7.7845335,1.7802888,0.11967762,74.26692,-954.9219,22.61012,0.94794035,0.13111869,0.017419918,9.471748,300226.csv
12.434626,-73.549965,-0.29769087,10.592424,35.289783,-393.1069,-131.81085,1.3594308,0.25393292,0.026188083,0.93220824,600654.csv
57.595654,-18.392723,-10.059988,0.058362883,38.228992,1632.0597,-27.910746,2.3465393,0.5553049,0.023003748,0.44428802,300338.csv
24.917976,2.9594162,2.452994,0.21201494,34.31636,51.59398,12.544449,2.8126454,0.23875588,0.02598419,0.25406316,002056.csv
10.869484,-13.3553505,-2.6429029,0.56650156,10.213415,-4740.494,-1.4980912,3.7656035,1.2734565,0.019233122,3.0939736,002721.csv
39.25652,2.4445293,2.2864454,0.09460783,8.7719145,23.6383,0.10906899,0.4614763,0.47433105,0.05859049,0.71030056,002563.csv
27.605536,4.373489,3.0598004,0.43841127,-1.2782806,8.99956,8.718394,2.188347,0.44737196,0.039055865,0.43849802,300130.csv
8.679811,8.544462,6.3077607,3.5663247,14.664343,57.163967,5.6134596,0.88774395,0.40333617,0.048914224,1.6157345,002300.csv
16.777914,-0.84740305,-0.9726969,0.009924481,24.608332,65.15874,-1.4367454,2.0030742,0.6198147,0.01081215,0.20827758,300105.csv
10.478253,-0.14013101,0.66717756,0.14632663,21.464897,128.2979,-0.07998039,1.0064615,1.276421,0.019893676,1.3922813,002574.csv
49.631153,19.525217,14.763153,0.06608532,33.886696,117.75726,34.229095,3.2332797,0.21201839,0.03526281,0.19281758,300702.csv
9.413705,-1.9508449,0.26661113,0.17676967,-5.959448,-303.42892,-1.480515,1.2602347,0.73481524,0.0074301036,0.3169907,600082.csv
10.992587,3.7000644,2.7326105,0.9445147,32.82323,26.824879,10.43378,3.0532386,0.327527,0.023806402,0.5344621,002842.csv
12.718061,2.1745703,2.080287,0.031699684,25.99048,146.72581,-5.476304,1.3541728,0.39125758,0.015936533,0.4373724,002388.csv
22.792715,-2.8944998,-0.35362905,0.5557313,-3.2493994,2089.771,-17.976778,0.64774144,0.54838973,0.016242165,1.3296566,600664.csv
75.44516,20.214304,18.255554,0.20934963,21.534363,15.694639,17.758661,0.8875535,0.13636811,0.03571129,0.07469973,000568.csv
11.185459,2.6574624,2.4702194,0.9428814,22.255129,277.37778,9.825653,2.0851247,0.43415567,0.012289627,0.47618526,002286.csv
13.68678,-4.2219086,-0.029680269,4.8820987,27.444641,68.65878,1.3203652,2.3828738,0.33203834,0.015651578,0.9343197,002786.csv
21.250349,3.7215576,3.0905704,0.40769392,40.209656,180.7831,71.42562,2.0268443,0.21083142,0.015522677,0.26474074,002683.csv
11.937825,0.15918887,0.6965487,0.17865343,-0.45498973,130.44383,6.9138913,1.9585785,0.1996352,0.019009508,0.5104966,002075.csv
15.576502,0.58657646,0.46465296,0.43676108,8.140698,20.664713,2.6016703,1.3178122,0.5771944,0.04037407,0.44534492,600650.csv
77.52876,5.263832,4.749239,0.18011542,25.645952,29.362955,69.96096,2.7784035,0.19003142,0.023917247,0.2173498,300723.csv
29.452478,3.0968626,2.4050488,0.3117168,1.6635016,159.42612,18.459352,1.8752574,1.1228735,0.07351195,0.62959516,000552.csv
26.179781,0.82389987,0.652659,0.095106296,13.497228,-1722.4568,-4.8817673,3.8642051,0.37619814,0.012858931,0.30777702,300162.csv
68.99418,6.3335633,5.773383,0.19403753,35.07143,32.449585,7.5804663,1.565056,0.46554157,0.0353515,0.30263975,300255.csv
21.991602,-17.58994,-6.9506574,0.5634686,9.868354,-82.20023,-33.979343,3.3209946,0.2644097,0.02136132,0.37281072,300465.csv
31.503218,3.3392103,3.0576143,0.016646653,15.614236,30.789011,11.445845,2.1635752,0.286515,0.014719874,0.12449715,300414.csv
39.873817,7.8853803,5.037276,0.4880592,56.211895,123.30855,12.487611,2.4516466,0.19468164,0.020141982,0.21806322,002008.csv
40.16265,4.047876,3.047744,0.029165434,17.874968,51.07543,3.7361364,4.189014,0.32207438,0.01726457,0.21978685,300155.csv
60.364147,7.479021,6.629462,0.032324113,15.996907,51.6585,13.09119,1.9264171,0.23436524,0.019495275,0.1187983,300515.csv
68.507324,0.9449438,0.061093543,12.716867,14.569708,27.493528,33.90211,2.3873475,0.120501995,0.0055613243,0.08284897,300436.csv
7.2583475,-2.4945433,0.5218373,42.714706,15.334823,48.205887,2.9854321,2.4169734,1.1133931,0.04477296,2.526082,002682.csv
35.428806,5.8871026,5.9165115,1.3424009,28.786482,228.41496,11.035929,4.0215287,0.26806644,0.012237388,0.22783951,002497.csv
13.502037,7.442147,6.6003966,1.8061697,0.70981765,18.951061,-43.250034,0.9081717,0.31325307,0.043647245,0.68060094,002120.csv
33.63694,-1.6010722,-1.1290985,0.026612045,7.2841153,92.28979,-2.7002068,1.2940637,0.08403852,0.0019785564,0.040967308,002058.csv
22.104755,-1.3975252,0.51672274,5.747231,33.18535,95.157265,2.7461958,5.7507753,0.35750228,0.009235584,0.39785796,300301.csv
45.674896,-0.34679365,-0.32786968,0.19907294,33.193436,174.32217,12.423329,2.468603,0.3558891,0.006335785,0.14783916,002261.csv
17.516714,10.240676,7.888057,0.62827605,17.930403,15.845018,6.84486,1.3788463,0.50240034,0.050533064,0.6656577,001696.csv
40.326923,2.339953,2.6267312,2.0693307,21.376373,35.717964,-11.376082,2.0471892,0.59000736,0.018988902,0.17708072,300109.csv
23.571823,1.034306,1.0409955,0.18973263,43.929726,156.94154,37.98691,2.257037,0.55400485,0.008842474,0.23951384,300004.csv
11.741802,5.351926,4.172266,5.063902,89.240135,16.478224,4.936032,1.338665,0.6594238,0.07701533,1.1819189,000546.csv
23.56019,4.5558834,4.21918,0.101565465,6.1499214,1.6309649,16.14958,1.3897538,0.8527169,0.06665497,0.61055833,002391.csv
-17.483747,0.2028765,0.19487421,0.111182354,-6.881139,244.91292,1.5466717,1.3030005,0.34346938,0.0053883195,0.016933491,600883.csv
13.8574705,-4.300541,0.1343098,2.0969188,16.099943,116.212654,-12.220685,3.3346303,0.8920134,0.004617125,1.235768,002160.csv
26.100126,7.220666,4.963448,0.20236538,10.239127,270.83038,5.574119,1.3103136,0.35406443,0.020212563,0.42835015,000913.csv
25.531418,6.4450912,4.7371755,0.97671664,66.12186,432.23972,37.449455,5.387833,0.08813645,0.004800496,0.046949558,002460.csv
33.63661,0.6347971,1.2500923,0.40116864,29.448399,-385.34573,-2.3480904,2.815195,0.3481218,0.024722645,0.37235433,300296.csv
37.534595,0.822389,0.16177122,0.21796492,8.680161,-51.058735,8.355513,1.643405,0.43443066,0.034150578,0.22292,603636.csv
45.172974,3.3208184,3.0491743,1.2031783,1.8266927,1.714662,6.1409483,0.36015084,0.46273005,0.023588644,0.40390325,600929.csv
27.48823,5.4668756,5.53185,0.0049139843,31.271633,95.1311,60.13856,3.517984,0.2528713,0.0134752905,0.17581476,300673.csv
14.768835,1.3739145,1.5129989,0.019399302,5.9531927,158.01624,5.7589564,1.6865256,0.5026057,0.01296942,0.6271352,600775.csv
54.681675,7.2914295,3.9478512,0.21439879,112.48933,35.87081,14.950624,1.4009758,0.58826256,0.13654909,0.40927544,002016.csv
-24.762646,-7.12704,-7.1997957,0.00715154,12.543783,65.9548,-9.057251,1.3005732,0.112512544,0.0014562033,0.013651594,000503.csv
57.67303,-23.765543,-7.2054863,4.2416744,73.46873,962.39075,-604.24,1.9394585,1.0617596,0.05424127,0.14791398,000056.csv
16.648932,3.155505,2.4205065,4.2117987,7.8453217,-4.434176,-24.331034,0.59454507,0.9827401,0.08672019,0.7296973,600483.csv
14.712991,-6.440173,-3.8792202,0.17297982,19.941545,-263.58835,-6.6154575,2.8940897,1.60332,0.07726206,0.84434813,300038.csv
37.702187,3.845451,3.7848327,0.4014344,16.442303,21.04185,6.656811,1.2618266,0.45220146,0.04035899,0.31556368,002376.csv
18.99895,2.2612371,1.6051081,0.06476366,28.850418,222.49303,14.006054,0.81585896,0.40789908,0.0067091873,0.48122647,000801.csv
15.255052,3.415159,1.7795779,0.09223081,18.227875,36.673836,6.9602513,0.8010634,0.7040689,0.034298453,0.87331367,002375.csv
23.2678,13.039242,10.215372,0.00572663,35.553253,60.79118,31.036179,2.368473,0.15880364,0.023271983,0.30229592,002878.csv
16.601768,7.8826046,3.9658408,0.18586208,22.467373,78.04735,23.561302,1.4617106,0.6822744,0.04493802,1.132358,600496.csv
36.837875,-0.598272,-0.24102774,0.09796956,0.563637,-4.604692,-6.505453,2.1661599,0.49337125,0.008602882,0.2104951,002691.csv
33.462933,2.4560091,1.9277956,15.723502,62.24045,435.6572,14.83537,3.472603,0.37074482,0.020380987,0.11950793,601908.csv
51.22428,5.8307076,4.9564214,0.014148686,24.793642,15.952461,5.4652367,2.9150767,0.33292034,0.025388766,0.0909001,300183.csv
15.142951,-2.78394,-1.7112703,0.115566716,8.364245,-1046.3265,-14.023716,1.7623605,0.5541668,0.004342134,0.14270262,002529.csv
48.24364,6.943555,4.9220324,0.0395008,21.254541,16.195063,1.2456318,0.8572255,0.42663315,0.040974952,0.2710441,002550.csv
34.24993,1.2746605,2.8275187,0.15690719,17.677021,93.94587,0.18547884,1.7772536,0.44495538,0.012147918,0.38056138,600636.csv
36.343193,8.179712,7.373896,0.13617201,29.33773,28.7705,22.709059,1.861022,0.36428404,0.03830316,0.18284859,300580.csv
24.240572,0.65599567,1.2265648,2.4699292,39.458828,147.762,15.470337,2.6045036,0.2987562,0.013218359,0.43045032,300083.csv
18.58517,-6.8007374,-1.9715847,0.6273415,-48.337185,-142.62544,-7.229838,1.1578609,1.4202814,0.038414042,1.8318417,002470.csv
78.96478,10.260371,9.719513,0.008091521,29.042881,100.56512,12.779048,4.85483,0.121947095,0.013381095,0.028282048,000799.csv
41.462605,6.0502524,3.050822,0.09447636,52.02901,72.24041,10.457524,1.0262899,0.80251807,0.15671064,0.55876887,600173.csv
