inv_turn,assets_turn,grossprofit_margin,roe,roa,ocf_to_or,longdebt_to_workingcapital,q_sales_yoy,q_op_yoy,equity_yoy,trade_date,turnover_rate,bp,ep,sp,return,jidu,code,3m,over_return
0.9287,0.0857,7.4856,-0.2138,-0.234,-0.2203,0.1102,-35.2205,-187.9121,7.4908,20200514.20338983,1.020249152542373,0.7691035552188087,0.0055557170570727215,0.6092662348953999,0.1499770510643289,2020Q2,000045.SZ,1.59985,0.1339785510643289
0.011,0.0386,44.04210000000001,2.35195,1.45045,-4.3163,1.2085,-62.27205000000001,-75.5877,0.72675,20200514.20338983,0.24152033898305084,1.1519132164267079,0.0555415168760614,0.19337618300762602,-0.04664057745311096,2020Q2,000046.SZ,1.59985,-0.06263907745311095
4.3493499999999985,1.2245499999999998,7.70295,13.7805,5.5390500000000005,0.07825,0.2927,-5.2349,-3.4160500000000003,24.6738,20200514.20338983,3.4641203389830486,0.2452771527209323,0.05415866630014428,2.0520875200461868,0.37646884772931627,2020Q2,000049.SZ,1.59985,0.3604703477293163
1.7211,0.1003,17.1665,1.122,0.7959999999999999,0.0252,51.8198,-5.2612,4.6504,2.752,20200514.20338983,1.0101898305084749,0.9349721074379234,0.028871580776486317,1.054166448003961,0.14772868458496624,2020Q2,000050.SZ,1.59985,0.13173018458496624
1.7753,0.15464999999999998,25.92765,4.25825,2.85405,-0.4106,5.47195,-15.00505,-31.14670000000001,2.9008,20200514.20338983,1.149225423728814,1.087855298504553,0.15713231024586632,0.6358619559229534,0.08514085789493356,2020Q2,000055.SZ,1.59985,0.06914235789493356
15.2927,0.04245,69.01925,0.49575,2.04855,0.18425,4.0345,-25.2567,-60.9147,1.28405,20200514.20338983,0.6593983050847455,1.3426478009127456,0.015464226569500375,0.23376481188184936,0.1643030512912758,2020Q2,000056.SZ,1.59985,0.1483045512912758
0.22495,0.12765,26.7991,1.7711,2.4855,0.0648,0.75035,43.33964999999999,-24.06265,-0.002349999999999963,20200514.20338983,4.773528813559323,0.22866737544255325,0.0076844098113122514,0.18432859560051693,0.2453345246226891,2020Q2,000058.SZ,1.59985,0.2293360246226891
0.4713,0.1498,39.3365,2.2256,1.3415,0.0173,0.8115,-3.2309,-28.2422,73.9609,20200514.20338983,2.6300949152542366,0.21389229534081525,0.028064874959751088,0.4946717176179386,-0.0644139183089256,2020Q2,000063.SZ,1.59985,-0.08041241830892559
10.8503,0.4748,11.56375,8.24535,3.50595,-0.2334,0.6107,15.91885,23.69425,19.38485,20200514.20338983,0.4051338983050848,0.8344522354963264,0.11884877714770965,1.8884905668525287,0.025895682997173684,2020Q2,000065.SZ,1.59985,0.009897182997173685
3.3333500000000003,0.03505,24.7584,-1.9937,0.67945,0.48875,0.0112,59.5667,71.9679,1.40005,20200514.20338983,2.0856220338983045,0.1507595217716134,0.001820746276182718,0.06628161093232393,0.1343480525310783,2020Q2,000068.SZ,1.59985,0.11834955253107828
5.59545,0.59925,12.95265,2.59755,2.94795,0.029,0.5429999999999999,-10.65465,216.57775,1.7417000000000002,20200514.20338983,2.085064406779661,0.5418683471982843,0.024621709821322862,3.4680447995332795,-0.08681247097206725,2020Q2,000078.SZ,1.59985,-0.10281097097206723
110.61675,0.03215,33.0031,2.7179,2.39615,0.2473,5.25315,-0.02289999999999992,-57.3807,5.17595,20200514.20338983,0.5577084745762713,0.7934548332600232,0.04100030335660847,0.06443396971554748,0.29218153469269376,2020Q2,000088.SZ,1.59985,0.2761830346926938
0.27885,0.2572,36.21755,11.65965,4.39955,-0.14305,0.60675,137.779,681.91805,14.2847,20200514.20338983,2.217242372881356,0.7489920935906246,0.1009529955434376,1.2116151337059844,0.4578103036804024,2020Q2,000090.SZ,1.59985,0.4418118036804024
7.2159,0.0972,7.8438,0.0677,0.0591,-0.3134,0.0406,-25.2537,-62.4398,9.1843,20200514.20338983,0.2751305084745761,0.4699679951089393,0.021633260993309315,0.2811875274856776,0.0239643063091544,2020Q2,000096.SZ,1.59985,0.007965806309154402
0.8276,0.0562,16.9412,0.6947,0.9365,0.9995,1.0201,-4.3564,11.4245,6.2954,20200514.20338983,1.1672203389830509,0.8105413016965632,0.05229533995014039,0.3875872882333483,0.1451130679519952,2020Q2,000099.SZ,1.59985,0.1291145679519952
2.3736,0.0817,7.2651,1.349,0.4036,0.1673,5.069,-53.5754,-86.1986,-2.2282,20200514.20338983,3.5520152542372885,0.4344725467731495,0.03856724756420831,1.103989909192384,0.42727377842192144,2020Q2,000100.SZ,1.59985,0.4112752784219215
4.8963,0.15825,14.7124,-52.5656,-9.56115,-0.34850000000000003,0.6918,-24.6509,-941.20905,-68.40925,20200514.20338983,2.5954186440677973,0.343010913230493,0.04222413814103495,0.5349731135132393,-0.3575172856984931,2020Q2,000150.SZ,1.59985,-0.3735157856984931
0.1879,0.0569,15.3821,0.7515,0.5492,-0.3296,0.0092,-36.3594,964.5636,-4.5316,20200514.20338983,1.7168237288135593,0.3806928335346149,0.003498795879810121,0.4732169861706287,0.06793167029547405,2020Q2,000151.SZ,1.59985,0.05193317029547405
21.9691,0.16745,45.82315000000001,4.99475,4.859,0.33995,1.06765,-44.8215,-49.3147,7.4846,20200503.836734693,1.1638551020408159,0.7033736249404309,0.047403596484343134,0.5431054412163058,0.2241582647447556,2020Q2,000155.SZ,1.59985,0.2081597647447556
22.7341,0.1485,35.7171,3.6255,2.04835,0.17065,0.2215,9.6787,-34.37345,2.77635,20200514.20338983,1.072472881355932,0.7532690049351415,0.043987141399485945,0.246295242701186,0.14908504615364654,2020Q2,000156.SZ,1.59985,0.13308654615364654
0.4999,0.0942,30.5555,2.6003,1.6264,0.0352,0.6496,0.5537,12.7407,2.2611,20200514.20338983,0.7880830508474577,0.7862148684923286,0.08670854102709602,0.8590089576518443,0.1222642901112886,2020Q2,000157.SZ,1.59985,0.1062657901112886
2.22195,0.37735,9.34015,-0.0011499999999999846,1.25755,-0.161,1.04985,-34.47715,-263.3969,-2.98775,20200514.20338983,4.3300423728813575,0.3786229574485417,0.008274959859569999,0.6212941825733354,0.18462305378223395,2020Q2,000158.SZ,1.59985,0.16862455378223395
0.2783,0.08049999999999999,12.8526,0.06555,0.31625000000000003,-1.41455,0.1532,-12.932299999999998,-132.29109999999997,0.9934,20200514.20338983,1.9812915254237284,0.9253794893836682,0.016809689282995838,0.19922540735682875,-0.05751071259293235,2020Q2,000159.SZ,1.59985,-0.07350921259293235
4.2752,0.49375,10.30005,6.65925,4.48535,0.014049999999999993,6.1839,-12.86005,138.89889999999997,2.06815,20200514.20338983,0.6021101694915255,0.6941954927876751,0.0739767197276779,1.1641469097635668,0.17374432375235832,2020Q2,000301.SZ,1.59985,0.15774582375235832
0.10665,0.0912,43.93975,5.3986,2.54545,-0.97205,1.20355,-23.38305,-37.36805,7.91385,20200514.20338983,0.20215423728813564,1.7383236970874831,0.17043069091614088,1.2499457703517514,0.015174798019235197,2020Q2,000402.SZ,1.59985,-0.0008237019807648022
0.70245,0.4292,47.99995,12.69535,9.4109,0.21695,0.13435,20.21695,413.03765,25.05965,20200520.0,1.4776591836734692,0.060216306302869824,0.00886547153313125,0.06529245027172584,0.6782844847957442,2020Q2,000403.SZ,1.59985,0.6622859847957442
4.3580000000000005,0.5745,10.8584,0.6047,0.5618,0.04175,0.17175,9.39495,-100.1973,0.2401,20200514.20338983,0.6663610169491526,1.324278874674382,0.014590781119322794,3.912380628102953,0.014332020134163162,2020Q2,000404.SZ,1.59985,-0.0016664798658368365
1.7038,0.1309,17.9435,0.789,1.1226,-0.2304,7.7123,-45.3764,-38.9986,5.9921,20200514.20338983,0.9971966101694912,0.842370982679,0.0461586258062106,1.8502300612586118,-0.10547448226573396,2020Q2,000407.SZ,1.59985,-0.12147298226573396
1.0587,0.1206,51.2178,0.2771000000000001,1.04065,0.2755,0.0294,-11.90615,-177.7926,0.9738499999999995,20200515.65517241,2.439539655172413,0.7581734755923613,0.049806836157239374,0.21811894456269468,0.07471005537980968,2020Q2,000408.SZ,1.59985,0.058711555379809675
3.3432,0.1372,3.2117,-3.4254,-0.4779,-0.2147,0.0001,-6.4608,55.9147,-45.6192,20200514.20338983,0.7715000000000001,0.2391626093901092,0.02403997969491241,1.0270700141719065,-0.034066554563605994,2020Q2,000409.SZ,1.59985,-0.050065054563605986
0.453,0.0511,-64.69720000000001,-265.42885,-11.01145,-0.677,8.7463,-73.1849,33.297200000000004,636.5719999999999,20200514.20338983,0.1937542372881356,0.11869810503501922,0.023204560084229726,0.2903053424757113,-0.10536051565782707,2020Q2,000410.SZ,1.59985,-0.12135901565782707
5.7042,1.4958,6.64255,7.2547000000000015,3.7718,-0.09655,0.14345,9.80045,24.0418,62.19405,20200514.20338983,0.8711152542372881,0.5444826658058564,0.047996409208289036,8.334567037368796,0.0920232170782403,2020Q2,000411.SZ,1.59985,0.0760247170782403
2.6189,0.1665,15.853166666666667,-3.1673,0.07923333333333334,-0.08779999999999999,0.5168,-63.3241,-291.0749666666666,-5.7754666666666665,20200514.20338983,1.5384525423728803,1.9383349557451108,0.12728224359205906,1.258773087451206,-0.11653381625595174,2020Q2,000413.SZ,1.59985,-0.13253231625595174
0.084,0.0385,33.6293,-0.8496,-0.755,0.4936,0.0085,-66.1137,-119.8985,-16.4748,20200514.20338983,1.1646118644067796,0.4778762744914082,0.07422973339161244,0.14356053533931395,0.3301809818423603,2020Q2,000423.SZ,1.59985,0.3141824818423603
2.87995,0.5132,17.8803,6.62975,3.5837000000000003,0.0478,0.28890000000000005,25.1199,11.093549999999995,9.4316,20200514.20338983,1.5477745762711863,0.6242307873723381,0.06653617958190128,1.172569193108128,0.15725758813073876,2020Q2,000425.SZ,1.59985,0.14125908813073876
1.1648,0.0498,49.7456,0.22745000000000004,1.33145,-1.24795,10.97365,-66.5248,-105.6932,4.00955,20200514.20338983,1.5518220338983046,0.4926611589041586,0.009157123286339143,0.1356672506190212,0.2684876251956335,2020Q2,000426.SZ,1.59985,0.2524891251956335
1.5709499999999998,0.4814,9.37975,6.74855,2.4852000000000003,-0.12345,1.7533500000000002,17.1281,4.72505,5.8167,20200514.20338983,0.7990169491525421,0.9705520664510932,0.11006914533463558,3.750758423771327,-0.10027662062055398,2020Q2,000498.SZ,1.59985,-0.11627512062055398
2037.21155,0.057,-80.86385,-2.2765,-2.80575,-1.32975,0.0085,28.8813,151.58849999999995,0.41745,20200514.20338983,1.3937999999999997,0.1131136804950192,0.0017817391355895984,0.011865771129116744,-0.11997492654091442,2020Q2,000503.SZ,1.59985,-0.13597342654091446
0.68045,0.11665,9.3204,-1.45125,0.47705,0.3821,1.1296,26.69675,-144.061,-3.5303500000000003,20200514.20338983,2.0134000000000003,0.4493148902070549,0.01730749981758149,0.2252749082663411,-0.11407245625984752,2020Q2,000506.SZ,1.59985,-0.13007095625984752
14.877300000000002,0.23715,15.57565,2.8653,2.6816,-0.07150000000000001,33.33685,4.6240000000000006,49.33535000000001,53.19625,20200514.20338983,0.9799898305084748,1.0859881014740886,0.04444582686570914,0.6683056673574693,0.0407284862114822,2020Q2,000507.SZ,1.59985,0.0247299862114822
0.7237,0.1409,64.8609,3.5066,2.9406,0.1449,0.0505,-3.9434,19.8303,5.2637,20200514.20338983,1.5861864406779662,0.2862370535250352,0.033231092288538336,0.2393654692798205,0.2294111776976258,2020Q2,000513.SZ,1.59985,0.2134126776976258
0.09875,0.10965,37.25635,16.63725,3.5419,-0.31185,0.5436000000000001,39.2911,297.0226,33.21985,20200514.20338983,0.28333220338983056,0.8035938310014569,0.18417770093342786,0.7192614961435597,-0.05376542078986947,2020Q2,000517.SZ,1.59985,-0.06976392078986947
0.17165,0.31555,61.30605,2.01485,2.215,0.17845,0.0034,73.72885,163.65925,4.38755,20200514.20338983,3.0719627118644066,0.13984699436337886,0.00337788689713074,0.09292295538025164,-0.10054122922187753,2020Q2,000518.SZ,1.59985,-0.11653972922187752
1.50835,0.28975,18.7698,1.71145,1.36505,0.06045,0.0742,-5.1717,-93.90185,3.81105,20200514.20338983,6.056483050847456,0.6732533080839294,0.023456911048072543,0.4288921195064091,0.30436283884140275,2020Q2,000519.SZ,1.59985,0.2883643388414028
38.4891,0.75465,10.94635,4.2822,3.1010500000000003,0.0925,0.9438,-10.5229,104.37155,6.907450000000001,20200514.20338983,0.5045728813559323,0.10852235992679507,0.009977732215997707,0.21209787012020434,-0.0298529631496814,2020Q2,000520.SZ,1.59985,-0.0458514631496814
1.2104,0.163,12.7026,-5.5470000000000015,-2.0102,-0.4398,0.4454,-45.9687,-528.0787,-6.6223,20200514.20338983,1.592954237288135,1.518281874234949,0.01794373796671927,5.2626022393466165,-0.08057962043811229,2020Q2,000521.SZ,1.59985,-0.09657812043811227
4.9847,0.8739,5.24245,1.1152,1.3821,-0.1325,0.3386,-39.421,-143.39705,-7.98095,20200514.20338983,1.1374389830508471,0.5182518117885437,0.015737944612662626,3.3655630512895502,-0.19105523676270889,2020Q2,000523.SZ,1.59985,-0.20705373676270888
222.87575,0.9298,11.65265,3.7859500000000006,2.8972500000000005,-0.2341000000000001,0.09425,-31.2126,-94.01195,0.7972000000000001,20200514.20338983,1.3045694915254242,0.6264297726008127,0.057632977643501226,1.8341422546990485,0.03300629646817014,2020Q2,000524.SZ,1.59985,0.01700779646817014
1.6728,0.41595,22.353,5.9021,3.0652,-0.04495,0.6839,-0.29194999999999993,25.74785,7.54425,20200514.20338983,1.4641016949152548,1.0622781791805642,0.09649337405947256,1.9290088926939744,0.03115838852077902,2020Q2,000528.SZ,1.59985,0.015159888520779019
5.0841,0.7403000000000001,26.53575,8.9513,7.28045,-0.001899999999999999,0.15275,14.85355,31.32455,14.04525,20200514.20338983,1.7176305084745758,0.4182715290867072,0.05607681139514641,0.7103019009977388,0.0630902949612063,2020Q2,000529.SZ,1.59985,0.0470917949612063
1.9028,0.20695,13.8556,0.4431000000000001,0.19585000000000008,-0.08435000000000001,0.68645,-17.3592,-187.17585,-1.9765,20200514.20338983,0.8909694915254235,1.1540421380460997,0.03230171261727894,0.6432328884328936,-0.11043742666711542,2020Q2,000530.SZ,1.59985,-0.12643592666711542
0.397,0.0297,49.5981,0.4723,0.9732,1.6232,6.8874,-15.5239,1.5394,7.4891,20200514.20338983,3.2659728813559337,0.2232839467693732,0.01862407975495063,0.11375882813140024,0.18802335188761374,2020Q2,000532.SZ,1.59985,0.17202485188761374
2.2281,0.33615,29.60265,0.29915,0.96035,-0.03275,0.44385,-7.13915,98.13335,1.3226,20200514.20338983,2.2458525423728832,0.3143569012070627,0.0015065986058690386,1.90984266455394,0.04128165897330481,2020Q2,000533.SZ,1.59985,0.02528315897330481
0.5148,0.0793,87.3234,4.6502,2.8419,0.6309,6.1785,31.6702,309.3438,9.6619,20200514.20338983,0.7980372881355932,0.21587132569354284,0.015436584178637166,0.11985163384256615,0.017662796843038273,2020Q2,000534.SZ,1.59985,0.0016642968430382735
2.35535,0.05725,-38.5805,-25.28845,-7.9181,0.09294999999999998,0.5741,-32.8165,33.49945,-35.8396,20200515.689655174,1.3786603448275856,1.1281608003224022,0.0015580649384678814,0.5302551989871118,-0.17609100704331854,2020Q2,000536.SZ,1.59985,-0.19208950704331854
0.149,0.1849,34.366699999999994,14.85275,3.58155,-0.38865,0.68685,10.38135,67.93485,26.95345,20200514.20338983,1.5940033898305084,1.117108946558666,0.23266703807244346,1.9432991842832101,0.0962695439565736,2020Q2,000537.SZ,1.59985,0.0802710439565736
0.4692,0.153,28.6428,3.3252,2.9306,0.0637,0.0548,10.5262,-30.1325,88.8786,20200514.20338983,0.9766033898305084,0.3362089770091745,0.03726460448985256,0.26422370862468675,0.12569689851078722,2020Q2,000538.SZ,1.59985,0.10969839851078722
0.1464,0.11745,33.728350000000006,3.75465,1.7106499999999998,0.7574000000000001,1.82245,-32.56815,-222.4434,1.85405,20200514.20338983,0.5239389830508474,0.8206412036308108,0.056012953807989235,0.5979337652055927,0.03475863336517448,2020Q2,000540.SZ,1.59985,0.018760133365174483
2.15945,0.32905,22.69185,3.60005,2.98705,0.05465,0.05925,-19.65585,-14.80935,10.46495,20200514.20338983,1.8837593220338984,0.6961140188062649,0.04435477866606118,0.4854290441569386,0.16997381540759904,2020Q2,000541.SZ,1.59985,0.15397531540759904
4.0038,0.0348,46.8944,2.0416,1.3588,-0.3274,3.3208,32.7974,92.4599,3.5997,20200514.20338983,0.6956999999999999,0.9141896079767932,0.07159471853843358,0.2681031788094355,0.06816290120458117,2020Q2,000544.SZ,1.59985,0.05216440120458117
2.5559,0.50895,8.68735,6.13615,4.6741,0.02185,4.57815,-10.8596,169.37045,12.2461,20200514.20338983,1.6837101694915253,0.6094991027512259,0.07112168236509038,1.2031118893579151,0.20420778326613365,2020Q2,000546.SZ,1.59985,0.18820928326613365
1.9875,0.23525,39.2931,5.38105,4.6956,-0.16215,0.01615,-4.29335,33.31995,11.24775,20200514.20338983,2.3380915254237293,0.3242015510021787,0.025120795917071243,0.16199304861437314,0.023035013690536125,2020Q2,000547.SZ,1.59985,0.007036513690536126
0.0336,0.0122,14.5134,-0.8775,-0.8459,-4.3619,0.0024,-55.9003,-290.0584,1.3887,20200514.20338983,0.6049322033898307,0.9175904640732644,0.029928517469342924,0.15560369450149536,0.010810916104215544,2020Q2,000548.SZ,1.59985,-0.0051875838957844535
2.0097,0.1981,15.2216,0.6596,0.1349,-0.6947,0.2027,-29.0054,168.0573,1.5022,20200514.20338983,1.0614169491525425,1.0030444399305911,0.014060332366184498,2.775072216870306,0.05483100879476978,2020Q2,000550.SZ,1.59985,0.03883250879476978
3.7618,0.0995,24.4833,1.9306,1.5798,0.1911,0.2799,-14.0823,-2.8681,4.1619,20200514.20338983,0.4312542372881357,1.4958554351515447,0.10240817135520032,0.7915919958042071,0.0442550090040402,2020Q2,000552.SZ,1.59985,0.0282565090040402
1.2115,0.3857,31.0426,0.5831999999999999,1.8121,-0.01305,0.8281499999999999,2.4185,-285.8511,-0.24315,20200514.20338983,1.0245966101694912,0.9632356722417748,0.03768504422506193,1.1582722152393523,-0.16969504505027486,2020Q2,000553.SZ,1.59985,-0.18569354505027488
8.52385,1.29705,9.91915,-0.12239999999999995,0.5134000000000001,0.2353,0.6504,-25.0817,-260.8519,0.18935,20200514.20338983,5.037844067796608,0.3884554492372457,0.0019969885007086467,1.2842840173255132,0.013100624045698584,2020Q2,000554.SZ,1.59985,-0.0028978759543014146
1.1894,0.2098,15.6816,0.5621,0.3853,-0.2836,0.0324,-1.9096,-24.3202,7.0809,20200514.20338983,1.8886949152542367,0.3560910471226349,0.025482580867163342,0.6883425770496318,0.02774814009814511,2020Q2,000555.SZ,1.59985,0.011749640098145112
0.26855,0.0305,23.70435,0.4267000000000001,0.9865,-0.7440500000000001,1.7303000000000002,-2.8006,149.71200000000005,2.8877,20200514.20338983,0.6283728813559323,0.3741057379247908,0.007663766376969731,0.08858215299933161,-0.0377403279828473,2020Q2,000558.SZ,1.59985,-0.0537388279828473
2.51905,0.5163,18.1424,6.0228,3.23125,0.09855,0.7213,-12.8705,-36.01255,-1.4449,20200514.20338983,0.27534745762711865,0.3772036038787917,0.04162205094336651,0.7802359976728561,-0.040080768041639854,2020Q2,000559.SZ,1.59985,-0.05607926804163985
0.73075,0.22845,37.9062,1.3682500000000002,0.5966499999999999,-0.29865,0.2187,-20.0267,-118.25625,7.18975,20200514.20338983,1.9910186440677964,0.3488854910897192,0.02186886564841553,0.3217057365611651,0.1548541620933439,2020Q2,000561.SZ,1.59985,0.1388556620933439
1.70185,0.139,41.06145,-2.90085,-0.09539999999999996,-0.1393,1.06505,-6.0922,-210.91535,-5.81395,20200514.20338983,1.880889830508474,0.4570916756819705,0.011292948041825412,0.2521368579921949,-0.16159912895887565,2020Q2,000566.SZ,1.59985,-0.17759762895887565
0.1114,0.03475,100.0,1.71025,2.07405,-2.23365,0.18515,-30.5413,-93.7632,2.14035,20200514.20338983,9.504969491525427,0.6558980343477633,0.017467371456917975,0.04878771906230212,0.2465490843043888,2020Q2,000567.SZ,1.59985,0.2305505843043888
0.50905,0.36755,83.73695000000002,16.97925,15.2686,0.10854999999999998,0.2972,-0.1789000000000005,12.654000000000002,13.9943,20200514.20338983,0.8834915254237288,0.16394185027957872,0.03438566101667654,0.12052727067386235,0.21285317623028646,2020Q2,000568.SZ,1.59985,0.19685467623028646
0.2899,0.0215,11.9322,-2.0364,-1.0501,-1.8769,8.9552,-71.5823,-103.6846,-0.561,20200512.413793106,0.7969206896551726,1.5476512912566505,0.02718778675236164,1.4970191616753474,-0.15015227386056285,2020Q2,000572.SZ,1.59985,-0.16615077386056284
0.2798,0.16265000000000002,30.845,1.7323,1.7365500000000005,-0.40085,0.4369,-48.2445,-132.7439,-0.5913499999999999,20200514.20338983,0.8187661016949153,1.005085208980477,0.03715530748679695,0.5343406321971961,-0.018407117098640503,2020Q2,000573.SZ,1.59985,-0.0344056170986405
0.8282,0.0787,35.8565,0.7668,0.8271,0.2356,0.6243,25.4384,-65.6504,7.9066,20200514.20338983,3.2674593220338988,0.3607532382165417,0.031351942688809815,0.15793088658411825,0.0027548226788450783,2020Q2,000576.SZ,1.59985,-0.013243677321154921
2.24005,0.2539,21.43945,8.49955,6.54875,0.11725,0.06584999999999999,27.247,19.813900000000004,5.2985,20200514.20338983,1.2750067796610172,0.81868526862023,0.11089407586498044,0.4231491862142263,0.13599700996174013,2020Q2,000581.SZ,1.59985,0.11999850996174015
0.68635,0.21855,17.52945,0.95275,1.0689,-0.20675,2.20045,-24.83055,-185.628,1.0182,20200514.20338983,1.9868084745762715,0.514536701784291,0.0205100448843019,0.5856775871933411,0.023834457840752325,2020Q2,000584.SZ,1.59985,0.007835957840752326
1.7456,0.39845,28.5379,1.31695,0.6677500000000001,-0.3454,0.0972,-19.99535,-29.318,4.0837,20200514.20338983,2.619215254237288,0.12132265746112172,0.004206667172630393,0.21665315155188705,-0.13971602974688224,2020Q2,000586.SZ,1.59985,-0.15571452974688224
1.0563333333333331,0.0776,-17.356433333333335,-171.05506666666668,-6.7826666666666675,-0.7140666666666666,0.5359499999999999,693.1837,27.993966666666665,-97.82696666666668,20200514.344827585,2.8208982758620693,0.3092773144727771,0.062234357188807286,2.731912673000392,-0.4595323293784395,2020Q2,000587.SZ,1.59985,-0.4755308293784395
