end_date,营收得分,利润得分,费用得分,周转得分,现金得分,净资产得分,总资产得分,市净率得分,市盈率得分,总分,code,name
20170630,0,0,0.0,0,0,2,0,10,0,12.0,000001.SZ,平安银行
20170930,0,0,0.0,0,0,2,0,10,0,12.0,000001.SZ,平安银行
20171231,0,0,0.0,0,0,1,0,10,0,11.0,000001.SZ,平安银行
20180331,0,0,0.0,0,0,2,0,10,0,12.0,000001.SZ,平安银行
20180630,1,0,0.0,0,0,2,0,10,0,13.0,000001.SZ,平安银行
20180930,4,0,0.0,0,5,2,0,10,0,21.0,000001.SZ,平安银行
20181231,5,0,0.0,0,0,1,0,10,0,16.0,000001.SZ,平安银行
20190331,10,1,0.0,0,0,2,0,10,0,23.0,000001.SZ,平安银行
20190630,10,3,0.0,0,0,2,0,10,0,25.0,000001.SZ,平安银行
20190930,10,3,0.0,0,10,2,0,10,7,42.0,000001.SZ,平安银行
20191231,10,1,0.0,0,6,0,0,10,7,34.0,000001.SZ,平安银行
20200331,10,2,0.0,0,5,0,0,10,9,36.0,000001.SZ,平安银行
20200630,10,0,0.0,0,0,0,0,10,0,20.0,000001.SZ,平安银行
20200930,8,0,0.0,0,0,0,0,10,10,28.0,000001.SZ,平安银行
20201231,6,0,0.0,0,0,0,0,9,10,25.0,000001.SZ,平安银行
20170630,0,10,0.0,0,0,3,0,6,0,19.0,000002.SZ,万科A
20170930,0,10,0.0,0,0,3,0,6,0,19.0,000002.SZ,万科A
20171231,0,10,3.0,10,10,10,1,6,0,50.0,000002.SZ,万科A
20180331,10,10,10.0,0,10,0,0,6,0,46.0,000002.SZ,万科A
20180630,10,10,3.0,0,10,4,0,6,0,43.0,000002.SZ,万科A
20180930,10,10,1.0,10,0,4,0,6,0,41.0,000002.SZ,万科A
20181231,10,10,5.0,10,0,10,1,6,0,52.0,000002.SZ,万科A
20190331,10,10,9.0,0,0,0,0,6,0,35.0,000002.SZ,万科A
20190630,10,10,3.0,0,0,5,0,6,0,34.0,000002.SZ,万科A
20190930,10,10,3.0,10,0,5,0,8,10,56.0,000002.SZ,万科A
20191231,10,2,3.0,10,0,10,0,7,10,52.0,000002.SZ,万科A
20200331,0,0,10.0,0,0,0,0,9,10,29.0,000002.SZ,万科A
20200630,0,0,3.0,0,10,3,0,9,8,33.0,000002.SZ,万科A
20200930,3,0,1.0,10,10,4,0,8,6,42.0,000002.SZ,万科A
20201231,9,0,3.0,10,10,10,0,8,3,53.0,000002.SZ,万科A
20170630,0,0,0.0,0,0,0,0,0,0,0.0,000004.SZ,国华网安
20170930,0,0,0.0,0,0,0,0,0,0,0.0,000004.SZ,国华网安
20171231,0,0,10.0,10,0,0,0,0,0,20.0,000004.SZ,国华网安
20180331,10,10,10.0,0,10,0,0,0,0,40.0,000004.SZ,国华网安
20180630,10,10,10.0,0,10,0,0,0,0,40.0,000004.SZ,国华网安
20180930,10,0,10.0,10,10,0,0,0,0,40.0,000004.SZ,国华网安
20181231,10,0,3.0,0,10,0,0,0,0,23.0,000004.SZ,国华网安
20190331,10,10,0.0,0,10,9,10,0,0,49.0,000004.SZ,国华网安
20190630,0,10,10.0,0,10,0,0,0,0,30.0,000004.SZ,国华网安
20190930,0,0,10.0,0,2,0,0,0,0,12.0,000004.SZ,国华网安
20191231,0,10,10.0,0,10,0,0,0,0,30.0,000004.SZ,国华网安
20200331,0,0,0.0,0,10,0,0,3,0,13.0,000004.SZ,国华网安
20200630,0,0,0.0,0,0,0,0,4,0,4.0,000004.SZ,国华网安
20200930,10,10,0.0,0,0,0,0,6,0,26.0,000004.SZ,国华网安
20170630,2,0,0.0,0,0,0,0,2,0,4.0,000005.SZ,世纪星源
20170930,0,0,0.0,0,0,0,0,2,0,2.0,000005.SZ,世纪星源
20171231,5,0,5.0,10,10,0,0,2,0,32.0,000005.SZ,世纪星源
20180331,10,10,1.0,0,0,0,0,2,0,23.0,000005.SZ,世纪星源
20180630,10,10,9.0,0,0,0,0,2,0,31.0,000005.SZ,世纪星源
20180930,10,10,5.0,10,0,0,0,2,0,37.0,000005.SZ,世纪星源
20181231,0,10,5.0,10,0,1,4,2,0,32.0,000005.SZ,世纪星源
20190331,0,0,10.0,0,0,0,0,2,0,12.0,000005.SZ,世纪星源
20190630,10,10,0.0,10,0,0,3,2,0,35.0,000005.SZ,世纪星源
20190930,10,10,0.0,10,10,0,0,7,10,57.0,000005.SZ,世纪星源
20191231,6,0,10.0,10,10,0,0,7,10,53.0,000005.SZ,世纪星源
20191231,9,3,10.0,7,0,1,5,7,10,52.0,000005.SZ,世纪星源
20200331,0,0,10.0,0,0,0,0,8,10,28.0,000005.SZ,世纪星源
20200630,0,0,0.0,1,0,0,0,8,10,19.0,000005.SZ,世纪星源
20200930,0,0,0.0,10,0,0,0,8,10,28.0,000005.SZ,世纪星源
20170630,10,10,0.0,0,0,0,3,6,0,29.0,000006.SZ,深振业A
20170930,10,10,0.0,0,0,0,1,6,0,27.0,000006.SZ,深振业A
20171231,0,0,9.0,10,10,5,6,6,0,46.0,000006.SZ,深振业A
20180331,0,10,9.0,0,9,10,10,6,0,54.0,000006.SZ,深振业A
20180630,0,10,5.0,0,0,5,8,6,0,34.0,000006.SZ,深振业A
20180930,0,10,5.0,10,0,2,5,6,0,38.0,000006.SZ,深振业A
20181231,0,0,7.0,10,10,5,7,6,0,45.0,000006.SZ,深振业A
20190331,0,0,10.0,0,10,0,0,6,0,26.0,000006.SZ,深振业A
20190630,0,0,7.0,0,10,0,0,6,0,23.0,000006.SZ,深振业A
20190930,10,0,0.0,10,10,0,2,10,10,52.0,000006.SZ,深振业A
20191231,10,0,1.0,10,0,2,7,10,10,50.0,000006.SZ,深振业A
20200331,10,10,5.0,0,0,0,1,10,10,46.0,000006.SZ,深振业A
20200630,10,5,9.0,0,0,0,0,9,0,33.0,000006.SZ,深振业A
20200930,0,0,9.0,10,0,0,3,9,6,37.0,000006.SZ,深振业A
20201231,0,0,3.0,10,0,2,6,10,5,36.0,000006.SZ,深振业A
20170630,10,0,0.0,0,0,1,0,0,0,11.0,000007.SZ,全新好
20170930,10,0,0.0,0,0,0,0,0,0,10.0,000007.SZ,全新好
20171231,0,0,0.0,10,0,0,0,0,0,10.0,000007.SZ,全新好
20180331,0,0,0.0,0,0,0,0,0,0,0.0,000007.SZ,全新好
20180630,0,0,0.0,0,10,0,0,0,0,10.0,000007.SZ,全新好
20180930,0,0,0.0,10,0,0,0,0,0,10.0,000007.SZ,全新好
20181231,2,0,10.0,10,0,0,0,0,0,22.0,000007.SZ,全新好
20190331,0,10,10.0,0,0,8,10,0,0,38.0,000007.SZ,全新好
20190630,0,10,0.0,0,0,0,0,0,0,10.0,000007.SZ,全新好
20190930,0,10,0.0,10,0,0,0,0,0,20.0,000007.SZ,全新好
20191231,0,10,10.0,10,0,1,8,0,0,39.0,000007.SZ,全新好
20200331,0,0,10.0,0,10,0,0,0,0,20.0,000007.SZ,全新好
20200630,0,0,0.0,0,10,0,0,0,0,10.0,000007.SZ,全新好
20200930,3,0,0.0,10,0,0,0,0,0,13.0,000007.SZ,全新好
20170630,0,10,0.0,0,0,0,0,4,0,14.0,000008.SZ,神州高铁
20170930,0,0,0.0,0,0,0,0,4,0,4.0,000008.SZ,神州高铁
20171231,10,10,0.0,10,0,3,10,4,0,47.0,000008.SZ,神州高铁
20180331,0,10,10.0,0,0,0,0,4,0,24.0,000008.SZ,神州高铁
20180630,10,10,9.0,0,0,0,0,4,0,33.0,000008.SZ,神州高铁
20180930,10,2,0.0,10,0,0,0,4,0,26.0,000008.SZ,神州高铁
20181231,5,0,0.0,10,0,0,0,4,0,19.0,000008.SZ,神州高铁
20190331,10,0,10.0,0,0,0,0,4,0,24.0,000008.SZ,神州高铁
20190630,10,0,7.0,0,0,0,0,4,0,21.0,000008.SZ,神州高铁
20190930,10,2,0.0,10,0,0,0,9,0,31.0,000008.SZ,神州高铁
20191231,10,9,0.0,10,0,0,1,9,1,40.0,000008.SZ,神州高铁
20200331,0,0,10.0,0,0,0,0,9,10,29.0,000008.SZ,神州高铁
20200630,0,0,9.0,0,0,0,0,10,10,29.0,000008.SZ,神州高铁
20200930,0,0,0.0,10,3,0,0,10,10,33.0,000008.SZ,神州高铁
20170630,0,1,0.0,0,0,0,0,3,0,4.0,000009.SZ,中国宝安
20170930,10,0,0.0,0,0,0,0,3,0,13.0,000009.SZ,中国宝安
20171231,5,0,7.0,10,9,0,0,3,0,34.0,000009.SZ,中国宝安
20180331,10,2,0.0,0,10,0,0,3,0,25.0,000009.SZ,中国宝安
20180630,10,10,3.0,1,10,0,0,3,0,37.0,000009.SZ,中国宝安
20180930,10,0,5.0,10,10,0,0,3,0,38.0,000009.SZ,中国宝安
20181231,10,10,0.0,10,10,0,0,3,0,43.0,000009.SZ,中国宝安
20190331,6,10,10.0,0,10,0,0,3,0,39.0,000009.SZ,中国宝安
20190630,10,10,1.0,0,10,0,1,3,0,35.0,000009.SZ,中国宝安
20190930,10,10,1.0,10,10,0,1,7,8,57.0,000009.SZ,中国宝安
20191231,0,0,5.0,10,10,0,1,5,6,37.0,000009.SZ,中国宝安
20200331,0,0,10.0,0,10,0,0,5,1,26.0,000009.SZ,中国宝安
20200630,0,0,7.0,0,10,0,0,3,10,30.0,000009.SZ,中国宝安
20200930,0,7,3.0,10,10,1,3,4,0,38.0,000009.SZ,中国宝安
20201231,0,6,5.0,10,10,1,2,5,10,49.0,000009.SZ,中国宝安
20170630,0,0,0.0,0,0,0,0,8,0,8.0,000010.SZ,美丽生态
20170930,0,0,0.0,0,0,0,0,8,0,8.0,000010.SZ,美丽生态
20171231,0,0,1.0,10,0,0,0,8,0,19.0,000010.SZ,美丽生态
20180331,0,0,10.0,0,0,0,0,8,0,18.0,000010.SZ,美丽生态
20180630,0,0,10.0,0,0,0,0,8,0,18.0,000010.SZ,美丽生态
20180930,0,0,1.0,10,0,0,0,8,0,19.0,000010.SZ,美丽生态
20181231,0,10,0.0,10,0,0,0,8,0,28.0,000010.SZ,美丽生态
20190331,10,10,0.0,0,0,0,2,8,0,30.0,000010.SZ,美丽生态
20190630,10,10,0.0,10,0,0,3,8,0,41.0,000010.SZ,美丽生态
20190930,10,10,0.0,10,0,4,6,0,0,40.0,000010.SZ,美丽生态
20191231,10,10,0.0,10,0,1,5,0,0,36.0,000010.SZ,美丽生态
20200331,0,0,10.0,0,0,0,0,0,0,10.0,000010.SZ,美丽生态
20200630,10,0,0.0,0,0,0,0,0,10,20.0,000010.SZ,美丽生态
20200930,0,0,0.0,10,0,0,0,0,10,20.0,000010.SZ,美丽生态
20170630,10,10,0.0,0,0,10,10,1,0,41.0,000011.SZ,深物业A
20170930,10,10,0.0,0,0,10,10,1,0,41.0,000011.SZ,深物业A
20171231,10,10,7.0,10,0,10,10,1,0,58.0,000011.SZ,深物业A
20180331,0,0,1.0,0,0,0,0,1,0,2.0,000011.SZ,深物业A
20180630,0,0,5.0,0,0,0,0,1,0,6.0,000011.SZ,深物业A
20180930,0,0,7.0,10,0,0,0,1,0,18.0,000011.SZ,深物业A
20181231,0,0,5.0,10,9,9,10,1,0,44.0,000011.SZ,深物业A
20190331,0,10,10.0,0,10,0,2,1,0,33.0,000011.SZ,深物业A
20190630,0,4,10.0,0,0,0,0,1,0,15.0,000011.SZ,深物业A
20190930,0,0,10.0,10,0,0,0,8,9,37.0,000011.SZ,深物业A
20191231,10,0,0.0,10,5,10,10,8,0,53.0,000011.SZ,深物业A
20200331,10,10,0.0,0,0,9,6,9,10,54.0,000011.SZ,深物业A
20200630,10,10,7.0,0,0,3,2,5,10,47.0,000011.SZ,深物业A
20200930,10,6,10.0,10,0,0,0,4,10,50.0,000011.SZ,深物业A
20201231,0,0,1.0,10,0,10,10,7,9,47.0,000011.SZ,深物业A
20170630,10,0,0.0,0,0,0,4,6,0,20.0,000012.SZ,南玻A
20170930,10,0,0.0,0,0,2,6,6,0,24.0,000012.SZ,南玻A
20171231,10,2,5.0,10,10,0,4,6,0,47.0,000012.SZ,南玻A
20180331,10,0,7.0,0,10,0,1,6,0,34.0,000012.SZ,南玻A
20180630,6,0,7.0,0,10,0,2,6,0,31.0,000012.SZ,南玻A
20180930,0,0,5.0,10,10,0,1,6,0,32.0,000012.SZ,南玻A
20181231,0,0,5.0,10,10,0,0,6,0,31.0,000012.SZ,南玻A
20190331,0,0,5.0,0,10,0,0,6,0,21.0,000012.SZ,南玻A
20190630,0,1,5.0,0,10,0,3,6,0,25.0,000012.SZ,南玻A
20190930,0,4,5.0,10,10,0,3,9,0,41.0,000012.SZ,南玻A
20191231,0,7,5.0,10,10,0,0,8,0,40.0,000012.SZ,南玻A
20200331,0,0,10.0,0,10,0,0,9,0,29.0,000012.SZ,南玻A
20200630,0,0,3.0,0,10,0,3,8,0,24.0,000012.SZ,南玻A
20200930,0,10,1.0,10,10,0,7,8,0,46.0,000012.SZ,南玻A
20170630,10,10,0.0,0,0,0,0,1,0,21.0,000014.SZ,沙河股份
20170930,10,10,0.0,0,0,0,0,1,0,21.0,000014.SZ,沙河股份
20171231,0,0,9.0,10,10,0,0,1,0,30.0,000014.SZ,沙河股份
20180331,0,10,10.0,0,10,0,0,1,0,31.0,000014.SZ,沙河股份
20180630,0,0,10.0,0,10,0,0,1,0,21.0,000014.SZ,沙河股份
20180930,0,0,9.0,10,10,0,0,1,0,30.0,000014.SZ,沙河股份
20181231,0,10,0.0,10,0,8,10,1,0,39.0,000014.SZ,沙河股份
20190331,0,0,10.0,0,0,0,0,1,0,11.0,000014.SZ,沙河股份
20190630,0,0,0.0,0,0,0,0,1,0,1.0,000014.SZ,沙河股份
20190930,0,0,0.0,10,0,0,0,7,10,27.0,000014.SZ,沙河股份
20191231,10,10,0.0,10,10,0,0,7,10,57.0,000014.SZ,沙河股份
20200331,10,10,0.0,0,10,0,0,8,10,48.0,000014.SZ,沙河股份
20200630,10,10,1.0,0,0,0,0,6,10,37.0,000014.SZ,沙河股份
20200930,10,10,10.0,10,8,0,0,7,10,65.0,000014.SZ,沙河股份
20201231,0,0,9.0,10,10,0,0,8,10,47.0,000014.SZ,沙河股份
20170630,10,10,0.0,0,0,0,0,2,0,22.0,000016.SZ,深康佳A
20170930,10,10,0.0,0,0,0,0,2,0,22.0,000016.SZ,深康佳A
20171231,10,10,5.0,10,0,10,10,2,0,57.0,000016.SZ,深康佳A
20180331,10,10,3.0,0,0,0,0,2,0,25.0,000016.SZ,深康佳A
20180630,10,10,3.0,1,0,0,0,2,0,26.0,000016.SZ,深康佳A
20180930,10,10,3.0,10,0,0,0,2,0,35.0,000016.SZ,深康佳A
20181231,10,0,5.0,10,0,0,0,2,0,27.0,000016.SZ,深康佳A
20190331,10,10,7.0,0,0,0,1,2,0,30.0,000016.SZ,深康佳A
20190630,10,9,3.0,0,0,0,0,2,0,24.0,000016.SZ,深康佳A
20190930,10,10,3.0,10,0,0,0,9,3,45.0,000016.SZ,深康佳A
20191231,10,10,5.0,10,0,0,0,9,10,54.0,000016.SZ,深康佳A
20200331,0,0,10.0,0,0,0,0,6,10,26.0,000016.SZ,深康佳A
20200630,0,0,7.0,0,0,0,0,7,0,14.0,000016.SZ,深康佳A
20200930,0,0,3.0,10,0,0,0,8,0,21.0,000016.SZ,深康佳A
20201231,0,10,1.0,10,0,0,0,8,1,30.0,000016.SZ,深康佳A
20170630,0,0,0.0,0,0,0,0,0,0,0.0,000017.SZ,*ST中华A
20170930,0,0,0.0,0,0,0,0,0,0,0.0,000017.SZ,*ST中华A
20171231,0,0,3.0,10,10,0,0,0,0,23.0,000017.SZ,*ST中华A
20180331,1,0,3.0,0,0,0,0,0,0,4.0,000017.SZ,*ST中华A
20180630,10,10,7.0,0,0,0,0,0,0,27.0,000017.SZ,*ST中华A
20180930,1,10,7.0,10,0,0,0,0,0,28.0,000017.SZ,*ST中华A
20181231,0,0,7.0,10,0,0,0,0,0,17.0,000017.SZ,*ST中华A
20190331,0,0,5.0,0,10,0,0,0,0,15.0,000017.SZ,*ST中华A
20190630,0,0,7.0,0,10,0,0,0,0,17.0,000017.SZ,*ST中华A
20190930,0,0,3.0,10,10,0,0,0,0,23.0,000017.SZ,*ST中华A
20191231,0,0,10.0,5,10,0,0,0,0,25.0,000017.SZ,*ST中华A
20200331,0,0,9.0,0,10,0,0,0,0,19.0,000017.SZ,*ST中华A
20200630,6,10,0.0,0,10,10,10,0,0,46.0,000017.SZ,*ST中华A
20200930,10,10,0.0,10,0,10,10,0,0,50.0,000017.SZ,*ST中华A
20170630,0,3,0.0,0,0,0,0,0,0,3.0,000019.SZ,深粮控股
20170930,0,9,0.0,0,0,0,0,0,0,9.0,000019.SZ,深粮控股
20171231,10,0,5.0,10,10,0,0,0,0,35.0,000019.SZ,深粮控股
20180331,0,0,10.0,0,10,0,0,0,0,20.0,000019.SZ,深粮控股
20180630,0,3,3.0,0,6,0,0,0,0,12.0,000019.SZ,深粮控股
20180930,0,0,1.0,10,0,0,0,0,0,11.0,000019.SZ,深粮控股
20181231,0,0,0.0,10,10,2,9,0,0,31.0,000019.SZ,深粮控股
20190331,1,0,0.0,0,0,1,7,0,0,9.0,000019.SZ,深粮控股
20190630,3,0,5.0,0,0,0,5,0,0,13.0,000019.SZ,深粮控股
20190930,0,5,5.0,10,0,0,5,8,0,33.0,000019.SZ,深粮控股
20191231,0,9,5.0,10,0,0,3,9,5,41.0,000019.SZ,深粮控股
20200331,0,0,7.0,0,0,0,1,7,10,25.0,000019.SZ,深粮控股
20200630,0,0,3.0,0,0,0,3,7,10,23.0,000019.SZ,深粮控股
20200930,1,0,3.0,10,9,0,3,7,10,43.0,000019.SZ,深粮控股
20170630,10,0,0.0,0,0,0,0,0,0,10.0,000020.SZ,深华发A
20170930,10,0,0.0,0,0,0,0,0,0,10.0,000020.SZ,深华发A
20171231,10,0,5.0,10,0,0,0,0,0,25.0,000020.SZ,深华发A
20180331,0,0,7.0,0,0,0,0,0,0,7.0,000020.SZ,深华发A
20180630,0,10,7.0,0,0,0,0,0,0,17.0,000020.SZ,深华发A
20180930,0,10,5.0,10,0,0,0,0,0,25.0,000020.SZ,深华发A
20181231,0,0,5.0,10,0,0,0,0,0,15.0,000020.SZ,深华发A
20190331,0,10,9.0,0,0,0,0,0,0,19.0,000020.SZ,深华发A
20190630,0,3,5.0,0,10,0,0,0,0,18.0,000020.SZ,深华发A
20190930,7,10,3.0,10,10,0,0,0,0,40.0,000020.SZ,深华发A
20191231,8,10,5.0,10,10,0,0,0,0,43.0,000020.SZ,深华发A
20200331,0,0,10.0,0,10,0,0,0,0,20.0,000020.SZ,深华发A
20200630,0,10,1.0,0,10,0,0,0,10,31.0,000020.SZ,深华发A
20200930,0,10,3.0,10,10,0,0,0,10,43.0,000020.SZ,深华发A
20170630,0,9,0.0,0,0,1,3,7,0,20.0,000021.SZ,深科技
20170930,0,10,0.0,0,0,1,1,7,0,19.0,000021.SZ,深科技
20171231,0,10,5.0,10,8,0,1,7,0,41.0,000021.SZ,深科技
20180331,10,5,5.0,0,7,0,0,7,0,34.0,000021.SZ,深科技
20180630,10,0,3.0,0,8,0,0,7,0,28.0,000021.SZ,深科技
20180930,10,0,5.0,10,9,0,0,7,0,41.0,000021.SZ,深科技
20181231,8,0,5.0,10,6,0,0,7,0,36.0,000021.SZ,深科技
20190331,0,7,5.0,0,4,0,0,7,0,23.0,000021.SZ,深科技
20190630,0,0,7.0,0,1,0,0,7,0,15.0,000021.SZ,深科技
20190930,0,0,5.0,10,0,0,0,6,10,31.0,000021.SZ,深科技
20191231,0,0,5.0,10,0,0,0,6,10,31.0,000021.SZ,深科技
20200331,0,0,5.0,0,0,0,0,3,10,18.0,000021.SZ,深科技
20200630,3,10,5.0,0,0,0,0,1,10,29.0,000021.SZ,深科技
20200930,0,10,7.0,10,0,0,0,2,0,29.0,000021.SZ,深科技
20170630,10,0,0.0,0,0,0,0,0,0,10.0,000023.SZ,深天地A
20170930,10,5,0.0,0,0,1,0,0,0,16.0,000023.SZ,深天地A
20171231,10,0,7.0,10,10,0,0,0,0,37.0,000023.SZ,深天地A
20180331,8,0,5.0,0,10,0,0,0,0,23.0,000023.SZ,深天地A
20180630,10,0,3.0,0,10,0,0,0,0,23.0,000023.SZ,深天地A
20180930,10,0,3.0,10,10,0,0,0,0,33.0,000023.SZ,深天地A
20181231,10,10,7.0,10,10,0,0,0,0,47.0,000023.SZ,深天地A
20190331,10,10,3.0,0,10,4,3,0,0,40.0,000023.SZ,深天地A
20190630,10,10,3.0,1,10,4,3,0,0,41.0,000023.SZ,深天地A
20190930,10,10,5.0,10,0,6,5,2,10,58.0,000023.SZ,深天地A
20191231,9,10,7.0,10,10,1,0,3,10,60.0,000023.SZ,深天地A
20200331,0,0,10.0,0,0,0,0,2,10,22.0,000023.SZ,深天地A
20200630,0,0,3.0,0,0,0,0,0,10,13.0,000023.SZ,深天地A
20200930,0,0,1.0,10,10,0,0,0,10,31.0,000023.SZ,深天地A
20170630,0,9,0.0,0,0,0,0,0,0,9.0,000025.SZ,特力A
20170930,0,10,0.0,0,0,0,0,0,0,10.0,000025.SZ,特力A
20171231,2,10,3.0,10,0,0,1,0,0,26.0,000025.SZ,特力A
20180331,8,10,3.0,0,0,0,0,0,0,21.0,000025.SZ,特力A
20180630,10,5,5.0,8,0,0,0,0,0,28.0,000025.SZ,特力A
20180930,10,0,7.0,10,0,0,0,0,0,27.0,000025.SZ,特力A
20181231,10,10,7.0,10,0,0,3,0,0,40.0,000025.SZ,特力A
20190331,10,4,1.0,0,0,0,0,0,0,15.0,000025.SZ,特力A
20190630,10,10,0.0,0,0,0,3,0,0,23.0,000025.SZ,特力A
20190930,10,10,3.0,10,0,0,2,0,0,35.0,000025.SZ,特力A
20191231,10,10,7.0,7,0,9,10,0,7,60.0,000025.SZ,特力A
20200331,0,0,5.0,0,0,0,0,0,3,8.0,000025.SZ,特力A
20200630,0,0,3.0,0,0,0,0,0,0,3.0,000025.SZ,特力A
20200930,0,0,5.0,10,10,0,0,0,10,35.0,000025.SZ,特力A
20170630,3,10,0.0,0,0,0,4,7,0,24.0,000026.SZ,飞亚达
20170930,6,9,0.0,0,0,0,5,7,0,27.0,000026.SZ,飞亚达
20171231,7,10,5.0,10,10,0,2,7,0,51.0,000026.SZ,飞亚达
20180331,0,10,5.0,0,10,0,9,7,0,41.0,000026.SZ,飞亚达
20180630,1,10,7.0,0,10,0,8,7,0,43.0,000026.SZ,飞亚达
20180930,0,4,7.0,10,10,0,8,7,0,46.0,000026.SZ,飞亚达
20181231,0,6,5.0,10,10,0,4,7,0,42.0,000026.SZ,飞亚达
20190331,0,0,1.0,0,10,0,10,7,0,28.0,000026.SZ,飞亚达
20190630,0,1,5.0,0,10,0,9,7,0,32.0,000026.SZ,飞亚达
20190930,2,1,5.0,10,10,0,9,9,0,46.0,000026.SZ,飞亚达
20191231,4,4,5.0,10,10,0,6,8,0,47.0,000026.SZ,飞亚达
20200331,0,0,10.0,0,10,0,0,9,10,39.0,000026.SZ,飞亚达
20200630,0,0,0.0,0,10,0,1,9,10,30.0,000026.SZ,飞亚达
20200930,2,0,0.0,10,0,1,10,6,10,39.0,000026.SZ,飞亚达
20201231,10,10,1.0,10,10,1,10,8,0,60.0,000026.SZ,飞亚达
20170630,10,0,0.0,0,0,0,0,9,0,19.0,000027.SZ,深圳能源
20170930,10,0,0.0,0,0,0,0,9,0,19.0,000027.SZ,深圳能源
20171231,10,0,5.0,10,10,0,0,9,0,44.0,000027.SZ,深圳能源
20180331,10,0,5.0,0,10,0,0,9,0,34.0,000027.SZ,深圳能源
20180630,10,6,3.0,0,10,0,0,9,0,38.0,000027.SZ,深圳能源
20180930,10,0,5.0,10,10,0,0,9,0,44.0,000027.SZ,深圳能源
20181231,10,0,5.0,10,10,0,0,9,0,44.0,000027.SZ,深圳能源
20190331,4,10,9.0,0,10,0,0,9,0,42.0,000027.SZ,深圳能源
20190630,10,10,3.0,1,10,0,1,9,0,44.0,000027.SZ,深圳能源
20190930,10,10,3.0,10,10,0,1,10,10,64.0,000027.SZ,深圳能源
20191231,7,10,5.0,10,10,0,0,10,10,62.0,000027.SZ,深圳能源
20200331,0,0,9.0,0,10,0,0,10,10,39.0,000027.SZ,深圳能源
20200630,0,0,7.0,0,10,8,6,10,10,51.0,000027.SZ,深圳能源
20200930,0,3,3.0,10,9,6,5,10,10,56.0,000027.SZ,深圳能源
20170630,0,0,0.0,0,0,3,5,2,0,10.0,000028.SZ,国药一致
20170930,0,0,0.0,0,0,2,4,2,0,8.0,000028.SZ,国药一致
20171231,0,0,5.0,10,1,2,4,2,0,24.0,000028.SZ,国药一致
20180331,0,0,5.0,0,0,2,4,2,0,13.0,000028.SZ,国药一致
20180630,0,1,5.0,0,0,3,6,2,0,17.0,000028.SZ,国药一致
20180930,0,2,5.0,10,0,2,4,2,0,25.0,000028.SZ,国药一致
20181231,0,2,5.0,10,0,2,4,2,0,25.0,000028.SZ,国药一致
20190331,10,1,5.0,0,0,0,2,2,0,20.0,000028.SZ,国药一致
20190630,10,1,5.0,0,0,1,4,2,0,23.0,000028.SZ,国药一致
20190930,10,1,5.0,10,0,1,3,9,0,39.0,000028.SZ,国药一致
20191231,10,0,5.0,10,10,0,3,9,0,47.0,000028.SZ,国药一致
20200331,1,0,7.0,0,4,0,0,9,10,31.0,000028.SZ,国药一致
20200630,1,0,5.0,0,10,0,2,9,10,37.0,000028.SZ,国药一致
20200930,4,0,5.0,10,10,0,1,9,10,49.0,000028.SZ,国药一致
20201231,8,4,5.0,10,10,0,2,9,0,48.0,000028.SZ,国药一致
20170630,0,0,0.0,0,0,0,9,0,0,9.0,000029.SZ,深深房A
20170930,0,0,0.0,0,0,0,4,0,0,4.0,000029.SZ,深深房A
20171231,0,0,7.0,10,0,0,2,0,0,19.0,000029.SZ,深深房A
20180331,0,0,10.0,0,0,0,0,0,0,10.0,000029.SZ,深深房A
20180630,10,10,0.0,5,10,10,10,0,0,55.0,000029.SZ,深深房A
20180930,10,10,0.0,10,10,7,10,0,0,57.0,000029.SZ,深深房A
20181231,10,10,5.0,10,10,6,10,0,0,61.0,000029.SZ,深深房A
20190331,10,10,7.0,0,10,0,8,0,0,45.0,000029.SZ,深深房A
20190630,0,0,3.0,0,10,10,10,0,0,33.0,000029.SZ,深深房A
20190930,10,4,5.0,10,10,7,10,0,0,56.0,000029.SZ,深深房A
20191231,10,0,7.0,10,10,6,10,0,0,53.0,000029.SZ,深深房A
20200331,0,0,7.0,0,10,0,0,0,0,17.0,000029.SZ,深深房A
20200630,0,0,7.0,0,0,0,1,0,0,8.0,000029.SZ,深深房A
20200930,0,0,7.0,10,0,0,5,0,0,22.0,000029.SZ,深深房A
20201231,0,0,5.0,10,0,0,5,8,10,38.0,000029.SZ,深深房A
20170630,10,10,0.0,0,0,7,10,7,0,44.0,000030.SZ,富奥股份
20170930,10,10,0.0,0,0,6,10,7,0,43.0,000030.SZ,富奥股份
20171231,10,10,5.0,10,0,5,8,7,0,55.0,000030.SZ,富奥股份
20180331,0,0,5.0,0,0,6,8,7,0,26.0,000030.SZ,富奥股份
20180630,7,0,5.0,1,0,6,9,7,0,35.0,000030.SZ,富奥股份
20180930,7,0,5.0,10,0,5,7,7,0,41.0,000030.SZ,富奥股份
20181231,4,0,5.0,10,0,5,6,7,0,37.0,000030.SZ,富奥股份
20190331,10,0,1.0,0,0,3,4,7,0,25.0,000030.SZ,富奥股份
20190630,10,0,3.0,0,0,3,5,7,0,28.0,000030.SZ,富奥股份
20190930,10,0,5.0,10,0,3,4,9,10,51.0,000030.SZ,富奥股份
20191231,10,0,5.0,10,0,4,5,9,10,53.0,000030.SZ,富奥股份
20200331,0,0,5.0,0,0,0,0,9,10,24.0,000030.SZ,富奥股份
