end_date,营收得分,利润得分,费用得分,周转得分,现金得分,净资产得分,总资产得分,市净率得分,市盈率得分,总分,code,name
20170630,6,0,0.0,0,0,0,0,0,0,6.0,300198.SZ,纳川股份
20170930,10,0,0.0,0,0,0,0,0,0,10.0,300198.SZ,纳川股份
20171231,10,3,1.0,10,0,0,0,0,0,24.0,300198.SZ,纳川股份
20180331,10,10,7.0,0,0,0,0,0,0,27.0,300198.SZ,纳川股份
20180630,10,0,9.0,0,0,0,0,0,0,19.0,300198.SZ,纳川股份
20180930,0,0,9.0,10,10,0,0,0,0,29.0,300198.SZ,纳川股份
20181231,0,0,10.0,10,0,0,0,0,0,20.0,300198.SZ,纳川股份
20190331,0,0,0.0,0,0,0,0,0,0,0.0,300198.SZ,纳川股份
20190630,0,10,7.0,0,0,10,10,0,0,37.0,300198.SZ,纳川股份
20190930,0,10,10.0,10,0,10,10,6,0,56.0,300198.SZ,纳川股份
20191231,0,10,10.0,10,0,9,10,5,0,54.0,300198.SZ,纳川股份
20200331,0,10,10.0,0,0,0,0,6,10,36.0,300198.SZ,纳川股份
20200630,0,0,0.0,2,0,0,0,5,0,7.0,300198.SZ,纳川股份
20200930,2,0,0.0,10,0,0,0,3,0,15.0,300198.SZ,纳川股份
20170630,10,10,0.0,0,0,0,6,3,0,29.0,300199.SZ,翰宇药业
20170930,10,0,0.0,0,0,0,5,3,0,18.0,300199.SZ,翰宇药业
20171231,10,9,10.0,10,0,0,5,3,0,47.0,300199.SZ,翰宇药业
20180331,10,7,10.0,0,0,0,6,3,0,36.0,300199.SZ,翰宇药业
20180630,10,10,7.0,0,0,1,7,3,0,38.0,300199.SZ,翰宇药业
20180930,10,9,7.0,10,0,0,5,3,0,44.0,300199.SZ,翰宇药业
20181231,0,0,10.0,10,10,0,0,3,0,33.0,300199.SZ,翰宇药业
20190331,0,0,3.0,0,10,0,0,3,0,16.0,300199.SZ,翰宇药业
20190630,0,0,10.0,0,0,0,0,3,0,13.0,300199.SZ,翰宇药业
20190930,0,0,10.0,10,0,0,0,7,0,27.0,300199.SZ,翰宇药业
20191231,0,0,10.0,10,0,0,0,8,0,28.0,300199.SZ,翰宇药业
20200331,0,0,0.0,0,0,0,0,6,0,6.0,300199.SZ,翰宇药业
20200630,0,0,0.0,2,0,0,0,7,0,9.0,300199.SZ,翰宇药业
20200930,10,10,10.0,10,0,0,0,5,0,45.0,300199.SZ,翰宇药业
20170630,10,0,0.0,0,0,0,0,6,0,16.0,300200.SZ,高盟新材
20170930,10,0,0.0,0,0,0,3,6,0,19.0,300200.SZ,高盟新材
20171231,10,0,9.0,10,0,0,0,6,0,35.0,300200.SZ,高盟新材
20180331,10,10,5.0,0,0,0,5,6,0,36.0,300200.SZ,高盟新材
20180630,10,10,3.0,2,7,0,2,6,0,40.0,300200.SZ,高盟新材
20180930,10,10,5.0,10,10,0,4,6,0,55.0,300200.SZ,高盟新材
20181231,10,10,7.0,10,10,0,2,6,0,55.0,300200.SZ,高盟新材
20190331,0,10,10.0,0,10,1,10,6,0,47.0,300200.SZ,高盟新材
20190630,0,10,3.0,0,10,2,10,6,0,41.0,300200.SZ,高盟新材
20190930,0,10,5.0,10,10,2,10,9,10,66.0,300200.SZ,高盟新材
20191231,0,10,7.0,10,10,2,10,7,10,66.0,300200.SZ,高盟新材
20200331,0,0,0.0,0,10,1,10,8,10,39.0,300200.SZ,高盟新材
20200630,0,3,1.0,0,10,3,10,6,10,43.0,300200.SZ,高盟新材
20200930,0,5,7.0,10,4,4,10,4,1,45.0,300200.SZ,高盟新材
20170630,10,10,0.0,0,0,0,0,0,0,20.0,300201.SZ,海伦哲
20170930,10,10,0.0,0,0,0,1,0,0,21.0,300201.SZ,海伦哲
20171231,5,10,5.0,10,0,1,5,0,0,36.0,300201.SZ,海伦哲
20180331,0,0,10.0,0,0,0,0,0,0,10.0,300201.SZ,海伦哲
20180630,7,0,0.0,0,0,0,0,0,0,7.0,300201.SZ,海伦哲
20180930,5,0,0.0,10,0,0,0,0,0,15.0,300201.SZ,海伦哲
20181231,10,0,3.0,10,0,0,1,0,0,24.0,300201.SZ,海伦哲
20190331,10,0,10.0,0,9,0,0,0,0,29.0,300201.SZ,海伦哲
20190630,0,0,1.0,0,10,0,0,0,0,11.0,300201.SZ,海伦哲
20190930,0,0,0.0,10,0,0,0,4,10,24.0,300201.SZ,海伦哲
20191231,0,0,1.0,10,7,0,0,6,10,34.0,300201.SZ,海伦哲
20200331,10,10,5.0,0,0,0,0,7,0,32.0,300201.SZ,海伦哲
20200630,10,0,5.0,0,10,0,0,6,10,41.0,300201.SZ,海伦哲
20200930,9,0,3.0,10,0,0,0,6,10,38.0,300201.SZ,海伦哲
20170630,0,0,0.0,0,0,0,0,0,0,0.0,300202.SZ,聚龙股份
20170930,0,0,0.0,0,0,0,0,0,0,0.0,300202.SZ,聚龙股份
20171231,0,0,0.0,10,0,0,0,0,0,10.0,300202.SZ,聚龙股份
20180331,10,0,0.0,0,0,0,0,0,0,10.0,300202.SZ,聚龙股份
20180630,10,3,7.0,0,0,0,0,0,0,20.0,300202.SZ,聚龙股份
20180930,10,0,10.0,10,0,0,0,0,0,30.0,300202.SZ,聚龙股份
20181231,0,0,10.0,10,10,0,0,0,0,30.0,300202.SZ,聚龙股份
20190331,0,8,10.0,0,10,0,0,0,0,28.0,300202.SZ,聚龙股份
20190630,0,10,10.0,0,10,0,0,0,0,30.0,300202.SZ,聚龙股份
20190930,0,10,7.0,10,0,0,0,5,0,32.0,300202.SZ,聚龙股份
20191231,2,10,1.0,10,0,0,0,3,0,26.0,300202.SZ,聚龙股份
20200331,0,5,9.0,0,0,0,0,5,0,19.0,300202.SZ,聚龙股份
20200630,0,0,9.0,0,0,0,0,3,0,12.0,300202.SZ,聚龙股份
20200930,0,0,5.0,10,0,0,0,2,10,27.0,300202.SZ,聚龙股份
20170630,10,10,0.0,0,0,0,2,1,0,23.0,300203.SZ,聚光科技
20170930,10,10,0.0,0,0,5,9,1,0,35.0,300203.SZ,聚光科技
20171231,10,10,0.0,10,0,5,10,1,0,46.0,300203.SZ,聚光科技
20180331,10,10,10.0,0,0,0,0,1,0,31.0,300203.SZ,聚光科技
20180630,10,10,3.0,0,0,1,6,1,0,31.0,300203.SZ,聚光科技
20180930,10,10,0.0,10,0,7,10,1,0,48.0,300203.SZ,聚光科技
20181231,10,10,0.0,10,0,8,10,1,0,49.0,300203.SZ,聚光科技
20190331,10,0,10.0,0,0,0,0,1,0,21.0,300203.SZ,聚光科技
20190630,3,0,5.0,0,0,0,3,1,0,12.0,300203.SZ,聚光科技
20190930,8,0,0.0,10,0,2,5,8,0,33.0,300203.SZ,聚光科技
20191231,0,0,1.0,10,0,0,0,8,10,29.0,300203.SZ,聚光科技
20200331,0,0,10.0,0,0,0,0,8,10,28.0,300203.SZ,聚光科技
20200630,0,0,1.0,0,10,0,0,7,0,18.0,300203.SZ,聚光科技
20200930,0,0,0.0,10,0,0,0,7,0,17.0,300203.SZ,聚光科技
20170630,10,2,0.0,0,0,5,10,3,0,30.0,300204.SZ,舒泰神
20170930,2,0,0.0,0,0,5,10,3,0,20.0,300204.SZ,舒泰神
20171231,0,0,7.0,10,4,3,10,3,0,37.0,300204.SZ,舒泰神
20180331,0,0,1.0,0,9,0,10,3,0,23.0,300204.SZ,舒泰神
20180630,0,0,3.0,0,10,0,7,3,0,23.0,300204.SZ,舒泰神
20180930,0,0,9.0,10,10,0,4,3,0,36.0,300204.SZ,舒泰神
20181231,0,0,10.0,10,10,0,1,3,0,34.0,300204.SZ,舒泰神
20190331,0,0,0.0,0,10,0,0,3,0,13.0,300204.SZ,舒泰神
20190630,0,0,9.0,0,10,0,0,3,0,22.0,300204.SZ,舒泰神
20190930,0,0,10.0,10,10,0,0,4,10,44.0,300204.SZ,舒泰神
20191231,0,0,10.0,10,10,0,0,4,10,44.0,300204.SZ,舒泰神
20200331,0,0,10.0,0,10,0,0,4,10,34.0,300204.SZ,舒泰神
20200630,0,0,10.0,0,0,0,0,4,0,14.0,300204.SZ,舒泰神
20200930,0,0,0.0,10,0,0,0,5,0,15.0,300204.SZ,舒泰神
20170630,10,0,0.0,0,0,0,0,2,0,12.0,300205.SZ,天喻信息
20170930,10,10,0.0,0,0,0,0,2,0,22.0,300205.SZ,天喻信息
20171231,10,10,10.0,10,0,0,0,2,0,42.0,300205.SZ,天喻信息
20180331,0,10,0.0,0,0,0,0,2,0,12.0,300205.SZ,天喻信息
20180630,6,10,0.0,9,0,0,5,2,0,32.0,300205.SZ,天喻信息
20180930,7,10,7.0,10,0,0,3,2,0,39.0,300205.SZ,天喻信息
20181231,10,10,10.0,10,0,0,4,2,0,46.0,300205.SZ,天喻信息
20190331,10,10,5.0,0,0,10,10,2,0,47.0,300205.SZ,天喻信息
20190630,0,10,5.0,0,0,4,10,2,0,31.0,300205.SZ,天喻信息
20190930,0,10,7.0,10,0,8,10,3,10,58.0,300205.SZ,天喻信息
20191231,0,10,9.0,10,0,4,7,4,10,54.0,300205.SZ,天喻信息
20191231,0,10,7.0,9,4,4,7,4,10,55.0,300205.SZ,天喻信息
20200331,0,0,10.0,0,3,0,0,4,0,17.0,300205.SZ,天喻信息
20200630,0,0,0.0,0,0,0,0,4,10,14.0,300205.SZ,天喻信息
20200930,0,0,0.0,10,10,0,0,2,10,32.0,300205.SZ,天喻信息
20170630,10,10,0.0,0,0,0,2,2,0,24.0,300206.SZ,理邦仪器
20170930,10,10,0.0,0,0,0,5,2,0,27.0,300206.SZ,理邦仪器
20171231,10,10,10.0,10,10,0,0,2,0,52.0,300206.SZ,理邦仪器
20180331,10,10,3.0,0,10,0,8,2,0,43.0,300206.SZ,理邦仪器
20180630,10,10,0.0,0,10,0,6,2,0,38.0,300206.SZ,理邦仪器
20180930,10,10,3.0,10,0,0,4,2,0,39.0,300206.SZ,理邦仪器
20181231,10,10,7.0,10,0,0,2,2,0,41.0,300206.SZ,理邦仪器
20190331,10,10,3.0,0,0,2,10,2,0,37.0,300206.SZ,理邦仪器
20190630,6,10,1.0,0,4,3,10,2,0,36.0,300206.SZ,理邦仪器
20190930,8,10,5.0,10,3,2,9,4,4,55.0,300206.SZ,理邦仪器
20191231,9,10,7.0,10,2,0,7,4,4,53.0,300206.SZ,理邦仪器
20200331,10,10,0.0,0,3,10,10,0,6,49.0,300206.SZ,理邦仪器
20200630,10,10,0.0,4,0,10,10,0,10,54.0,300206.SZ,理邦仪器
20200930,10,10,0.0,10,0,10,10,0,10,60.0,300206.SZ,理邦仪器
20201231,10,10,10.0,10,0,10,10,0,10,70.0,300206.SZ,理邦仪器
20170630,10,5,0.0,0,0,5,1,0,0,21.0,300207.SZ,欣旺达
20170930,10,0,0.0,0,0,6,3,0,0,19.0,300207.SZ,欣旺达
20171231,10,10,7.0,10,0,10,4,0,0,51.0,300207.SZ,欣旺达
20180331,10,10,5.0,0,0,1,1,0,0,27.0,300207.SZ,欣旺达
20180630,10,10,5.0,0,0,1,0,0,0,26.0,300207.SZ,欣旺达
20180930,10,10,5.0,10,10,4,1,0,0,50.0,300207.SZ,欣旺达
20181231,10,7,7.0,10,10,7,2,0,0,53.0,300207.SZ,欣旺达
20190331,10,9,9.0,0,10,0,0,0,0,38.0,300207.SZ,欣旺达
20190630,10,0,5.0,0,10,0,0,0,0,25.0,300207.SZ,欣旺达
20190930,10,10,5.0,10,10,2,2,2,0,51.0,300207.SZ,欣旺达
20191231,10,0,5.0,10,10,3,0,0,0,38.0,300207.SZ,欣旺达
20200331,6,0,9.0,0,10,0,0,3,10,38.0,300207.SZ,欣旺达
20200630,1,0,5.0,0,4,0,0,0,10,20.0,300207.SZ,欣旺达
20200930,10,0,3.0,10,0,0,1,0,10,34.0,300207.SZ,欣旺达
20201231,10,5,0.0,10,0,3,0,0,10,38.0,300207.SZ,欣旺达
20170630,10,10,0.0,0,0,10,10,0,0,40.0,300208.SZ,青岛中程
20170930,10,10,0.0,0,0,10,10,0,0,40.0,300208.SZ,青岛中程
20171231,10,9,9.0,10,0,9,10,0,0,57.0,300208.SZ,青岛中程
20180331,0,0,7.0,0,0,10,10,0,0,27.0,300208.SZ,青岛中程
20180630,0,0,3.0,0,0,9,10,0,0,22.0,300208.SZ,青岛中程
20180930,0,0,7.0,10,0,7,10,0,0,34.0,300208.SZ,青岛中程
20181231,0,0,10.0,10,0,0,3,0,0,23.0,300208.SZ,青岛中程
20190331,0,0,10.0,0,0,0,0,0,0,10.0,300208.SZ,青岛中程
20190630,0,0,3.0,0,0,0,0,0,0,3.0,300208.SZ,青岛中程
20190930,0,0,5.0,10,10,0,0,5,0,30.0,300208.SZ,青岛中程
20191231,0,0,10.0,10,10,0,0,6,0,36.0,300208.SZ,青岛中程
20200331,0,10,10.0,0,10,0,3,7,0,40.0,300208.SZ,青岛中程
20200630,0,10,0.0,10,10,0,0,6,0,36.0,300208.SZ,青岛中程
20200930,0,10,0.0,10,10,0,0,0,0,30.0,300208.SZ,青岛中程
20201231,0,0,10.0,10,0,0,0,0,0,20.0,300208.SZ,青岛中程
20210331,10,0,0.0,10,0,0,0,2,0,22.0,300208.SZ,青岛中程
20170630,10,0,0.0,0,0,0,0,0,0,10.0,300209.SZ,天泽信息
20170930,10,2,0.0,0,0,0,0,0,0,12.0,300209.SZ,天泽信息
20171231,10,0,0.0,10,0,0,0,0,0,20.0,300209.SZ,天泽信息
20180331,0,10,10.0,0,0,0,0,0,0,20.0,300209.SZ,天泽信息
20180630,3,0,7.0,0,0,0,0,0,0,10.0,300209.SZ,天泽信息
20180930,0,0,0.0,10,10,0,0,0,0,20.0,300209.SZ,天泽信息
20181231,0,0,0.0,10,0,0,0,0,0,10.0,300209.SZ,天泽信息
20190331,10,0,10.0,0,10,0,0,0,0,30.0,300209.SZ,天泽信息
20190630,10,10,9.0,0,0,0,0,0,0,29.0,300209.SZ,天泽信息
20190930,10,10,7.0,10,0,0,0,9,10,56.0,300209.SZ,天泽信息
20191231,10,10,10.0,10,0,0,0,9,10,59.0,300209.SZ,天泽信息
20191231,10,10,10.0,8,0,0,0,9,10,57.0,300209.SZ,天泽信息
20200331,10,10,0.0,0,0,0,0,9,10,39.0,300209.SZ,天泽信息
20200630,10,7,10.0,0,0,0,0,8,9,44.0,300209.SZ,天泽信息
20200930,10,0,10.0,10,0,0,0,9,7,46.0,300209.SZ,天泽信息
20170630,10,0,0.0,0,0,0,0,3,0,13.0,300210.SZ,森远股份
20170930,10,0,0.0,0,0,0,0,3,0,13.0,300210.SZ,森远股份
20171231,0,0,9.0,10,0,0,0,3,0,22.0,300210.SZ,森远股份
20180331,0,0,3.0,0,0,0,0,3,0,6.0,300210.SZ,森远股份
20180630,2,0,1.0,0,0,0,0,3,0,6.0,300210.SZ,森远股份
20180930,0,0,5.0,10,0,0,0,3,0,18.0,300210.SZ,森远股份
20181231,0,0,10.0,10,10,0,0,3,0,33.0,300210.SZ,森远股份
20190331,0,0,10.0,0,0,0,0,3,0,13.0,300210.SZ,森远股份
20190630,0,0,5.0,0,0,0,0,3,0,8.0,300210.SZ,森远股份
20190930,0,0,0.0,10,0,0,0,9,0,19.0,300210.SZ,森远股份
20191231,0,0,10.0,10,0,0,0,9,0,29.0,300210.SZ,森远股份
20200331,10,10,0.0,0,0,0,0,8,0,28.0,300210.SZ,森远股份
20200630,10,10,0.0,6,0,0,0,8,0,34.0,300210.SZ,森远股份
20200930,10,10,10.0,10,4,0,0,6,0,50.0,300210.SZ,森远股份
20170630,0,0,0.0,0,0,0,0,0,0,0.0,300211.SZ,亿通科技
20170930,0,0,0.0,0,0,0,0,0,0,0.0,300211.SZ,亿通科技
20171231,0,2,5.0,10,10,0,0,0,0,27.0,300211.SZ,亿通科技
20180331,0,9,0.0,0,10,0,0,0,0,19.0,300211.SZ,亿通科技
20180630,0,0,5.0,0,10,0,0,0,0,15.0,300211.SZ,亿通科技
20180930,0,0,9.0,10,10,0,0,0,0,29.0,300211.SZ,亿通科技
20181231,0,10,9.0,10,10,0,0,0,0,39.0,300211.SZ,亿通科技
20190331,0,0,10.0,0,10,0,0,0,0,20.0,300211.SZ,亿通科技
20190630,0,10,7.0,0,10,0,0,0,0,27.0,300211.SZ,亿通科技
20190930,0,9,5.0,10,10,0,0,0,0,34.0,300211.SZ,亿通科技
20191231,0,10,5.0,10,10,0,0,0,0,35.0,300211.SZ,亿通科技
20200331,0,0,5.0,0,10,0,0,2,0,17.0,300211.SZ,亿通科技
20200630,0,10,1.0,0,10,0,0,1,0,22.0,300211.SZ,亿通科技
20200930,0,10,7.0,10,10,0,0,0,0,37.0,300211.SZ,亿通科技
20201231,0,10,10.0,8,10,0,0,2,0,40.0,300211.SZ,亿通科技
20170630,10,0,0.0,0,0,0,0,3,0,13.0,300212.SZ,易华录
20170930,10,0,0.0,0,0,0,0,3,0,13.0,300212.SZ,易华录
20171231,10,10,1.0,10,0,0,1,3,0,35.0,300212.SZ,易华录
20180331,0,10,10.0,0,0,0,0,3,0,23.0,300212.SZ,易华录
20180630,0,10,9.0,0,0,0,0,3,0,22.0,300212.SZ,易华录
20180930,8,10,5.0,10,0,0,0,3,0,36.0,300212.SZ,易华录
20181231,0,10,5.0,10,0,1,1,3,0,30.0,300212.SZ,易华录
20190331,10,10,9.0,0,0,0,0,3,0,32.0,300212.SZ,易华录
20190630,4,10,5.0,0,0,2,1,3,0,25.0,300212.SZ,易华录
20190930,10,10,0.0,10,0,0,0,0,9,39.0,300212.SZ,易华录
20191231,10,10,0.0,10,0,2,2,0,7,41.0,300212.SZ,易华录
20200331,0,0,9.0,0,0,0,0,0,0,9.0,300212.SZ,易华录
20200630,0,0,10.0,0,0,0,0,0,10,20.0,300212.SZ,易华录
20200930,0,0,10.0,10,0,0,0,0,10,30.0,300212.SZ,易华录
20170630,0,0,0.0,0,0,0,0,4,0,4.0,300213.SZ,佳讯飞鸿
20170930,0,0,0.0,0,0,0,0,4,0,4.0,300213.SZ,佳讯飞鸿
20171231,7,10,0.0,10,0,0,1,4,0,32.0,300213.SZ,佳讯飞鸿
20180331,10,10,7.0,0,0,0,0,4,0,31.0,300213.SZ,佳讯飞鸿
20180630,10,10,9.0,0,0,0,0,4,0,33.0,300213.SZ,佳讯飞鸿
20180930,10,10,9.0,10,0,0,0,4,0,43.0,300213.SZ,佳讯飞鸿
20181231,0,0,1.0,10,0,0,0,4,0,15.0,300213.SZ,佳讯飞鸿
20190331,0,0,10.0,0,0,0,0,4,0,14.0,300213.SZ,佳讯飞鸿
20190630,10,0,0.0,0,0,0,0,4,0,14.0,300213.SZ,佳讯飞鸿
20190930,10,7,1.0,10,0,0,0,8,0,36.0,300213.SZ,佳讯飞鸿
20191231,5,7,1.0,10,0,0,2,8,2,35.0,300213.SZ,佳讯飞鸿
20200331,0,0,10.0,0,0,0,0,8,10,28.0,300213.SZ,佳讯飞鸿
20200630,0,10,0.0,0,0,0,0,8,10,28.0,300213.SZ,佳讯飞鸿
20200930,0,8,0.0,10,0,0,0,7,10,35.0,300213.SZ,佳讯飞鸿
20170630,10,0,0.0,0,0,0,3,7,0,20.0,300214.SZ,日科化学
20170930,10,4,0.0,0,0,0,8,7,0,29.0,300214.SZ,日科化学
20171231,10,10,5.0,10,0,0,6,7,0,48.0,300214.SZ,日科化学
20180331,0,10,10.0,0,7,0,8,7,0,42.0,300214.SZ,日科化学
20180630,0,7,3.0,0,10,0,4,7,0,31.0,300214.SZ,日科化学
20180930,0,0,0.0,10,9,0,5,7,0,31.0,300214.SZ,日科化学
20181231,0,0,3.0,10,0,0,4,7,0,24.0,300214.SZ,日科化学
20190331,10,0,3.0,0,0,0,7,7,0,27.0,300214.SZ,日科化学
20190630,10,10,3.0,0,0,0,10,7,0,40.0,300214.SZ,日科化学
20190930,10,10,5.0,10,0,0,10,7,0,52.0,300214.SZ,日科化学
20191231,10,10,5.0,10,0,1,10,7,9,62.0,300214.SZ,日科化学
20200331,0,10,5.0,0,0,3,10,8,10,46.0,300214.SZ,日科化学
20200630,0,10,5.0,0,10,3,10,8,10,56.0,300214.SZ,日科化学
20200930,0,10,5.0,10,10,3,10,7,10,65.0,300214.SZ,日科化学
20201231,0,0,3.0,10,10,1,10,8,10,52.0,300214.SZ,日科化学
20170630,10,10,0.0,0,0,0,0,2,0,22.0,300215.SZ,电科院
20170930,10,10,0.0,0,0,0,1,2,0,23.0,300215.SZ,电科院
20171231,10,10,7.0,10,10,0,0,2,0,49.0,300215.SZ,电科院
20180331,9,10,10.0,0,10,0,0,2,0,41.0,300215.SZ,电科院
20180630,6,0,3.0,0,10,0,0,2,0,21.0,300215.SZ,电科院
20180930,6,0,3.0,10,10,0,1,2,0,32.0,300215.SZ,电科院
20181231,5,0,7.0,10,10,0,1,2,0,35.0,300215.SZ,电科院
20190331,6,10,5.0,0,10,0,0,2,0,33.0,300215.SZ,电科院
20190630,7,10,1.0,0,10,0,1,2,0,31.0,300215.SZ,电科院
20190930,7,9,3.0,10,10,0,3,6,6,54.0,300215.SZ,电科院
20191231,9,10,5.0,10,10,0,3,6,4,57.0,300215.SZ,电科院
20200331,0,0,10.0,0,10,0,0,6,10,36.0,300215.SZ,电科院
20200630,0,0,0.0,0,10,0,0,6,10,26.0,300215.SZ,电科院
20200930,0,0,0.0,10,10,0,0,4,10,34.0,300215.SZ,电科院
20170630,10,10,0.0,0,0,0,0,6,0,26.0,300217.SZ,东方电热
20170930,10,10,0.0,0,0,0,0,6,0,26.0,300217.SZ,东方电热
20171231,10,10,5.0,10,0,0,0,6,0,41.0,300217.SZ,东方电热
20180331,10,10,3.0,0,0,0,0,6,0,29.0,300217.SZ,东方电热
20180630,10,10,3.0,0,0,0,4,6,0,33.0,300217.SZ,东方电热
20180930,10,10,5.0,10,0,0,5,6,0,46.0,300217.SZ,东方电热
20181231,10,10,7.0,10,0,0,2,6,0,45.0,300217.SZ,东方电热
20190331,10,6,3.0,0,0,0,0,6,0,25.0,300217.SZ,东方电热
20190630,1,0,5.0,0,0,0,0,6,0,12.0,300217.SZ,东方电热
20190930,0,0,7.0,10,0,0,0,8,10,35.0,300217.SZ,东方电热
20191231,0,0,7.0,10,0,0,0,9,10,36.0,300217.SZ,东方电热
20200331,0,0,3.0,0,0,0,0,8,0,11.0,300217.SZ,东方电热
20200630,0,0,5.0,2,0,0,0,9,0,16.0,300217.SZ,东方电热
20200930,0,0,5.0,10,10,0,0,6,0,31.0,300217.SZ,东方电热
20170630,0,0,0.0,0,0,0,0,6,0,6.0,300218.SZ,安利股份
20170930,2,0,0.0,0,0,0,0,6,0,8.0,300218.SZ,安利股份
20171231,1,0,5.0,10,0,0,0,6,0,22.0,300218.SZ,安利股份
20180331,7,0,3.0,0,0,0,0,6,0,16.0,300218.SZ,安利股份
20180630,9,0,3.0,0,0,0,0,6,0,18.0,300218.SZ,安利股份
20180930,8,10,3.0,10,10,0,0,6,0,47.0,300218.SZ,安利股份
20181231,7,10,5.0,10,10,0,0,6,0,48.0,300218.SZ,安利股份
20190331,0,10,7.0,0,10,0,0,6,0,33.0,300218.SZ,安利股份
20190630,0,10,5.0,0,10,0,0,6,0,31.0,300218.SZ,安利股份
20190930,0,10,5.0,10,0,0,0,9,10,44.0,300218.SZ,安利股份
20191231,0,10,5.0,10,5,0,0,8,10,48.0,300218.SZ,安利股份
20200331,0,0,5.0,0,0,0,0,8,10,23.0,300218.SZ,安利股份
20200630,0,0,9.0,0,0,0,0,9,10,28.0,300218.SZ,安利股份
20200930,0,0,5.0,10,10,0,0,6,10,41.0,300218.SZ,安利股份
20201231,0,0,1.0,10,10,0,0,7,10,38.0,300218.SZ,安利股份
20170630,10,0,0.0,0,0,6,10,1,0,27.0,300219.SZ,鸿利智汇
20170930,10,0,0.0,0,0,6,10,1,0,27.0,300219.SZ,鸿利智汇
20171231,10,10,5.0,10,0,6,10,1,0,52.0,300219.SZ,鸿利智汇
20180331,10,7,7.0,0,0,4,10,1,0,39.0,300219.SZ,鸿利智汇
20180630,10,10,5.0,0,2,7,10,1,0,45.0,300219.SZ,鸿利智汇
20180930,9,10,3.0,10,10,7,10,1,0,60.0,300219.SZ,鸿利智汇
20181231,3,0,5.0,10,10,0,1,1,0,30.0,300219.SZ,鸿利智汇
20190331,3,0,3.0,0,10,4,10,1,0,31.0,300219.SZ,鸿利智汇
20190630,0,0,7.0,0,0,0,0,1,0,8.0,300219.SZ,鸿利智汇
20190930,0,0,7.0,10,0,0,0,7,0,24.0,300219.SZ,鸿利智汇
20191231,0,0,7.0,10,0,0,0,6,0,23.0,300219.SZ,鸿利智汇
20200331,0,0,5.0,0,0,0,0,6,0,11.0,300219.SZ,鸿利智汇
20200630,0,10,5.0,0,0,0,0,3,0,18.0,300219.SZ,鸿利智汇
20200930,0,10,7.0,10,10,0,0,3,0,40.0,300219.SZ,鸿利智汇
20170630,8,6,0.0,0,0,0,0,0,0,14.0,300220.SZ,金运激光
20170930,6,10,0.0,0,0,0,0,0,0,16.0,300220.SZ,金运激光
20171231,0,0,10.0,10,10,0,0,0,0,30.0,300220.SZ,金运激光
20180331,2,0,0.0,0,8,0,5,0,0,15.0,300220.SZ,金运激光
20180630,0,8,0.0,0,0,0,2,0,0,10.0,300220.SZ,金运激光
20180930,0,0,9.0,10,0,0,0,0,0,19.0,300220.SZ,金运激光
20181231,10,10,10.0,10,10,0,0,0,0,50.0,300220.SZ,金运激光
20190331,0,0,9.0,0,10,0,2,0,0,21.0,300220.SZ,金运激光
20190630,0,10,0.0,0,10,0,7,0,0,27.0,300220.SZ,金运激光
20190930,2,10,3.0,10,0,0,3,0,0,28.0,300220.SZ,金运激光
20191231,0,10,10.0,10,0,0,0,0,0,30.0,300220.SZ,金运激光
20200331,0,0,10.0,0,3,0,0,0,10,23.0,300220.SZ,金运激光
20200630,0,0,0.0,0,0,0,0,0,10,10.0,300220.SZ,金运激光
20200930,0,0,0.0,10,10,0,0,0,10,30.0,300220.SZ,金运激光
20170630,10,0,0.0,0,0,4,5,4,0,23.0,300221.SZ,银禧科技
20170930,10,0,0.0,0,0,3,8,4,0,25.0,300221.SZ,银禧科技
20171231,10,10,5.0,10,0,4,9,4,0,52.0,300221.SZ,银禧科技
20180331,10,10,3.0,0,0,0,6,4,0,33.0,300221.SZ,银禧科技
20180630,1,0,7.0,0,0,0,0,4,0,12.0,300221.SZ,银禧科技
20180930,0,0,5.0,10,0,0,0,4,0,19.0,300221.SZ,银禧科技
20181231,0,0,7.0,10,0,0,0,4,0,21.0,300221.SZ,银禧科技
20190331,0,10,5.0,0,0,10,10,4,0,39.0,300221.SZ,银禧科技
20190630,0,0,7.0,0,0,0,3,4,0,14.0,300221.SZ,银禧科技
20190930,0,0,7.0,10,0,0,0,7,0,24.0,300221.SZ,银禧科技
20191231,0,10,7.0,10,10,0,0,6,0,43.0,300221.SZ,银禧科技
20200331,0,0,5.0,0,10,0,0,7,0,22.0,300221.SZ,银禧科技
20200630,0,0,0.0,0,10,0,0,7,0,17.0,300221.SZ,银禧科技
20200930,0,10,3.0,10,10,0,5,6,0,44.0,300221.SZ,银禧科技
20170630,10,10,0.0,0,0,0,0,1,0,21.0,300222.SZ,科大智能
20170930,10,7,0.0,0,0,0,2,1,0,20.0,300222.SZ,科大智能
20171231,10,10,1.0,10,0,0,5,1,0,37.0,300222.SZ,科大智能
20180331,10,0,10.0,0,0,0,0,1,0,21.0,300222.SZ,科大智能
20180630,10,4,7.0,0,0,0,0,1,0,22.0,300222.SZ,科大智能
20180930,10,2,1.0,10,0,0,1,1,0,25.0,300222.SZ,科大智能
20181231,10,2,0.0,10,0,0,4,1,0,27.0,300222.SZ,科大智能
20190331,10,0,10.0,0,0,0,0,1,0,21.0,300222.SZ,科大智能
20190630,0,0,10.0,0,0,0,0,1,0,11.0,300222.SZ,科大智能
