,end_date,营收得分,利润得分,费用得分,周转得分,现金得分,净资产得分,总资产得分,市净率得分,市盈率得分,总分,code,name
21332,20201231,10,10,5.0,10,0,0,0,7,0,42.0,300056.SZ,中创环保
42265,20201231,0,0,3.0,10,10,0,0,9,10,42.0,600792.SH,云煤能源
51933,20201231,0,0,3.0,10,10,1,8,0,10,42.0,603663.SH,三祥新材
18333,20201231,0,0,3.0,10,10,0,4,5,10,42.0,002843.SZ,泰嘉股份
40918,20201231,0,0,7.0,10,5,5,5,0,10,42.0,600690.SH,海尔智家
28815,20201231,4,10,0.0,10,0,7,10,0,1,42.0,300593.SZ,新雷能
57116,20201231,0,0,9.0,10,0,0,8,5,10,42.0,688551.SH,科威尔
29636,20201231,0,0,9.0,10,4,9,10,0,0,42.0,300653.SZ,正海生物
5485,20201231,6,2,5.0,10,10,0,0,9,0,42.0,000905.SZ,厦门港务
44476,20201231,0,0,5.0,7,10,0,0,10,10,42.0,601005.SH,重庆钢铁
33090,20201231,0,0,7.0,10,10,0,0,10,5,42.0,600021.SH,上海电力
10274,20201231,0,1,0.0,10,10,9,10,2,0,42.0,002262.SZ,恩华药业
35856,20201231,0,0,10.0,8,6,0,0,8,10,42.0,600252.SH,中恒集团
54028,20201231,0,0,0.0,10,10,0,6,6,10,42.0,603938.SH,三孚股份
32855,20201231,9,8,5.0,10,10,0,0,0,0,42.0,300999.SZ,金龙鱼
52624,20201231,4,10,5.0,10,10,0,0,2,0,41.0,603738.SH,泰晶科技
40250,20201231,0,2,10.0,10,0,0,0,9,10,41.0,600635.SH,大众公用
26083,20201231,10,0,3.0,10,0,0,4,4,10,41.0,300398.SZ,飞凯材料
30037,20201231,10,10,0.0,10,10,0,0,1,0,41.0,300681.SZ,英搏尔
56762,20201231,5,0,5.0,10,4,0,7,0,10,41.0,688365.SH,光云科技
47629,20201231,10,10,3.0,10,0,0,0,8,0,41.0,603021.SH,山东华鹏
38846,20201231,9,4,5.0,10,0,0,4,9,0,41.0,600522.SH,中天科技
22955,20201231,0,10,1.0,10,0,1,10,4,5,41.0,300174.SZ,元力股份
22315,20201231,0,10,7.0,10,10,0,0,4,0,41.0,300128.SZ,锦富技术
54965,20201231,6,0,0.0,10,0,3,10,2,10,41.0,605299.SH,舒华体育
47968,20201231,0,0,3.0,10,10,0,0,8,10,41.0,603055.SH,台华新材
6936,20201231,10,1,9.0,10,0,3,8,0,0,41.0,002025.SZ,航天电器
21942,20201231,10,10,0.0,10,0,0,1,0,10,41.0,300101.SZ,振芯科技
9783,20201231,3,0,5.0,10,10,0,4,9,0,41.0,002226.SZ,江南化工
14892,20201231,0,10,5.0,10,6,0,0,10,0,41.0,002589.SZ,瑞康医药
20079,20201231,10,0,0.0,10,0,4,9,2,6,41.0,002982.SZ,湘佳股份
16075,20201231,0,0,3.0,10,10,0,0,8,10,41.0,002672.SZ,东江环保
39353,20201231,3,0,0.0,10,0,8,0,10,10,41.0,600565.SH,迪马股份
15010,20201231,0,0,3.0,10,0,5,10,3,10,41.0,002597.SZ,金禾实业
15197,20201231,0,0,3.0,10,7,0,3,8,10,41.0,002611.SZ,东方精工
20772,20201231,0,0,10.0,10,0,1,5,5,10,41.0,300016.SZ,北陆药业
42614,20201231,0,0,3.0,10,10,0,0,8,10,41.0,600819.SH,耀皮玻璃
42541,20201231,0,0,10.0,0,10,0,9,9,3,41.0,600814.SH,杭州解百
4707,20201231,0,0,5.0,10,10,0,0,6,10,41.0,000819.SZ,岳阳兴长
4098,20201231,2,0,7.0,10,10,0,4,8,0,41.0,000756.SZ,新华制药
18362,20201231,9,0,5.0,10,10,0,3,4,0,41.0,002846.SZ,英联股份
29665,20201231,10,10,0.0,10,0,0,3,0,8,41.0,300655.SZ,晶瑞股份
44519,20201231,9,10,3.0,10,0,0,0,9,0,41.0,601008.SH,连云港
11091,20201231,0,10,10.0,10,10,0,1,0,0,41.0,002319.SZ,乐通股份
25327,20201231,0,0,3.0,10,10,0,5,3,10,41.0,300342.SZ,天银机电
28404,20201231,10,2,5.0,10,2,0,6,6,0,41.0,300563.SZ,神宇股份
51262,20201231,0,0,5.0,10,2,0,6,8,10,41.0,603585.SH,苏利股份
51071,20201231,0,0,7.0,10,2,0,3,9,10,41.0,603556.SH,海兴电力
38243,20201231,6,10,3.0,10,0,3,1,8,0,41.0,600470.SH,六国化工
50776,20201231,0,0,1.0,10,10,0,3,7,10,41.0,603500.SH,祥和实业
36046,20201231,0,0,1.0,10,10,0,0,10,10,41.0,600269.SH,赣粤高速
37716,20201231,0,0,3.0,10,10,0,0,8,10,41.0,600409.SH,三友化工
55148,20201231,10,9,0.0,10,0,0,0,2,10,41.0,688003.SH,天准科技
5109,20201231,0,10,1.0,10,0,10,0,2,8,41.0,000868.SZ,ST安凯
6526,20201231,0,0,1.0,10,10,0,0,10,10,41.0,001872.SZ,招商港口
3866,20201231,0,10,0.0,10,0,10,7,4,0,41.0,000727.SZ,华东科技
18805,20201231,5,1,7.0,10,0,1,9,8,0,41.0,002879.SZ,长缆科技
37459,20201231,0,0,3.0,10,10,0,0,8,10,41.0,600386.SH,北巴传媒
23644,20201231,4,10,5.0,10,10,0,0,2,0,41.0,300224.SZ,正海磁材
46638,20201231,0,0,1.0,10,10,0,0,10,10,41.0,601828.SH,美凯龙
44083,20201231,0,10,7.0,10,0,0,0,9,5,41.0,600973.SH,宝胜股份
12382,20201231,8,10,3.0,10,10,0,0,0,0,41.0,002410.SZ,广联达
37373,20201231,0,0,5.0,10,10,0,3,3,10,41.0,600379.SH,宝光股份
46588,20201231,0,0,3.0,10,10,3,5,10,0,41.0,601811.SH,新华文轩
39977,20201231,0,0,9.0,10,0,0,1,10,10,40.0,600611.SH,大众交通
4607,20201231,0,0,3.0,10,10,0,0,7,10,40.0,000810.SZ,创维数字
54242,20201231,0,0,10.0,10,10,0,0,0,10,40.0,603976.SH,正川股份
55722,20201231,0,0,10.0,10,0,10,10,0,0,40.0,688092.SH,爱科科技
33743,20201231,0,0,7.0,10,10,0,0,3,10,40.0,600081.SH,东风科技
28117,20201231,1,7,3.0,10,10,0,9,0,0,40.0,300542.SZ,新晨科技
46797,20201231,0,0,5.0,10,10,0,0,9,6,40.0,601880.SH,辽港股份
40220,20201231,10,0,5.0,1,10,0,5,9,0,40.0,600633.SH,浙数文化
35841,20201231,0,10,7.0,0,0,1,5,7,10,40.0,600251.SH,冠农股份
8359,20201231,0,0,5.0,10,10,0,0,5,10,40.0,002125.SZ,湘潭电化
30521,20201231,0,0,3.0,10,10,0,3,4,10,40.0,300717.SZ,华信新材
30264,20201231,0,0,3.0,10,0,3,10,4,10,40.0,300697.SZ,电工合金
8938,20201231,1,0,3.0,10,10,0,0,6,10,40.0,002166.SZ,莱茵生物
28347,20201231,0,0,10.0,10,0,10,10,0,0,40.0,300559.SZ,佳发教育
6104,20201231,0,0,10.0,10,0,0,0,10,10,40.0,000965.SZ,天保基建
54872,20201231,0,10,5.0,10,0,5,10,0,0,40.0,605208.SH,永茂泰
27165,20201231,0,0,5.0,10,10,0,0,5,10,40.0,300475.SZ,聚隆科技
27973,20201231,10,10,3.0,10,0,0,0,4,3,40.0,300532.SZ,今天国际
30607,20201231,0,0,10.0,10,3,6,10,1,0,40.0,300723.SZ,一品红
1420,20201231,0,0,0.0,10,10,0,0,10,10,40.0,000501.SZ,鄂武商A
2190,20201231,0,0,7.0,10,5,0,0,8,10,40.0,000565.SZ,渝三峡A
6571,20201231,0,0,0.0,10,10,0,0,10,10,40.0,001965.SZ,招商公路
33032,20201231,5,0,5.0,10,10,0,0,10,0,40.0,600017.SH,日照港
13068,20201231,10,2,0.0,10,0,3,4,1,10,40.0,002459.SZ,晶澳科技
38488,20201231,0,0,1.0,10,10,0,0,9,10,40.0,600495.SH,晋西车轴
56208,20201231,10,0,0.0,10,0,10,10,0,0,40.0,688191.SH,N智洋
32460,20201231,10,10,5.0,10,0,2,3,0,0,40.0,300903.SZ,科翔股份
23472,20201231,0,10,10.0,8,10,0,0,2,0,40.0,300211.SZ,亿通科技
44331,20201231,0,4,5.0,10,0,6,10,5,0,40.0,600993.SH,马应龙
32481,20201231,10,4,5.0,10,5,0,6,0,0,40.0,300907.SZ,康平科技
50526,20201231,10,10,7.0,10,0,0,3,0,0,40.0,603396.SH,金辰股份
23847,20201231,0,10,10.0,10,10,0,0,0,0,40.0,300238.SZ,冠昊生物
37937,20201231,10,10,0.0,10,0,0,0,0,10,40.0,600435.SH,北方导航
37111,20201231,0,10,0.0,10,10,0,0,0,10,40.0,600359.SH,新农开发
32794,20201231,10,0,5.0,10,3,6,6,0,0,40.0,300956.SZ,英力股份
6467,20201231,9,0,5.0,10,0,0,0,6,10,40.0,000997.SZ,新大陆
1075,20201231,0,0,0.0,10,10,0,0,10,10,40.0,000402.SZ,金融街
10819,20201231,9,0,5.0,10,0,2,8,6,0,40.0,002300.SZ,太阳电缆
43982,20201231,0,0,3.0,10,10,0,0,7,10,40.0,600965.SH,福成股份
55459,20201231,10,10,0.0,10,0,0,0,0,10,40.0,688037.SH,芯源微
38702,20201231,0,0,5.0,10,2,3,6,4,10,40.0,600511.SH,国药股份
2631,20201231,10,10,0.0,10,0,0,0,10,0,40.0,000608.SZ,阳光股份
6646,20201231,3,0,5.0,10,10,0,2,10,0,40.0,002004.SZ,华邦健康
38919,20201231,10,0,7.0,10,0,0,0,10,3,40.0,600528.SH,中铁工业
39207,20201231,7,10,5.0,10,1,0,0,7,0,40.0,600552.SH,凯盛科技
36669,20201231,0,0,1.0,10,10,0,0,9,10,40.0,600320.SH,振华重工
14359,20201231,3,0,7.0,10,10,0,0,0,10,40.0,002552.SZ,宝鼎科技
44879,20201231,0,0,0.0,10,10,0,0,10,10,40.0,601107.SH,四川成渝
39018,20201231,10,10,0.0,10,10,0,0,0,0,40.0,600536.SH,中国软件
41247,20201231,0,0,0.0,10,10,0,0,10,10,40.0,600716.SH,凤凰股份
44965,20201231,9,0,3.0,10,10,0,0,7,0,39.0,601118.SH,海南橡胶
55854,20201231,10,0,5.0,10,0,0,4,0,10,39.0,688116.SH,天奈科技
25743,20201231,0,0,5.0,10,6,0,0,8,10,39.0,300374.SZ,中铁装配
46061,20201231,0,3,5.0,10,10,0,2,9,0,39.0,601607.SH,上海医药
21517,20201231,0,0,0.0,10,10,0,0,9,10,39.0,300070.SZ,碧水源
6993,20201231,0,0,3.0,10,6,0,0,10,10,39.0,002029.SZ,七匹狼
7308,20201231,0,0,9.0,10,0,0,0,10,10,39.0,002051.SZ,中工国际
4041,20201231,0,3,5.0,10,0,0,3,8,10,39.0,000751.SZ,锌业股份
54398,20201231,7,2,1.0,10,0,5,10,1,3,39.0,603989.SH,艾华集团
56697,20201231,0,6,3.0,10,10,1,9,0,0,39.0,688350.SH,富淼科技
7053,20201231,0,0,0.0,10,10,0,0,9,10,39.0,002033.SZ,丽江股份
3706,20201231,0,0,0.0,10,10,0,0,9,10,39.0,000715.SZ,中兴商业
52099,20201231,0,0,5.0,0,5,3,10,6,10,39.0,603682.SH,锦和商业
39265,20201231,3,10,1.0,10,0,0,1,9,5,39.0,600558.SH,大西洋
32914,20201231,0,0,0.0,0,10,1,10,8,10,39.0,600007.SH,中国国贸
32126,20201231,3,0,7.0,10,0,4,10,5,0,39.0,300860.SZ,锋尚文化
581,20201231,0,5,5.0,10,0,0,0,10,9,39.0,000055.SZ,方大集团
40107,20201231,10,10,0.0,0,4,1,0,4,10,39.0,600621.SH,华鑫股份
39830,20201231,0,5,9.0,10,10,1,4,0,0,39.0,600600.SH,青岛啤酒
40408,20201231,10,0,9.0,10,0,0,0,0,10,39.0,600647.SH,同达创业
52440,20201231,0,0,0.0,10,10,0,0,9,10,39.0,603717.SH,天域生态
17462,20201231,8,5,0.0,10,0,6,10,0,0,39.0,002777.SZ,久远银海
15873,20201231,0,0,0.0,10,10,0,1,8,10,39.0,002658.SZ,雪迪龙
17776,20201231,0,4,7.0,10,0,8,10,0,0,39.0,002801.SZ,微光股份
50299,20201231,0,0,1.0,10,2,0,7,9,10,39.0,603367.SH,辰欣药业
50314,20201231,0,0,7.0,10,0,5,6,8,3,39.0,603368.SH,柳药股份
31494,20201231,2,3,1.0,10,7,0,6,0,10,39.0,300797.SZ,钢研纳克
48055,20201231,0,1,9.0,10,9,0,4,6,0,39.0,603066.SH,音飞储存
33571,20201231,9,0,0.0,10,0,0,0,10,10,39.0,600067.SH,冠城大通
37834,20201231,0,0,5.0,10,0,1,4,9,10,39.0,600422.SH,昆药集团
55105,20201231,3,0,5.0,10,0,6,10,5,0,39.0,605399.SH,晨光新材
14761,20201231,0,10,1.0,10,10,0,0,8,0,39.0,002580.SZ,圣阳股份
10733,20201231,0,0,9.0,10,10,0,0,0,10,39.0,002294.SZ,信立泰
33556,20201231,0,0,3.0,10,10,0,0,6,10,39.0,600066.SH,宇通客车
17920,20201231,10,7,0.0,10,0,4,8,0,0,39.0,002812.SZ,恩捷股份
37169,20201231,0,10,7.0,10,4,0,2,3,3,39.0,600363.SH,联创光电
55613,20201231,10,0,5.0,10,0,0,0,4,10,39.0,688077.SH,大地熊
32001,20201231,10,0,7.0,0,10,0,1,0,10,38.0,300846.SZ,首都在线
5009,20201231,0,0,7.0,10,10,0,0,1,10,38.0,000856.SZ,冀东装备
14516,20201231,0,0,0.0,10,10,0,2,6,10,38.0,002563.SZ,森马服饰
56200,20201231,2,8,1.0,10,0,4,10,1,2,38.0,688189.SH,南新制药
6364,20201231,0,10,0.0,0,0,10,0,8,10,38.0,000987.SZ,越秀金控
43032,20201231,2,0,5.0,10,10,1,0,9,1,38.0,600853.SH,龙建股份
49533,20201231,8,0,1.0,10,0,0,0,9,10,38.0,603278.SH,大业股份
14087,20201231,10,1,5.0,10,0,0,1,9,2,38.0,002533.SZ,金杯电工
26922,20201231,0,10,10.0,10,4,0,3,1,0,38.0,300458.SZ,全志科技
23226,20201231,0,0,9.0,10,0,0,0,9,10,38.0,300194.SZ,福安药业
44605,20201231,2,0,7.0,10,10,0,0,8,1,38.0,601016.SH,节能风电
23412,20201231,10,5,0.0,10,0,3,0,0,10,38.0,300207.SZ,欣旺达
332,20201231,0,0,5.0,10,0,0,5,8,10,38.0,000029.SZ,深深房A
36826,20201231,0,0,5.0,10,0,2,3,8,10,38.0,600332.SH,白云山
23558,20201231,0,0,1.0,10,10,0,0,7,10,38.0,300218.SZ,安利股份
12611,20201231,0,10,5.0,10,4,0,0,9,0,38.0,002426.SZ,*ST胜利
9957,20201231,0,0,9.0,3,10,0,0,6,10,38.0,002238.SZ,天威视讯
12093,20201231,0,0,3.0,10,10,0,0,5,10,38.0,002390.SZ,信邦制药
43684,20201231,10,4,0.0,0,0,5,0,9,10,38.0,600901.SH,江苏租赁
51335,20201231,0,0,10.0,10,0,0,0,8,10,38.0,603590.SH,康辰药业
25042,20201231,1,0,7.0,10,10,0,0,0,10,38.0,300322.SZ,硕贝德
50061,20201231,8,0,3.0,10,0,0,3,4,10,38.0,603336.SH,宏辉果蔬
43894,20201231,10,0,0.0,0,10,0,0,9,9,38.0,600958.SH,东方证券
14950,20201231,6,0,3.0,10,0,0,0,9,10,38.0,002593.SZ,日上集团
33339,20201231,0,3,5.0,10,10,0,0,10,0,38.0,600050.SH,中国联通
2118,20201231,0,0,1.0,10,10,0,0,7,10,38.0,000559.SZ,万向钱潮
46573,20201231,0,0,7.0,10,5,0,1,8,7,38.0,601808.SH,中海油服
57108,20201231,1,5,5.0,10,0,0,10,7,0,38.0,688550.SH,瑞联新材
52128,20201231,0,0,5.0,10,0,0,5,8,10,38.0,603685.SH,晨丰科技
31731,20201231,0,0,5.0,10,0,3,10,0,10,38.0,300820.SZ,英杰电气
16921,20201231,10,10,0.0,0,1,0,0,8,9,38.0,002736.SZ,国信证券
33208,20201231,10,6,0.0,0,10,0,0,7,5,38.0,600030.SH,中信证券
55563,20201231,0,0,9.0,10,4,0,1,4,10,38.0,688065.SH,凯赛生物
27513,20201231,10,10,3.0,10,0,0,2,3,0,38.0,300499.SZ,高澜股份
30667,20201231,8,0,1.0,10,4,0,5,0,10,38.0,300727.SZ,润禾材料
48277,20201231,0,0,3.0,10,10,0,0,5,10,38.0,603090.SH,宏盛股份
47297,20201231,0,0,3.0,10,6,0,0,9,10,38.0,601996.SH,丰林集团
36554,20201231,0,10,7.0,1,0,2,0,8,10,38.0,600310.SH,桂东电力
57070,20201231,7,10,1.0,10,10,0,0,0,0,38.0,688521.SH,芯原股份-U
56981,20201231,0,0,0.0,10,10,1,7,0,10,38.0,688505.SH,复旦张江
28686,20201231,0,0,7.0,10,3,0,5,3,10,38.0,300584.SZ,海辰药业
18021,20201231,0,0,0.0,10,10,0,0,8,10,38.0,002820.SZ,桂发祥
57224,20201231,0,6,3.0,10,6,0,7,6,0,38.0,688571.SH,杭华股份
45394,20201231,2,0,7.0,10,10,0,0,9,0,38.0,601228.SH,广州港
20021,20201231,0,0,5.0,9,0,3,10,0,10,37.0,002977.SZ,天箭科技
12165,20201231,0,10,5.0,10,10,0,0,2,0,37.0,002395.SZ,双象股份
47599,20201231,2,10,3.0,10,10,0,1,1,0,37.0,603019.SH,中科曙光
54955,20201231,6,0,1.0,10,0,10,10,0,0,37.0,605298.SH,必得科技
8880,20201231,0,9,0.0,10,10,0,0,4,4,37.0,002162.SZ,悦心健康
46447,20201231,0,0,7.0,10,0,0,0,10,10,37.0,601766.SH,中国中车
53961,20201231,0,0,0.0,10,10,0,0,7,10,37.0,603929.SH,亚翔集成
7696,20201231,0,0,7.0,10,7,0,0,3,10,37.0,002079.SZ,苏州固锝
13929,20201231,0,4,3.0,10,10,0,0,10,0,37.0,002521.SZ,齐峰新材
3590,20201231,1,0,5.0,10,2,0,0,9,10,37.0,000705.SZ,浙江震元
9869,20201231,0,10,7.0,5,0,0,2,3,10,37.0,002232.SZ,启明信息
45538,20201231,0,0,0.0,0,10,10,0,7,10,37.0,601318.SH,中国平安
15542,20201231,0,10,7.0,10,0,0,3,7,0,37.0,002635.SZ,安洁科技
8416,20201231,8,2,5.0,10,10,0,0,2,0,37.0,002129.SZ,中环股份
46432,20201231,3,0,5.0,10,0,0,0,9,10,37.0,601727.SH,上海电气
39496,20201231,0,10,10.0,0,10,0,0,7,0,37.0,600576.SH,祥源文化
41291,20201231,0,0,0.0,10,10,0,0,7,10,37.0,600719.SH,大连热电
1478,20201231,10,2,3.0,10,0,0,1,6,5,37.0,000505.SZ,京粮控股
40468,20201231,0,10,0.0,10,0,10,2,5,0,37.0,600651.SH,*ST飞乐
34087,20201231,10,10,0.0,0,0,0,0,7,10,37.0,600109.SH,国金证券
42874,20201231,10,0,0.0,10,0,0,0,7,10,37.0,600838.SH,上海九百
40349,20201231,0,0,5.0,10,10,0,2,10,0,37.0,600642.SH,申能股份
32740,20201231,0,0,7.0,10,0,10,10,0,0,37.0,300946.SZ,恒而达
28829,20201231,6,0,9.0,10,0,0,6,6,0,37.0,300594.SZ,朗进科技
37996,20201231,0,0,7.0,10,10,0,0,7,3,37.0,600444.SH,国机通用
25899,20201231,10,0,0.0,10,0,0,0,7,10,37.0,300385.SZ,雪浪环境
37775,20201231,0,0,9.0,10,0,0,0,8,10,37.0,600418.SH,江淮汽车
40526,20201231,0,0,5.0,10,0,1,1,10,10,37.0,600655.SH,豫园股份
36234,20201231,10,2,5.0,10,0,0,0,10,0,37.0,600284.SH,浦东建设
27657,20201231,0,10,3.0,10,10,0,0,4,0,37.0,300509.SZ,新美星
57473,20201231,0,0,7.0,10,0,10,10,0,0,37.0,688662.SH,富信科技
36334,20201231,0,0,7.0,10,0,0,0,10,10,37.0,600292.SH,远达环保
25455,20201231,0,10,9.0,10,0,0,0,8,0,37.0,300351.SZ,永贵电器
28073,20201231,0,10,3.0,10,10,0,0,4,0,37.0,300539.SZ,横河模具
4026,20201231,10,10,0.0,0,0,0,0,8,8,36.0,000750.SZ,国海证券
33296,20201231,10,7,7.0,10,0,0,0,2,0,36.0,600038.SH,中直股份
52495,20201231,2,10,3.0,10,3,0,6,2,0,36.0,603722.SH,阿科力
46380,20201231,0,10,5.0,10,0,0,4,7,0,36.0,601700.SH,风范股份
45714,20201231,10,10,0.0,0,10,0,0,6,0,36.0,601375.SH,中原证券
33586,20201231,0,0,5.0,10,1,0,0,10,10,36.0,600068.SH,葛洲坝
5644,20201231,0,0,7.0,10,10,0,0,9,0,36.0,000919.SZ,金陵药业
887,20201231,0,0,10.0,10,0,0,0,6,10,36.0,000151.SZ,中成股份
8488,20201231,4,0,9.0,10,10,0,0,0,3,36.0,002134.SZ,天津普林
41203,20201231,2,9,5.0,10,0,0,0,10,0,36.0,600713.SH,南京医药
47164,20201231,0,0,1.0,10,10,0,0,5,10,36.0,601969.SH,海南矿业
53999,20201231,0,8,7.0,10,0,0,3,8,0,36.0,603936.SH,博敏电子
25013,20201231,0,0,1.0,10,0,1,7,7,10,36.0,300320.SZ,海达股份
9854,20201231,0,0,1.0,10,10,0,0,5,10,36.0,002231.SZ,奥维通信
14487,20201231,0,0,7.0,10,0,0,0,9,10,36.0,002561.SZ,徐家汇
73,20201231,0,0,3.0,10,0,2,6,10,5,36.0,000006.SZ,深振业A
43699,20201231,0,1,5.0,10,10,0,0,0,10,36.0,600903.SH,贵州燃气
32452,20201231,0,0,5.0,10,0,1,10,0,10,36.0,300902.SZ,国安达
48908,20201231,10,10,5.0,10,0,0,1,0,0,36.0,603179.SH,新泉股份
54795,20201231,0,0,3.0,10,6,1,10,6,0,36.0,605169.SH,洪通燃气
5080,20201231,0,0,7.0,10,10,0,0,9,0,36.0,000862.SZ,银星能源
38185,20201231,5,0,3.0,10,0,7,0,10,1,36.0,600466.SH,蓝光发展
1305,20201231,10,10,0.0,10,0,0,0,6,0,36.0,000423.SZ,东阿阿胶
44156,20201231,5,0,5.0,10,0,0,2,4,10,36.0,600980.SH,北矿科技
31506,20201231,0,0,3.0,10,10,0,0,3,10,36.0,300798.SZ,锦鸡股份
38084,20201231,0,10,7.0,10,5,0,4,0,0,36.0,600456.SH,宝钛股份
40034,20201231,0,0,3.0,10,10,0,0,3,10,36.0,600616.SH,金枫酒业
44053,20201231,0,0,5.0,10,0,1,0,10,10,36.0,600970.SH,中材国际
38861,20201231,0,10,5.0,10,4,0,1,6,0,36.0,600523.SH,贵航股份
14015,20201231,5,1,0.0,10,10,0,0,10,0,36.0,002528.SZ,英飞拓
37922,20201231,0,0,7.0,10,10,0,2,7,0,36.0,600433.SH,冠豪高新
36626,20201231,10,10,5.0,10,0,0,0,0,0,35.0,600316.SH,洪都航空
10030,20201231,0,0,3.0,10,0,1,5,6,10,35.0,002243.SZ,力合科创
13128,20201231,0,0,5.0,10,0,10,10,0,0,35.0,002463.SZ,沪电股份
19856,20201231,10,10,0.0,0,10,3,0,0,2,35.0,002961.SZ,瑞达期货
46667,20201231,0,0,5.0,10,0,0,0,10,10,35.0,601857.SH,中国石油
28058,20201231,10,0,5.0,10,0,0,0,0,10,35.0,300538.SZ,同益股份
51002,20201231,0,10,5.0,10,0,0,7,3,0,35.0,603535.SH,嘉诚国际
19021,20201231,0,0,7.0,10,9,0,1,8,0,35.0,002895.SZ,川恒股份
51877,20201231,5,0,1.0,10,2,1,6,0,10,35.0,603659.SH,璞泰来
18618,20201231,0,0,0.0,10,10,0,0,6,9,35.0,002865.SZ,钧达股份
40379,20201231,0,0,7.0,10,10,0,0,8,0,35.0,600644.SH,乐山电力
12712,20201231,0,0,5.0,10,0,0,0,10,10,35.0,002433.SZ,太安堂
14718,20201231,0,10,10.0,10,0,0,0,5,0,35.0,002577.SZ,雷柏科技
41262,20201231,0,0,5.0,10,10,0,0,10,0,35.0,600717.SH,天津港
32817,20201231,0,0,5.0,8,2,10,10,0,0,35.0,300960.SZ,通业科技
2045,20201231,0,0,5.0,10,10,0,0,10,0,35.0,000553.SZ,安道麦A
41103,20201231,0,0,10.0,10,0,0,0,9,6,35.0,600705.SH,中航资本
38128,20201231,10,10,5.0,10,0,0,0,0,0,35.0,600460.SH,士兰微
37790,20201231,4,0,0.0,10,9,1,5,6,0,35.0,600419.SH,天润乳业
55546,20201231,0,0,5.0,10,0,3,10,0,7,35.0,688060.SH,云涌科技
27585,20201231,0,0,9.0,10,0,0,0,6,10,35.0,300504.SZ,天邑股份
11106,20201231,0,0,9.0,10,10,0,2,4,0,35.0,002320.SZ,海峡股份
41655,20201231,0,10,3.0,10,0,0,0,8,4,35.0,600744.SH,华银电力
46032,20201231,5,0,0.0,0,10,2,0,8,10,35.0,601601.SH,中国太保
20524,20201231,10,0,9.0,10,0,1,5,0,0,35.0,003042.SZ,中农联合
3996,20201231,8,10,5.0,10,0,0,0,2,0,35.0,000738.SZ,航发控制
22300,20201231,0,0,5.0,10,7,2,10,1,0,35.0,300127.SZ,银河磁体
42830,20201231,0,0,7.0,10,0,0,0,8,10,35.0,600835.SH,上海机电
42743,20201231,0,0,1.0,10,4,0,0,10,10,35.0,600828.SH,茂业商业
35711,20201231,10,10,5.0,10,0,0,0,0,0,35.0,600238.SH,ST椰岛
44720,20201231,10,10,0.0,0,0,5,0,0,10,35.0,601066.SH,中信建投
43290,20201231,0,0,5.0,10,10,0,0,0,10,35.0,600871.SH,石化油服
5834,20201231,2,0,7.0,10,10,0,0,6,0,35.0,000933.SZ,神火股份
42440,20201231,10,0,5.0,10,0,0,0,10,0,35.0,600805.SH,悦达投资
25956,20201231,0,0,9.0,10,10,0,0,6,0,35.0,300389.SZ,艾比森
44404,20201231,10,9,0.0,0,0,0,0,7,9,35.0,600999.SH,招商证券
43395,20201231,0,0,7.0,10,0,0,0,8,10,35.0,600879.SH,航天电子
56099,20201231,0,0,3.0,10,0,5,10,7,0,35.0,688178.SH,万德斯
4143,20201231,0,3,3.0,10,10,0,0,9,0,35.0,000759.SZ,中百集团
9081,20201231,0,10,3.0,10,10,0,0,2,0,35.0,002176.SZ,*ST江特
3518,20201231,0,10,1.0,10,0,0,4,10,0,35.0,000698.SZ,沈阳化工
4403,20201231,0,0,3.0,10,10,0,1,10,0,34.0,000791.SZ,甘肃电投
41438,20201231,0,0,10.0,2,4,6,4,8,0,34.0,600729.SH,重庆百货
27642,20201231,4,0,0.0,10,5,0,2,3,10,34.0,300508.SZ,维宏股份
56673,20201231,0,0,10.0,10,0,0,0,4,10,34.0,688336.SH,三生国健
35871,20201231,0,10,9.0,9,0,0,0,6,0,34.0,600255.SH,鑫科材料
10848,20201231,0,10,5.0,10,0,0,0,9,0,34.0,002302.SZ,西部建设
46176,20201231,6,0,0.0,0,10,2,0,6,10,34.0,601628.SH,中国人寿
34217,20201231,3,3,7.0,10,1,0,0,0,10,34.0,600118.SH,中国卫星
21460,20201231,0,0,3.0,10,0,1,10,6,4,34.0,300066.SZ,三川智慧
36611,20201231,0,0,1.0,10,10,0,0,3,10,34.0,600315.SH,上海家化
47045,20201231,2,0,0.0,0,10,2,0,10,10,34.0,601939.SH,建设银行
45465,20201231,1,0,5.0,10,0,0,0,8,10,34.0,601238.SH,广汽集团
34660,20201231,0,10,7.0,10,0,0,0,7,0,34.0,600156.SH,华升股份
8245,20201231,0,0,3.0,10,0,0,6,5,10,34.0,002117.SZ,东港股份
49296,20201231,0,2,1.0,10,2,0,2,7,10,34.0,603227.SH,雪峰科技
44243,20201231,0,10,5.0,10,0,0,0,9,0,34.0,600986.SH,浙文互联
31924,20201231,0,0,1.0,10,0,1,8,4,10,34.0,300838.SZ,浙江力诺
8953,20201231,10,10,0.0,10,0,0,0,4,0,34.0,002167.SZ,东方锆业
799,20201231,0,0,5.0,10,0,0,0,9,10,34.0,000089.SZ,深圳机场
8230,20201231,0,0,7.0,10,10,0,0,7,0,34.0,002116.SZ,中国海诚
35250,20201231,0,0,7.0,10,0,0,0,7,10,34.0,600202.SH,哈空调
